,CBSA,MNAME,Mode,Year,Tot_Pop,TNC_FLAG,YEARS_SINCE_TNC,UBER_NET_REVENUE
774,30700,"Lincoln, NE Metro Area",Bus,2017,331592.0,1,3,7932
1063,30700,"Lincoln, NE Metro Area",Bus,2018,336101.25,1,4,11270
80,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Bus,2014,727777.0,1,0,445
272,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Bus,2015,730250.0,1,1,1690
504,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Bus,2016,734381.0,1,2,4964
775,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Bus,2017,738082.0,1,3,7932
1064,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Bus,2018,741890.5,1,4,11270
81,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2014,727777.0,1,0,445
273,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2015,730250.0,1,1,1690
505,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2016,734381.0,1,2,4964
776,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2017,738082.0,1,3,7932
1065,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2018,741890.5,1,4,11270
777,30860,"Logan, UT-ID Metro Area",Bus,2017,138219.0,1,0,7932
1066,30860,"Logan, UT-ID Metro Area",Bus,2018,140708.5,1,1,11270
778,31020,"Longview, WA Metro Area",Bus,2017,106910.0,1,0,7932
1067,31020,"Longview, WA Metro Area",Bus,2018,108645.5,1,1,11270
1217,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2012,13052921.0,1,0,15
1255,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2013,13131431.0,1,1,103
82,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2014,13262220.0,1,2,445
274,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2015,13340068.0,1,3,1690
506,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2016,13310447.0,1,4,4964
779,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2017,13353907.0,1,5,7932
1068,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Bus,2018,13379096.75,1,6,11270
1218,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Rail,2012,13052921.0,1,0,15
1256,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Rail,2013,13131431.0,1,1,103
83,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Rail,2014,13262220.0,1,2,445
275,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Rail,2015,13340068.0,1,3,1690
507,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Rail,2016,13310447.0,1,4,4964
780,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Rail,2017,13353907.0,1,5,7932
1069,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",Rail,2018,13379096.75,1,6,11270
84,31140,"Louisville, Jefferson County, KY-IN Metro Area",Bus,2014,1265210.0,1,0,445
276,31140,"Louisville, Jefferson County, KY-IN Metro Area",Bus,2015,1279335.0,1,1,1690
508,31140,"Louisville, Jefferson County, KY-IN Metro Area",Bus,2016,1283297.0,1,2,4964
781,31140,"Louisville, Jefferson County, KY-IN Metro Area",Bus,2017,1293722.0,1,3,7932
1070,31140,"Louisville, Jefferson County, KY-IN Metro Area",Bus,2018,1302531.25,1,4,11270
85,31180,"Lubbock, TX Metro Area",Bus,2014,305262.0,1,0,445
277,31180,"Lubbock, TX Metro Area",Bus,2015,312433.0,1,1,1690
509,31180,"Lubbock, TX Metro Area",Bus,2016,313910.0,1,2,4964
782,31180,"Lubbock, TX Metro Area",Bus,2017,318011.0,1,3,7932
1071,31180,"Lubbock, TX Metro Area",Bus,2018,321456.0,1,4,11270
278,31340,"Lynchburg, VA Metro Area",Bus,2015,260504.0,1,0,1690
510,31340,"Lynchburg, VA Metro Area",Bus,2016,261167.0,1,1,4964
783,31340,"Lynchburg, VA Metro Area",Bus,2017,260116.0,1,2,7932
1072,31340,"Lynchburg, VA Metro Area",Bus,2018,259493.5,1,3,11270
86,31540,"Madison, WI Metro Area",Bus,2014,633787.0,1,0,445
279,31540,"Madison, WI Metro Area",Bus,2015,641385.0,1,1,1690
511,31540,"Madison, WI Metro Area",Bus,2016,648929.0,1,2,4964
784,31540,"Madison, WI Metro Area",Bus,2017,654230.0,1,3,7932
1073,31540,"Madison, WI Metro Area",Bus,2018,660091.75,1,4,11270
87,31700,"Manchester-Nashua, NH Metro Area",Bus,2014,405184.0,1,0,445
280,31700,"Manchester-Nashua, NH Metro Area",Bus,2015,406678.0,1,1,1690
512,31700,"Manchester-Nashua, NH Metro Area",Bus,2016,407761.0,1,2,4964
785,31700,"Manchester-Nashua, NH Metro Area",Bus,2017,409697.0,1,3,7932
1074,31700,"Manchester-Nashua, NH Metro Area",Bus,2018,411419.75,1,4,11270
513,32580,"McAllen-Edinburg-Mission, TX Metro Area",Bus,2016,849843.0,1,0,4964
786,32580,"McAllen-Edinburg-Mission, TX Metro Area",Bus,2017,860661.0,1,1,7932
1075,32580,"McAllen-Edinburg-Mission, TX Metro Area",Bus,2018,870659.25,1,2,11270
787,32780,"Medford, OR Metro Area",Bus,2017,217479.0,1,0,7932
1076,32780,"Medford, OR Metro Area",Bus,2018,219183.0,1,1,11270
88,32820,"Memphis, TN-MS-AR Metro Area",Bus,2014,1344121.0,1,0,445
281,32820,"Memphis, TN-MS-AR Metro Area",Bus,2015,1343572.0,1,1,1690
514,32820,"Memphis, TN-MS-AR Metro Area",Bus,2016,1346437.0,1,2,4964
788,32820,"Memphis, TN-MS-AR Metro Area",Bus,2017,1346626.0,1,3,7932
1077,32820,"Memphis, TN-MS-AR Metro Area",Bus,2018,1347484.0,1,4,11270
515,32900,"Merced, CA Metro Area",Bus,2016,268672.0,1,0,4964
789,32900,"Merced, CA Metro Area",Bus,2017,272673.0,1,1,7932
1078,32900,"Merced, CA Metro Area",Bus,2018,275728.0,1,2,11270
89,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Bus,2014,5929819.0,1,0,445
282,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Bus,2015,6012331.0,1,1,1690
516,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Bus,2016,6066387.0,1,2,4964
790,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Bus,2017,6158824.0,1,3,7932
1079,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Bus,2018,6241665.75,1,4,11270
90,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Rail,2014,5929819.0,1,0,445
283,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Rail,2015,6012331.0,1,1,1690
517,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Rail,2016,6066387.0,1,2,4964
791,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Rail,2017,6158824.0,1,3,7932
1080,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Rail,2018,6241665.75,1,4,11270
91,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",Bus,2014,1572245.0,1,0,445
284,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",Bus,2015,1575747.0,1,1,1690
518,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",Bus,2016,1572482.0,1,2,4964
792,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",Bus,2017,1576236.0,1,3,7932
1081,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",Bus,2018,1578235.25,1,4,11270
1219,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",Bus,2012,3353724.0,1,0,15
1257,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",Bus,2013,3459146.0,1,1,103
92,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",Bus,2014,3495176.0,1,2,445
285,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",Bus,2015,3524583.0,1,3,1690
519,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",Bus,2016,3551036.0,1,4,4964
793,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",Bus,2017,3600618.0,1,5,7932
1082,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",Bus,2018,3644417.75,1,6,11270
1220,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",Rail,2012,3353724.0,1,0,15
1258,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",Rail,2013,3459146.0,1,1,103
93,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",Rail,2014,3495176.0,1,2,445
286,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",Rail,2015,3524583.0,1,3,1690
520,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",Rail,2016,3551036.0,1,4,4964
794,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",Rail,2017,3600618.0,1,5,7932
1083,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",Rail,2018,3644417.75,1,6,11270
521,33540,"Missoula, MT Metro Area",Bus,2016,116130.0,1,0,4964
795,33540,"Missoula, MT Metro Area",Bus,2017,117441.0,1,1,7932
1084,33540,"Missoula, MT Metro Area",Bus,2018,118911.5,1,2,11270
287,33660,"Mobile, AL Metro Area",Bus,2015,415395.0,1,0,1690
522,33660,"Mobile, AL Metro Area",Bus,2016,414836.0,1,1,4964
796,33660,"Mobile, AL Metro Area",Bus,2017,413955.0,1,2,7932
1085,33660,"Mobile, AL Metro Area",Bus,2018,413154.5,1,3,11270
94,33700,"Modesto, CA Metro Area",Bus,2014,531997.0,1,0,445
288,33700,"Modesto, CA Metro Area",Bus,2015,538388.0,1,1,1690
523,33700,"Modesto, CA Metro Area",Bus,2016,541560.0,1,2,4964
797,33700,"Modesto, CA Metro Area",Bus,2017,547899.0,1,3,7932
1086,33700,"Modesto, CA Metro Area",Bus,2018,553446.25,1,4,11270
524,33860,"Montgomery, AL Metro Area",Bus,2016,376163.0,1,0,4964
798,33860,"Montgomery, AL Metro Area",Bus,2017,373889.0,1,1,7932
1087,33860,"Montgomery, AL Metro Area",Bus,2018,372365.5,1,2,11270
525,34580,"Mount Vernon-Anacortes, WA Metro Area",Bus,2016,123681.0,1,0,4964
799,34580,"Mount Vernon-Anacortes, WA Metro Area",Bus,2017,125619.0,1,1,7932
1088,34580,"Mount Vernon-Anacortes, WA Metro Area",Bus,2018,127531.25,1,2,11270
289,34620,"Muncie, IN Metro Area",Bus,2015,116852.0,1,0,1690
526,34620,"Muncie, IN Metro Area",Bus,2016,115603.0,1,1,4964
800,34620,"Muncie, IN Metro Area",Bus,2017,115184.0,1,2,7932
1089,34620,"Muncie, IN Metro Area",Bus,2018,114557.5,1,3,11270
95,34900,"Napa, CA Metro Area",Bus,2014,141667.0,1,0,445
290,34900,"Napa, CA Metro Area",Bus,2015,142456.0,1,1,1690
527,34900,"Napa, CA Metro Area",Bus,2016,142166.0,1,2,4964
801,34900,"Napa, CA Metro Area",Bus,2017,140973.0,1,3,7932
1090,34900,"Napa, CA Metro Area",Bus,2018,140005.75,1,4,11270
96,34940,"Naples-Marco Island, FL Metro Area",Bus,2014,348777.0,1,0,445
291,34940,"Naples-Marco Island, FL Metro Area",Bus,2015,357305.0,1,1,1690
528,34940,"Naples-Marco Island, FL Metro Area",Bus,2016,365136.0,1,2,4964
802,34940,"Naples-Marco Island, FL Metro Area",Bus,2017,372880.0,1,3,7932
1091,34940,"Naples-Marco Island, FL Metro Area",Bus,2018,380645.75,1,4,11270
1259,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",Bus,2013,1757424.0,1,0,103
97,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",Bus,2014,1792468.0,1,1,445
292,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",Bus,2015,1830298.0,1,2,1690
529,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",Bus,2016,1865535.0,1,3,4964
803,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",Bus,2017,1904226.0,1,4,7932
1092,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",Bus,2018,1942053.5,1,5,11270
1260,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",Rail,2013,1757424.0,1,0,103
98,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",Rail,2014,1792468.0,1,1,445
293,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",Rail,2015,1830298.0,1,2,1690
530,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",Rail,2016,1865535.0,1,3,4964
804,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",Rail,2017,1904226.0,1,4,7932
1093,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",Rail,2018,1942053.5,1,5,11270
99,35300,"New Haven-Milford, CT Metro Area",Bus,2014,861277.0,1,0,445
294,35300,"New Haven-Milford, CT Metro Area",Bus,2015,859470.0,1,1,1690
531,35300,"New Haven-Milford, CT Metro Area",Bus,2016,856875.0,1,2,4964
805,35300,"New Haven-Milford, CT Metro Area",Bus,2017,860435.0,1,3,7932
1094,35300,"New Haven-Milford, CT Metro Area",Bus,2018,862456.25,1,4,11270
295,35380,"New Orleans-Metairie-Kenner, LA Metro Area",Bus,2015,1262888.0,1,0,1690
532,35380,"New Orleans-Metairie-Kenner, LA Metro Area",Bus,2016,1268883.0,1,1,4964
806,35380,"New Orleans-Metairie-Kenner, LA Metro Area",Bus,2017,1275762.0,1,2,7932
1095,35380,"New Orleans-Metairie-Kenner, LA Metro Area",Bus,2018,1282420.0,1,3,11270
296,35380,"New Orleans-Metairie-Kenner, LA Metro Area",Rail,2015,1262888.0,1,0,1690
533,35380,"New Orleans-Metairie-Kenner, LA Metro Area",Rail,2016,1268883.0,1,1,4964
807,35380,"New Orleans-Metairie-Kenner, LA Metro Area",Rail,2017,1275762.0,1,2,7932
1096,35380,"New Orleans-Metairie-Kenner, LA Metro Area",Rail,2018,1282420.0,1,3,11270
1221,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",Bus,2012,19160024.0,1,1,15
1261,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",Bus,2013,19949502.0,1,2,103
100,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",Bus,2014,20092883.0,1,3,445
297,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",Bus,2015,20182305.0,1,4,1690
534,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",Bus,2016,20153634.0,1,5,4964
808,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",Bus,2017,20320876.0,1,6,7932
1097,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",Bus,2018,20439139.75,1,7,11270
1222,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",Rail,2012,19160024.0,1,1,15
1262,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",Rail,2013,19949502.0,1,2,103
101,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",Rail,2014,20092883.0,1,3,445
298,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",Rail,2015,20182305.0,1,4,1690
535,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",Rail,2016,20153634.0,1,5,4964
809,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",Rail,2017,20320876.0,1,6,7932
1098,35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",Rail,2018,20439139.75,1,7,11270
810,35660,"Niles-Benton Harbor, MI Metro Area",Bus,2017,154259.0,1,0,7932
1099,35660,"Niles-Benton Harbor, MI Metro Area",Bus,2018,154289.25,1,1,11270
102,35840,"North Port-Bradenton-Sarasota, FL Metro Area",Bus,2014,748708.0,1,0,445
299,35840,"North Port-Bradenton-Sarasota, FL Metro Area",Bus,2015,768918.0,1,1,1690
536,35840,"North Port-Bradenton-Sarasota, FL Metro Area",Bus,2016,788457.0,1,2,4964
811,35840,"North Port-Bradenton-Sarasota, FL Metro Area",Bus,2017,804690.0,1,3,7932
1100,35840,"North Port-Bradenton-Sarasota, FL Metro Area",Bus,2018,821749.5,1,4,11270
537,35980,"Norwich-New London, CT Metro Area",Bus,2016,269801.0,1,0,4964
812,35980,"Norwich-New London, CT Metro Area",Bus,2017,269033.0,1,1,7932
1101,35980,"Norwich-New London, CT Metro Area",Bus,2018,267941.5,1,2,11270
103,36100,"Ocala, FL Metro Area",Bus,2014,339167.0,1,0,445
300,36100,"Ocala, FL Metro Area",Bus,2015,343254.0,1,1,1690
538,36100,"Ocala, FL Metro Area",Bus,2016,349020.0,1,2,4964
813,36100,"Ocala, FL Metro Area",Bus,2017,354353.0,1,3,7932
1102,36100,"Ocala, FL Metro Area",Bus,2018,359794.25,1,4,11270
1263,36420,"Oklahoma City, OK Metro Area",Bus,2013,1319677.0,1,0,103
104,36420,"Oklahoma City, OK Metro Area",Bus,2014,1336767.0,1,1,445
301,36420,"Oklahoma City, OK Metro Area",Bus,2015,1358452.0,1,2,1690
539,36420,"Oklahoma City, OK Metro Area",Bus,2016,1373211.0,1,3,4964
814,36420,"Oklahoma City, OK Metro Area",Bus,2017,1383737.0,1,4,7932
1103,36420,"Oklahoma City, OK Metro Area",Bus,2018,1395321.25,1,5,11270
540,36500,"Olympia, WA Metro Area",Bus,2016,275222.0,1,0,4964
815,36500,"Olympia, WA Metro Area",Bus,2017,280588.0,1,1,7932
1104,36500,"Olympia, WA Metro Area",Bus,2018,286034.0,1,2,11270
105,36540,"Omaha-Council Bluffs, NE-IA Metro Area",Bus,2014,904491.0,1,0,445
302,36540,"Omaha-Council Bluffs, NE-IA Metro Area",Bus,2015,915557.0,1,1,1690
541,36540,"Omaha-Council Bluffs, NE-IA Metro Area",Bus,2016,924495.0,1,2,4964
816,36540,"Omaha-Council Bluffs, NE-IA Metro Area",Bus,2017,934184.0,1,3,7932
1105,36540,"Omaha-Council Bluffs, NE-IA Metro Area",Bus,2018,943685.25,1,4,11270
106,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",Bus,2014,2321418.0,1,0,445
303,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",Bus,2015,2387138.0,1,1,1690
542,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",Bus,2016,2441257.0,1,2,4964
817,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",Bus,2017,2509831.0,1,3,7932
1106,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",Bus,2018,2574791.25,1,4,11270
107,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",Rail,2014,2321418.0,1,0,445
304,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",Rail,2015,2387138.0,1,1,1690
543,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",Rail,2016,2441257.0,1,2,4964
818,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",Rail,2017,2509831.0,1,3,7932
1107,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",Rail,2018,2574791.25,1,4,11270
305,36780,"Oshkosh-Neenah, WI Metro Area",Bus,2015,169546.0,1,0,1690
544,36780,"Oshkosh-Neenah, WI Metro Area",Bus,2016,169886.0,1,1,4964
819,36780,"Oshkosh-Neenah, WI Metro Area",Bus,2017,170414.0,1,2,7932
1108,36780,"Oshkosh-Neenah, WI Metro Area",Bus,2018,170895.0,1,3,11270
108,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",Bus,2014,846178.0,1,0,445
306,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",Bus,2015,850536.0,1,1,1690
545,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",Bus,2016,849738.0,1,2,4964
820,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",Bus,2017,854223.0,1,3,7932
1109,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",Bus,2018,857387.25,1,4,11270
109,37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",Bus,2014,556885.0,1,0,445
307,37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",Bus,2015,568088.0,1,1,1690
546,37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",Bus,2016,579130.0,1,2,4964
821,37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",Bus,2017,589162.0,1,3,7932
1110,37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",Bus,2018,599446.5,1,4,11270
822,37460,"Panama City-Lynn Haven-Panama City Beach, FL Metro Area",Bus,2017,202236.0,1,0,7932
1111,37460,"Panama City-Lynn Haven-Panama City Beach, FL Metro Area",Bus,2018,204035.75,1,1,11270
110,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",Bus,2014,474081.0,1,0,445
308,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",Bus,2015,478043.0,1,1,1690
547,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",Bus,2016,485684.0,1,2,4964
823,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",Bus,2017,487784.0,1,3,7932
1112,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",Bus,2018,491269.25,1,4,11270
309,37900,"Peoria, IL Metro Area",Bus,2015,376987.0,1,0,1690
548,37900,"Peoria, IL Metro Area",Bus,2016,376044.0,1,1,4964
824,37900,"Peoria, IL Metro Area",Bus,2017,373637.0,1,2,7932
1113,37900,"Peoria, IL Metro Area",Bus,2018,371596.0,1,3,11270
1223,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Bus,2012,6018800.0,1,0,15
1264,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Bus,2013,6034678.0,1,1,103
111,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Bus,2014,6051170.0,1,2,445
310,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Bus,2015,6069875.0,1,3,1690
549,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Bus,2016,6070500.0,1,4,4964
825,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Bus,2017,6096120.0,1,5,7932
1114,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Bus,2018,6115491.25,1,6,11270
1224,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Rail,2012,6018800.0,1,0,15
1265,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Rail,2013,6034678.0,1,1,103
112,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Rail,2014,6051170.0,1,2,445
311,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Rail,2015,6069875.0,1,3,1690
550,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Rail,2016,6070500.0,1,4,4964
826,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Rail,2017,6096120.0,1,5,7932
1115,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Rail,2018,6115491.25,1,6,11270
1225,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",Bus,2012,4329534.0,1,0,15
1266,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",Bus,2013,4398762.0,1,1,103
113,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",Bus,2014,4489109.0,1,2,445
312,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",Bus,2015,4574531.0,1,3,1690
551,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",Bus,2016,4661537.0,1,4,4964
827,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",Bus,2017,4737270.0,1,5,7932
1116,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",Bus,2018,4815821.25,1,6,11270
1226,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",Rail,2012,4329534.0,1,0,15
1267,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",Rail,2013,4398762.0,1,1,103
114,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",Rail,2014,4489109.0,1,2,445
313,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",Rail,2015,4574531.0,1,3,1690
552,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",Rail,2016,4661537.0,1,4,4964
828,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",Rail,2017,4737270.0,1,5,7932
1117,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",Rail,2018,4815821.25,1,6,11270
115,38300,"Pittsburgh, PA Metro Area",Bus,2014,2355968.0,1,0,445
314,38300,"Pittsburgh, PA Metro Area",Bus,2015,2353045.0,1,1,1690
553,38300,"Pittsburgh, PA Metro Area",Bus,2016,2342299.0,1,2,4964
829,38300,"Pittsburgh, PA Metro Area",Bus,2017,2333367.0,1,3,7932
1118,38300,"Pittsburgh, PA Metro Area",Bus,2018,2323981.5,1,4,11270
116,38300,"Pittsburgh, PA Metro Area",Rail,2014,2355968.0,1,0,445
315,38300,"Pittsburgh, PA Metro Area",Rail,2015,2353045.0,1,1,1690
554,38300,"Pittsburgh, PA Metro Area",Rail,2016,2342299.0,1,2,4964
830,38300,"Pittsburgh, PA Metro Area",Rail,2017,2333367.0,1,3,7932
1119,38300,"Pittsburgh, PA Metro Area",Rail,2018,2323981.5,1,4,11270
831,38340,"Pittsfield, MA Metro Area",Bus,2017,126313.0,1,0,7932
1120,38340,"Pittsfield, MA Metro Area",Bus,2018,125639.25,1,1,11270
117,38860,"Portland-South Portland-Biddeford, ME Metro Area",Bus,2014,523552.0,1,0,445
316,38860,"Portland-South Portland-Biddeford, ME Metro Area",Bus,2015,526295.0,1,1,1690
556,38860,"Portland-South Portland-Biddeford, ME Metro Area",Bus,2016,529657.0,1,2,4964
833,38860,"Portland-South Portland-Biddeford, ME Metro Area",Bus,2017,532083.0,1,3,7932
1122,38860,"Portland-South Portland-Biddeford, ME Metro Area",Bus,2018,534743.0,1,4,11270
118,38860,"Portland-South Portland-Biddeford, ME Metro Area",Rail,2014,523552.0,1,0,445
317,38860,"Portland-South Portland-Biddeford, ME Metro Area",Rail,2015,526295.0,1,1,1690
557,38860,"Portland-South Portland-Biddeford, ME Metro Area",Rail,2016,529657.0,1,2,4964
834,38860,"Portland-South Portland-Biddeford, ME Metro Area",Rail,2017,532083.0,1,3,7932
1123,38860,"Portland-South Portland-Biddeford, ME Metro Area",Rail,2018,534743.0,1,4,11270
119,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Bus,2014,2347127.0,1,0,445
318,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Bus,2015,2390244.0,1,1,1690
558,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Bus,2016,2425325.0,1,2,4964
835,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Bus,2017,2451560.0,1,3,7932
1124,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Bus,2018,2480006.5,1,4,11270
120,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Rail,2014,2347127.0,1,0,445
