,CBSA,MNAME,Mode,Year,Mecha_Failures,Other_Failures,Total_Failures,MDBF_Exclude,MDBF_Notes
385,12580,"Baltimore-Towson, MD Metro Area",Bus,2013,3251,10,3261,1,Other not reported
386,12580,"Baltimore-Towson, MD Metro Area",Bus,2014,3507,3753,7260,0,
387,12580,"Baltimore-Towson, MD Metro Area",Bus,2015,4600,4235,8835,0,
388,12580,"Baltimore-Towson, MD Metro Area",Bus,2016,4316,4093,8409,0,
389,12580,"Baltimore-Towson, MD Metro Area",Bus,2017,4402,4656,9058,0,
390,12580,"Baltimore-Towson, MD Metro Area",Bus,2018,4040,4529,8569,0,
391,12580,"Baltimore-Towson, MD Metro Area",Rail,2002,451,0,451,1,Other not reported
392,12580,"Baltimore-Towson, MD Metro Area",Rail,2003,446,0,446,1,Other not reported
393,12580,"Baltimore-Towson, MD Metro Area",Rail,2004,400,0,400,1,Other not reported
394,12580,"Baltimore-Towson, MD Metro Area",Rail,2005,322,0,322,1,Other not reported
395,12580,"Baltimore-Towson, MD Metro Area",Rail,2006,352,0,352,1,Other not reported
396,12580,"Baltimore-Towson, MD Metro Area",Rail,2007,567,0,567,1,Other not reported
397,12580,"Baltimore-Towson, MD Metro Area",Rail,2008,605,0,605,1,Other not reported
398,12580,"Baltimore-Towson, MD Metro Area",Rail,2009,890,0,890,1,Other not reported
399,12580,"Baltimore-Towson, MD Metro Area",Rail,2010,932,0,932,1,Other not reported
400,12580,"Baltimore-Towson, MD Metro Area",Rail,2011,1176,97,1273,1,Other not reported
401,12580,"Baltimore-Towson, MD Metro Area",Rail,2012,864,0,864,1,Other not reported
402,12580,"Baltimore-Towson, MD Metro Area",Rail,2013,445,0,445,1,Other not reported
403,12580,"Baltimore-Towson, MD Metro Area",Rail,2014,483,0,483,1,Other not reported
404,12580,"Baltimore-Towson, MD Metro Area",Rail,2015,790,3293,4083,0,
405,12580,"Baltimore-Towson, MD Metro Area",Rail,2016,1248,3125,4373,0,
406,12580,"Baltimore-Towson, MD Metro Area",Rail,2017,1459,1382,2841,0,
407,12580,"Baltimore-Towson, MD Metro Area",Rail,2018,1344,1554,2898,0,
408,12940,"Baton Rouge, LA Metro Area",Bus,2002,261,60,321,0,
409,12940,"Baton Rouge, LA Metro Area",Bus,2003,236,86,322,0,
410,12940,"Baton Rouge, LA Metro Area",Bus,2004,546,583,1129,0,
411,12940,"Baton Rouge, LA Metro Area",Bus,2005,163,430,593,0,
412,12940,"Baton Rouge, LA Metro Area",Bus,2006,144,508,652,0,
413,12940,"Baton Rouge, LA Metro Area",Bus,2007,287,320,607,0,
414,12940,"Baton Rouge, LA Metro Area",Bus,2008,308,185,493,0,
415,12940,"Baton Rouge, LA Metro Area",Bus,2009,178,150,328,0,
416,12940,"Baton Rouge, LA Metro Area",Bus,2010,291,183,474,0,
417,12940,"Baton Rouge, LA Metro Area",Bus,2011,250,191,441,0,
418,12940,"Baton Rouge, LA Metro Area",Bus,2012,300,176,476,0,
419,12940,"Baton Rouge, LA Metro Area",Bus,2013,356,147,503,0,
420,12940,"Baton Rouge, LA Metro Area",Bus,2014,547,212,759,0,
421,12940,"Baton Rouge, LA Metro Area",Bus,2015,786,275,1061,0,
422,12940,"Baton Rouge, LA Metro Area",Bus,2016,622,255,877,0,
423,12940,"Baton Rouge, LA Metro Area",Bus,2017,348,206,554,0,
424,12940,"Baton Rouge, LA Metro Area",Bus,2018,369,190,559,0,
425,13020,"Bay City, MI Metro Area",Bus,2002,3,72,75,0,
426,13020,"Bay City, MI Metro Area",Bus,2003,2,50,52,0,
427,13020,"Bay City, MI Metro Area",Bus,2004,2,82,84,0,
428,13020,"Bay City, MI Metro Area",Bus,2005,7,87,94,0,
429,13020,"Bay City, MI Metro Area",Bus,2006,5,75,80,0,
430,13020,"Bay City, MI Metro Area",Bus,2007,1,52,53,0,
431,13020,"Bay City, MI Metro Area",Bus,2008,5,55,60,0,
432,13020,"Bay City, MI Metro Area",Bus,2009,31,40,71,0,
433,13020,"Bay City, MI Metro Area",Bus,2010,41,19,60,0,
434,13020,"Bay City, MI Metro Area",Bus,2011,50,19,69,0,
435,13020,"Bay City, MI Metro Area",Bus,2012,35,23,58,0,
436,13020,"Bay City, MI Metro Area",Bus,2013,23,26,49,0,
437,13020,"Bay City, MI Metro Area",Bus,2014,25,24,49,0,
438,13020,"Bay City, MI Metro Area",Bus,2015,23,20,43,0,
439,13020,"Bay City, MI Metro Area",Bus,2016,24,13,37,0,
440,13020,"Bay City, MI Metro Area",Bus,2017,15,17,32,0,
441,13020,"Bay City, MI Metro Area",Bus,2018,20,35,55,0,
442,13140,"Beaumont-Port Arthur, TX Metro Area",Bus,2002,47,22,69,0,
443,13140,"Beaumont-Port Arthur, TX Metro Area",Bus,2003,52,21,73,0,
444,13140,"Beaumont-Port Arthur, TX Metro Area",Bus,2004,46,17,63,0,
445,13140,"Beaumont-Port Arthur, TX Metro Area",Bus,2005,41,15,56,0,
446,13140,"Beaumont-Port Arthur, TX Metro Area",Bus,2006,44,13,57,0,
447,13140,"Beaumont-Port Arthur, TX Metro Area",Bus,2007,48,14,62,0,
448,13140,"Beaumont-Port Arthur, TX Metro Area",Bus,2008,45,13,58,0,
449,13140,"Beaumont-Port Arthur, TX Metro Area",Bus,2009,57,14,71,0,
450,13140,"Beaumont-Port Arthur, TX Metro Area",Bus,2010,32,8,40,0,
451,13140,"Beaumont-Port Arthur, TX Metro Area",Bus,2011,26,6,32,0,
452,13140,"Beaumont-Port Arthur, TX Metro Area",Bus,2012,28,8,36,0,
453,13140,"Beaumont-Port Arthur, TX Metro Area",Bus,2013,30,9,39,0,
454,13140,"Beaumont-Port Arthur, TX Metro Area",Bus,2014,36,12,48,0,
455,13140,"Beaumont-Port Arthur, TX Metro Area",Bus,2015,42,8,50,0,
456,13140,"Beaumont-Port Arthur, TX Metro Area",Bus,2016,5,15,20,0,
457,13140,"Beaumont-Port Arthur, TX Metro Area",Bus,2017,6,18,24,0,
458,13140,"Beaumont-Port Arthur, TX Metro Area",Bus,2018,7,19,26,0,
459,13380,"Bellingham, WA Metro Area",Bus,2002,135,133,268,0,
460,13380,"Bellingham, WA Metro Area",Bus,2003,58,176,234,0,
461,13380,"Bellingham, WA Metro Area",Bus,2004,62,292,354,0,
462,13380,"Bellingham, WA Metro Area",Bus,2005,41,254,295,0,
463,13380,"Bellingham, WA Metro Area",Bus,2006,28,214,242,0,
464,13380,"Bellingham, WA Metro Area",Bus,2007,57,48,105,0,
465,13380,"Bellingham, WA Metro Area",Bus,2008,144,9,153,0,
466,13380,"Bellingham, WA Metro Area",Bus,2009,94,43,137,0,
467,13380,"Bellingham, WA Metro Area",Bus,2010,64,41,105,0,
468,13380,"Bellingham, WA Metro Area",Bus,2011,70,32,102,0,
469,13380,"Bellingham, WA Metro Area",Bus,2012,87,28,115,0,
470,13380,"Bellingham, WA Metro Area",Bus,2013,133,72,205,0,
471,13380,"Bellingham, WA Metro Area",Bus,2014,175,55,230,0,
472,13380,"Bellingham, WA Metro Area",Bus,2015,156,48,204,0,
473,13380,"Bellingham, WA Metro Area",Bus,2016,124,51,175,0,
474,13380,"Bellingham, WA Metro Area",Bus,2017,146,12,158,0,
475,13380,"Bellingham, WA Metro Area",Bus,2018,127,16,143,0,
476,13740,"Billings, MT Metro Area",Bus,2002,23,9,32,0,
477,13740,"Billings, MT Metro Area",Bus,2003,27,12,39,0,
478,13740,"Billings, MT Metro Area",Bus,2004,25,9,34,0,
479,13740,"Billings, MT Metro Area",Bus,2005,21,7,28,0,
480,13740,"Billings, MT Metro Area",Bus,2006,19,4,23,0,
481,13740,"Billings, MT Metro Area",Bus,2007,20,6,26,0,
482,13740,"Billings, MT Metro Area",Bus,2008,37,95,132,0,
483,13740,"Billings, MT Metro Area",Bus,2009,54,78,132,0,
484,13740,"Billings, MT Metro Area",Bus,2010,56,86,142,0,
485,13740,"Billings, MT Metro Area",Bus,2011,52,96,148,0,
486,13740,"Billings, MT Metro Area",Bus,2012,61,134,195,0,
487,13740,"Billings, MT Metro Area",Bus,2013,73,158,231,0,
488,13740,"Billings, MT Metro Area",Bus,2014,73,158,231,0,
489,13740,"Billings, MT Metro Area",Bus,2015,216,274,490,0,
490,13740,"Billings, MT Metro Area",Bus,2016,248,283,531,0,
491,13740,"Billings, MT Metro Area",Bus,2017,198,347,545,0,
492,13740,"Billings, MT Metro Area",Bus,2018,303,205,508,0,
493,13780,"Binghamton, NY Metro Area",Bus,2002,227,970,1197,0,
494,13780,"Binghamton, NY Metro Area",Bus,2003,294,917,1211,0,
495,13780,"Binghamton, NY Metro Area",Bus,2004,213,602,815,0,
496,13780,"Binghamton, NY Metro Area",Bus,2005,300,550,850,0,
497,13780,"Binghamton, NY Metro Area",Bus,2006,183,499,682,0,
498,13780,"Binghamton, NY Metro Area",Bus,2007,208,550,758,0,
499,13780,"Binghamton, NY Metro Area",Bus,2008,221,544,765,0,
500,13780,"Binghamton, NY Metro Area",Bus,2009,271,629,900,0,
501,13780,"Binghamton, NY Metro Area",Bus,2010,235,655,890,0,
502,13780,"Binghamton, NY Metro Area",Bus,2011,169,538,707,0,
503,13780,"Binghamton, NY Metro Area",Bus,2012,111,485,596,0,
504,13780,"Binghamton, NY Metro Area",Bus,2013,134,494,628,0,
505,13780,"Binghamton, NY Metro Area",Bus,2014,155,494,649,0,
506,13780,"Binghamton, NY Metro Area",Bus,2015,210,384,594,0,
507,13780,"Binghamton, NY Metro Area",Bus,2016,193,557,750,0,
508,13780,"Binghamton, NY Metro Area",Bus,2017,208,484,692,0,
509,13780,"Binghamton, NY Metro Area",Bus,2018,174,454,628,0,
510,13820,"Birmingham-Hoover, AL Metro Area",Bus,2002,0,0,0,1,Not reported
511,13820,"Birmingham-Hoover, AL Metro Area",Bus,2003,0,0,0,1,Not reported
512,13820,"Birmingham-Hoover, AL Metro Area",Bus,2004,1401,999,2400,0,
513,13820,"Birmingham-Hoover, AL Metro Area",Bus,2005,840,574,1414,0,
514,13820,"Birmingham-Hoover, AL Metro Area",Bus,2006,1141,607,1748,0,
515,13820,"Birmingham-Hoover, AL Metro Area",Bus,2007,1246,668,1914,0,
516,13820,"Birmingham-Hoover, AL Metro Area",Bus,2008,1069,710,1779,0,
517,13820,"Birmingham-Hoover, AL Metro Area",Bus,2009,1078,708,1786,0,
518,13820,"Birmingham-Hoover, AL Metro Area",Bus,2010,1021,652,1673,0,
519,13820,"Birmingham-Hoover, AL Metro Area",Bus,2011,876,635,1511,0,
520,13820,"Birmingham-Hoover, AL Metro Area",Bus,2012,788,572,1360,0,
521,13820,"Birmingham-Hoover, AL Metro Area",Bus,2013,967,690,1657,0,
522,13820,"Birmingham-Hoover, AL Metro Area",Bus,2014,391,471,862,0,
523,13820,"Birmingham-Hoover, AL Metro Area",Bus,2015,576,792,1368,0,
524,13820,"Birmingham-Hoover, AL Metro Area",Bus,2016,1136,950,2086,0,
525,13820,"Birmingham-Hoover, AL Metro Area",Bus,2017,749,608,1357,0,
526,13820,"Birmingham-Hoover, AL Metro Area",Bus,2018,350,257,607,0,
527,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",Bus,2002,0,0,0,1,Not reported
528,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",Bus,2003,0,0,0,1,Not reported
529,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",Bus,2004,0,0,0,1,Not reported
530,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",Bus,2005,3,17,20,1,Under-reported
531,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",Bus,2006,10,4,14,1,Under-reported
532,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",Bus,2007,8,25,33,1,Under-reported
533,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",Bus,2008,13,18,31,1,Under-reported
534,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",Bus,2009,94,146,240,0,
535,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",Bus,2010,131,116,247,0,
536,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",Bus,2011,188,91,279,0,
537,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",Bus,2012,127,153,280,0,
538,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",Bus,2013,205,38,243,0,
539,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",Bus,2014,168,53,221,0,
540,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",Bus,2015,120,82,202,0,
541,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",Bus,2016,136,76,212,0,
542,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",Bus,2017,155,118,273,0,
543,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",Bus,2018,173,139,312,0,
544,14020,"Bloomington, IN Metro Area",Bus,2002,102,0,102,1,Other not reported
545,14020,"Bloomington, IN Metro Area",Bus,2003,123,210,333,0,
546,14020,"Bloomington, IN Metro Area",Bus,2004,116,190,306,0,
547,14020,"Bloomington, IN Metro Area",Bus,2005,171,160,331,0,
548,14020,"Bloomington, IN Metro Area",Bus,2006,124,134,258,0,
549,14020,"Bloomington, IN Metro Area",Bus,2007,105,78,183,0,
550,14020,"Bloomington, IN Metro Area",Bus,2008,125,96,221,0,
551,14020,"Bloomington, IN Metro Area",Bus,2009,153,93,246,0,
552,14020,"Bloomington, IN Metro Area",Bus,2010,181,119,300,0,
553,14020,"Bloomington, IN Metro Area",Bus,2011,184,126,310,0,
554,14020,"Bloomington, IN Metro Area",Bus,2012,204,151,355,0,
555,14020,"Bloomington, IN Metro Area",Bus,2013,222,88,310,0,
556,14020,"Bloomington, IN Metro Area",Bus,2014,181,94,275,0,
557,14020,"Bloomington, IN Metro Area",Bus,2015,122,102,224,0,
558,14020,"Bloomington, IN Metro Area",Bus,2016,151,125,276,0,
559,14020,"Bloomington, IN Metro Area",Bus,2017,162,93,255,0,
560,14020,"Bloomington, IN Metro Area",Bus,2018,116,40,156,0,
561,14060,"Bloomington-Normal, IL Metro Area",Bus,2002,87,372,459,0,
562,14060,"Bloomington-Normal, IL Metro Area",Bus,2003,95,437,532,0,
563,14060,"Bloomington-Normal, IL Metro Area",Bus,2004,144,557,701,0,
564,14060,"Bloomington-Normal, IL Metro Area",Bus,2005,190,277,467,0,
565,14060,"Bloomington-Normal, IL Metro Area",Bus,2006,180,391,571,0,
566,14060,"Bloomington-Normal, IL Metro Area",Bus,2007,191,258,449,0,
567,14060,"Bloomington-Normal, IL Metro Area",Bus,2008,153,303,456,0,
568,14060,"Bloomington-Normal, IL Metro Area",Bus,2009,199,259,458,0,
569,14060,"Bloomington-Normal, IL Metro Area",Bus,2010,143,240,383,0,
570,14060,"Bloomington-Normal, IL Metro Area",Bus,2011,21,229,250,0,
571,14060,"Bloomington-Normal, IL Metro Area",Bus,2012,26,226,252,0,
572,14060,"Bloomington-Normal, IL Metro Area",Bus,2013,31,187,218,0,
573,14060,"Bloomington-Normal, IL Metro Area",Bus,2014,38,208,246,0,
574,14060,"Bloomington-Normal, IL Metro Area",Bus,2015,29,273,302,0,
575,14060,"Bloomington-Normal, IL Metro Area",Bus,2016,45,300,345,0,
576,14060,"Bloomington-Normal, IL Metro Area",Bus,2017,43,399,442,0,
577,14060,"Bloomington-Normal, IL Metro Area",Bus,2018,65,355,420,0,
578,14260,"Boise City-Nampa, ID Metro Area",Bus,2002,309,292,601,0,
579,14260,"Boise City-Nampa, ID Metro Area",Bus,2003,209,130,339,0,
580,14260,"Boise City-Nampa, ID Metro Area",Bus,2004,195,58,253,0,
581,14260,"Boise City-Nampa, ID Metro Area",Bus,2005,124,131,255,0,
582,14260,"Boise City-Nampa, ID Metro Area",Bus,2006,320,104,424,0,
583,14260,"Boise City-Nampa, ID Metro Area",Bus,2007,164,124,288,0,
584,14260,"Boise City-Nampa, ID Metro Area",Bus,2008,135,277,412,0,
585,14260,"Boise City-Nampa, ID Metro Area",Bus,2009,94,40,134,0,
586,14260,"Boise City-Nampa, ID Metro Area",Bus,2010,100,73,173,0,
587,14260,"Boise City-Nampa, ID Metro Area",Bus,2011,215,29,244,0,
588,14260,"Boise City-Nampa, ID Metro Area",Bus,2012,97,38,135,0,
589,14260,"Boise City-Nampa, ID Metro Area",Bus,2013,92,22,114,0,
590,14260,"Boise City-Nampa, ID Metro Area",Bus,2014,87,16,103,0,
591,14260,"Boise City-Nampa, ID Metro Area",Bus,2015,77,32,109,0,
592,14260,"Boise City-Nampa, ID Metro Area",Bus,2016,94,15,109,0,
593,14260,"Boise City-Nampa, ID Metro Area",Bus,2017,101,26,127,0,
594,14260,"Boise City-Nampa, ID Metro Area",Bus,2018,30,59,89,0,
629,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Bus,2002,1840,3597,5437,0,
3298,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Bus,2002,0,0,0,0,
630,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Bus,2003,2046,3864,5910,0,
3300,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Bus,2003,0,0,0,0,
631,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Bus,2004,1753,1830,3583,0,
3302,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Bus,2004,0,0,0,0,
632,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Bus,2005,6333,244,6577,0,
3304,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Bus,2005,0,0,0,0,
633,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Bus,2006,8119,326,8445,0,
3306,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Bus,2006,0,0,0,0,
634,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Bus,2007,4146,349,4495,0,
3308,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Bus,2007,21,14,35,0,
635,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Bus,2008,2577,334,2911,0,
3310,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Bus,2008,17,16,33,0,
636,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Bus,2009,2932,427,3359,0,
3312,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Bus,2009,26,0,26,0,
637,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Bus,2010,2952,429,3381,0,
3314,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Bus,2010,21,5,26,0,
638,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Bus,2011,2594,959,3553,0,
3316,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Bus,2011,20,0,20,0,
639,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Bus,2012,1929,650,2579,0,
3318,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Bus,2012,20,0,20,0,
640,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Bus,2013,1415,510,1925,0,
3320,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Bus,2013,32,24,56,0,
641,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Bus,2014,1720,408,2128,0,
3322,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Bus,2014,51,28,79,0,
642,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Bus,2015,1588,463,2051,0,
3324,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Bus,2015,52,27,79,0,
643,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Bus,2016,1365,423,1788,0,
3326,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Bus,2016,50,26,76,0,
644,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Bus,2017,1788,558,2346,0,
3328,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Bus,2017,54,31,85,0,
645,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Bus,2018,881,317,1198,0,
3330,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Bus,2018,42,22,64,0,
646,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Rail,2002,1962,385,2347,0,
647,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Rail,2003,2291,924,3215,0,
648,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Rail,2004,3134,817,3951,0,
649,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Rail,2005,2234,1004,3238,0,
650,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Rail,2006,1757,1185,2942,0,
651,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Rail,2007,1639,1006,2645,0,
652,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Rail,2008,1539,59,1598,0,
653,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Rail,2009,2542,665,3207,0,
654,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Rail,2010,2932,283,3215,0,
655,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Rail,2011,2508,231,2739,0,
656,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Rail,2012,2181,193,2374,0,
657,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Rail,2013,1775,149,1924,0,
658,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Rail,2014,1674,142,1816,0,
659,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Rail,2015,2099,220,2319,0,
660,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Rail,2016,1795,148,1943,0,
661,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Rail,2017,1496,145,1641,0,
662,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",Rail,2018,1287,142,1429,0,
663,14740,"Bremerton-Silverdale, WA Metro Area",Bus,2002,92,53,145,0,
664,14740,"Bremerton-Silverdale, WA Metro Area",Bus,2003,114,26,140,0,
665,14740,"Bremerton-Silverdale, WA Metro Area",Bus,2004,92,32,124,0,
666,14740,"Bremerton-Silverdale, WA Metro Area",Bus,2005,129,28,157,0,
667,14740,"Bremerton-Silverdale, WA Metro Area",Bus,2006,106,41,147,0,
668,14740,"Bremerton-Silverdale, WA Metro Area",Bus,2007,139,25,164,0,
669,14740,"Bremerton-Silverdale, WA Metro Area",Bus,2008,96,20,116,0,
670,14740,"Bremerton-Silverdale, WA Metro Area",Bus,2009,90,21,111,0,
671,14740,"Bremerton-Silverdale, WA Metro Area",Bus,2010,96,30,126,0,
672,14740,"Bremerton-Silverdale, WA Metro Area",Bus,2011,109,48,157,0,
673,14740,"Bremerton-Silverdale, WA Metro Area",Bus,2012,48,34,82,0,
674,14740,"Bremerton-Silverdale, WA Metro Area",Bus,2013,140,2,142,0,
675,14740,"Bremerton-Silverdale, WA Metro Area",Bus,2014,22,57,79,0,
676,14740,"Bremerton-Silverdale, WA Metro Area",Bus,2015,123,17,140,0,
677,14740,"Bremerton-Silverdale, WA Metro Area",Bus,2016,80,14,94,0,
678,14740,"Bremerton-Silverdale, WA Metro Area",Bus,2017,20,23,43,0,
679,14740,"Bremerton-Silverdale, WA Metro Area",Bus,2018,21,28,49,0,
680,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",Bus,2002,885,729,1614,0,
1275,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",Bus,2002,31,28,59,0,
682,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",Bus,2003,939,653,1592,0,
1276,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",Bus,2003,29,42,71,0,
684,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",Bus,2004,1058,746,1804,0,
1277,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",Bus,2004,39,41,80,0,
686,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",Bus,2005,1251,1009,2260,0,
1278,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",Bus,2005,40,35,75,0,
688,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",Bus,2006,1176,777,1953,0,
1279,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",Bus,2006,30,50,80,0,
690,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",Bus,2007,1154,711,1865,0,
1280,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",Bus,2007,12,22,34,0,
692,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",Bus,2008,1311,859,2170,0,
1281,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",Bus,2008,44,18,62,0,
694,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",Bus,2009,1572,680,2252,0,
1282,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",Bus,2009,19,36,55,0,
696,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",Bus,2010,1524,660,2184,0,
1283,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",Bus,2010,14,27,41,0,
698,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",Bus,2011,1239,652,1891,0,
1284,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",Bus,2011,24,26,50,0,
700,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",Bus,2012,1100,668,1768,0,
1285,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",Bus,2012,28,33,61,0,
702,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",Bus,2013,754,819,1573,0,
1286,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",Bus,2013,21,28,49,0,
704,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",Bus,2014,659,831,1490,0,
1287,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",Bus,2014,19,26,45,0,
706,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",Bus,2015,599,696,1295,0,
1288,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",Bus,2015,19,25,44,0,
708,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",Bus,2016,641,774,1415,0,
1289,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",Bus,2016,14,20,34,0,
710,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",Bus,2017,616,1016,1632,0,
1290,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",Bus,2017,20,21,41,0,
712,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",Bus,2018,352,1057,1409,0,
