,Id,Id2,Geography,JTW_DA,JTW_CARPOOL,JTW_TRANSIT,MEAN_TT,Year
2368,310M100US30980,30980,"Longview, TX Metro Area",78062,10126,819,23.7,2011
2734,310M100US30980,30980,"Longview, TX Metro Area",76470,9673,328,22.2,2012
3110,310M200US30980,30980,"Longview, TX Metro Area",78527,6846,300,21.4,2013
3491,310M200US30980,30980,"Longview, TX Metro Area",76889,9551,230,22.2,2014
3872,310M200US30980,30980,"Longview, TX Metro Area",78287,7568,35,N,2015
4254,310M300US30980,30980,"Longview, TX Metro Area",77063,7242,101,N,2016
4636,310M300US30980,30980,"Longview, TX Metro Area",77330,8739,0,N,2017
193,3100000US31020,31020,"Longview, WA Metro Area",N,N,N,N,2005
552,3100000US31020,31020,"Longview, WA Metro Area",32996,5526,153,21.7,2006
912,3100000US31020,31020,"Longview, WA Metro Area",33463,6401,0,24.3,2007
1274,3100000US31020,31020,"Longview, WA Metro Area",32286,6752,0,22.8,2008
1638,3100000US31020,31020,"Longview, WA Metro Area",32411,5349,508,22.7,2009
2003,310M100US31020,31020,"Longview, WA Metro Area",29100,5094,0,N,2010
2369,310M100US31020,31020,"Longview, WA Metro Area",30318,4275,26,N,2011
2735,310M100US31020,31020,"Longview, WA Metro Area",30698,3716,146,N,2012
3111,310M200US31020,31020,"Longview, WA Metro Area",30740,6589,47,N,2013
3492,310M200US31020,31020,"Longview, WA Metro Area",28113,5700,111,N,2014
3873,310M200US31020,31020,"Longview, WA Metro Area",34347,5320,65,N,2015
4255,310M300US31020,31020,"Longview, WA Metro Area",33398,3935,192,N,2016
4637,310M300US31020,31020,"Longview, WA Metro Area",34217,5527,55,N,2017
3112,310M200US31080,31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area",4421674,593947,348340,29.2,2013
3493,310M200US31080,31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area",4574823,595047,352911,29.3,2014
3874,310M200US31080,31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area",4700681,567715,320128,30.0,2015
4256,310M300US31080,31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area",4745625,609302,321232,30.7,2016
4638,310M300US31080,31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area",4854384,614602,306787,30.8,2017
194,3100000US31100,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",4148105,674387,317738,28.4,2005
553,3100000US31100,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",4293782,689651,358626,28.0,2006
913,3100000US31100,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",4329879,637070,356935,28.6,2007
1275,3100000US31100,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",4368849,690500,379427,28.5,2008
1639,3100000US31100,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",4274749,626905,360028,27.9,2009
2004,310M100US31100,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",4170328,609639,349016,28.1,2010
2370,310M100US31100,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",4215392,589332,355811,28.6,2011
2736,310M100US31100,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",4334502,592644,350692,28.9,2012
195,3100000US31140,31140,"Louisville, KY-IN Metro Area",466911,53602,9766,22.6,2005
554,3100000US31140,31140,"Louisville-Jefferson County, KY-IN Metro Area",470821,59295,12076,22.8,2006
914,3100000US31140,31140,"Louisville-Jefferson County, KY-IN Metro Area",480635,58852,12586,22.8,2007
1276,3100000US31140,31140,"Louisville-Jefferson County, KY-IN Metro Area",494600,59627,12683,23.1,2008
1640,3100000US31140,31140,"Louisville-Jefferson County, KY-IN Metro Area",476977,55965,13724,23.2,2009
2005,310M100US31140,31140,"Louisville/Jefferson County, KY-IN Metro Area",483935,53101,10831,24.1,2010
2371,310M100US31140,31140,"Louisville/Jefferson County, KY-IN Metro Area",494184,45256,11220,24.1,2011
2737,310M100US31140,31140,"Louisville/Jefferson County, KY-IN Metro Area",496518,55792,10684,23.7,2012
3113,310M200US31140,31140,"Louisville/Jefferson County, KY-IN Metro Area",498997,49203,10072,23.3,2013
3494,310M200US31140,31140,"Louisville/Jefferson County, KY-IN Metro Area",488568,56482,12028,23.7,2014
3875,310M200US31140,31140,"Louisville/Jefferson County, KY-IN Metro Area",501020,53519,11502,24.1,2015
4257,310M300US31140,31140,"Louisville/Jefferson County, KY-IN Metro Area",511877,51816,10928,23.9,2016
4639,310M300US31140,31140,"Louisville/Jefferson County, KY-IN Metro Area",509015,54364,12390,24.0,2017
196,3100000US31180,31180,"Lubbock, TX Metro Area",95154,11399,622,16.1,2005
555,3100000US31180,31180,"Lubbock, TX Metro Area",98889,12800,629,16.4,2006
915,3100000US31180,31180,"Lubbock, TX Metro Area",101352,14629,860,17.4,2007
1277,3100000US31180,31180,"Lubbock, TX Metro Area",111610,12204,1180,16.7,2008
1641,3100000US31180,31180,"Lubbock, TX Metro Area",103650,13907,1335,15.5,2009
2006,310M100US31180,31180,"Lubbock, TX Metro Area",107785,15240,1524,16.5,2010
2372,310M100US31180,31180,"Lubbock, TX Metro Area",114978,15652,1546,15.8,2011
2738,310M100US31180,31180,"Lubbock, TX Metro Area",113666,13641,553,16.5,2012
3114,310M200US31180,31180,"Lubbock, TX Metro Area",119941,14627,1255,16.5,2013
3495,310M200US31180,31180,"Lubbock, TX Metro Area",118989,18198,1326,17.0,2014
3876,310M200US31180,31180,"Lubbock, TX Metro Area",116393,20003,1661,18.9,2015
4258,310M300US31180,31180,"Lubbock, TX Metro Area",120013,17681,1180,17.3,2016
4640,310M300US31180,31180,"Lubbock, TX Metro Area",125214,19278,483,17.1,2017
197,3100000US31340,31340,"Lynchburg, VA Metro Area",90866,9736,855,23.5,2005
556,3100000US31340,31340,"Lynchburg, VA Metro Area",96150,12074,1464,21.7,2006
916,3100000US31340,31340,"Lynchburg, VA Metro Area",88920,11435,782,22.9,2007
1278,3100000US31340,31340,"Lynchburg, VA Metro Area",94547,12602,1097,21.5,2008
1642,3100000US31340,31340,"Lynchburg, VA Metro Area",90217,11568,1358,21.7,2009
2007,310M100US31340,31340,"Lynchburg, VA Metro Area",88552,11431,1769,21.4,2010
2373,310M100US31340,31340,"Lynchburg, VA Metro Area",91366,10221,1755,23.2,2011
2739,310M100US31340,31340,"Lynchburg, VA Metro Area",93202,11594,853,23.2,2012
3115,310M200US31340,31340,"Lynchburg, VA Metro Area",90793,13218,2047,23.4,2013
3496,310M200US31340,31340,"Lynchburg, VA Metro Area",97668,9978,1797,24.3,2014
3877,310M200US31340,31340,"Lynchburg, VA Metro Area",94392,12134,1088,23.9,2015
4259,310M300US31340,31340,"Lynchburg, VA Metro Area",96200,12489,602,23.4,2016
4641,310M300US31340,31340,"Lynchburg, VA Metro Area",97849,10040,627,23.8,2017
198,3100000US31420,31420,"Macon, GA Metro Area",77147,10895,1244,22.7,2005
557,3100000US31420,31420,"Macon, GA Metro Area",74474,9401,914,21.7,2006
917,3100000US31420,31420,"Macon, GA Metro Area",74770,9799,926,21.9,2007
1279,3100000US31420,31420,"Macon, GA Metro Area",78656,12203,1485,22.9,2008
1643,3100000US31420,31420,"Macon, GA Metro Area",81012,10165,755,22.4,2009
2008,310M100US31420,31420,"Macon, GA Metro Area",75088,5815,181,N,2010
2374,310M100US31420,31420,"Macon, GA Metro Area",71941,9496,626,22.3,2011
2740,310M100US31420,31420,"Macon, GA Metro Area",79357,8236,912,23.0,2012
3116,310M200US31420,31420,"Macon, GA Metro Area",68934,8131,553,21.6,2013
3497,310M200US31420,31420,"Macon, GA Metro Area",73594,8916,1084,23.1,2014
3878,310M200US31420,31420,"Macon, GA Metro Area",76342,7312,929,24.9,2015
4260,310M300US31420,31420,"Macon-Bibb County, GA Metro Area",73360,10230,465,23.5,2016
4642,310M300US31420,31420,"Macon-Bibb County, GA Metro Area",78168,8002,546,23.5,2017
199,3100000US31460,31460,"Madera, CA Metro Area",N,N,N,N,2005
558,3100000US31460,31460,"Madera, CA Metro Area",37742,7838,139,N,2006
918,3100000US31460,31460,"Madera, CA Metro Area",39727,10388,414,26.6,2007
1280,3100000US31460,31460,"Madera, CA Metro Area",35896,6808,135,N,2008
3117,310M200US31460,31460,"Madera, CA Metro Area",30587,6478,214,24.7,2013
3498,310M200US31460,31460,"Madera, CA Metro Area",36494,8236,0,25.4,2014
3879,310M200US31460,31460,"Madera, CA Metro Area",40836,7454,317,26.4,2015
4261,310M300US31460,31460,"Madera, CA Metro Area",41837,8534,119,25.4,2016
4643,310M300US31460,31460,"Madera, CA Metro Area",42027,9857,957,26.7,2017
1644,3100000US31460,31460,"Madera-Chowchilla, CA Metro Area",33986,6899,0,N,2009
2009,310M100US31460,31460,"Madera-Chowchilla, CA Metro Area",32373,5521,49,N,2010
2375,310M100US31460,31460,"Madera-Chowchilla, CA Metro Area",30518,5197,87,N,2011
2741,310M100US31460,31460,"Madera-Chowchilla, CA Metro Area",32730,4391,93,25.0,2012
200,3100000US31540,31540,"Madison, WI Metro Area",222385,26031,9359,20.9,2005
559,3100000US31540,31540,"Madison, WI Metro Area",227732,27449,11698,20.0,2006
919,3100000US31540,31540,"Madison, WI Metro Area",227669,33330,10037,21.1,2007
1281,3100000US31540,31540,"Madison, WI Metro Area",234425,33901,12878,21.6,2008
1645,3100000US31540,31540,"Madison, WI Metro Area",233861,27595,14300,21.1,2009
2010,310M100US31540,31540,"Madison, WI Metro Area",226721,27202,12094,21.4,2010
2376,310M100US31540,31540,"Madison, WI Metro Area",232260,26178,14052,21.6,2011
2742,310M100US31540,31540,"Madison, WI Metro Area",235190,28755,13126,21.4,2012
3118,310M200US31540,31540,"Madison, WI Metro Area",250701,29098,16873,21.7,2013
3499,310M200US31540,31540,"Madison, WI Metro Area",254602,27052,17592,21.8,2014
3880,310M200US31540,31540,"Madison, WI Metro Area",269992,25601,16160,21.5,2015
4262,310M300US31540,31540,"Madison, WI Metro Area",270405,29711,14012,21.4,2016
4644,310M300US31540,31540,"Madison, WI Metro Area",265969,32479,16297,22.0,2017
201,3100000US31700,31700,"Manchester-Nashua, NH Metro Area",176809,17329,1556,25.1,2005
560,3100000US31700,31700,"Manchester-Nashua, NH Metro Area",174146,17758,2056,24.7,2006
920,3100000US31700,31700,"Manchester-Nashua, NH Metro Area",169463,17701,1629,25.2,2007
1282,3100000US31700,31700,"Manchester-Nashua, NH Metro Area",179440,18922,2083,26.8,2008
1646,3100000US31700,31700,"Manchester-Nashua, NH Metro Area",177525,16192,1120,25.9,2009
2011,310M100US31700,31700,"Manchester-Nashua, NH Metro Area",168611,15019,2722,26.9,2010
2377,310M100US31700,31700,"Manchester-Nashua, NH Metro Area",166570,18806,1406,27.2,2011
2743,310M100US31700,31700,"Manchester-Nashua, NH Metro Area",173132,16046,1768,26.4,2012
3119,310M200US31700,31700,"Manchester-Nashua, NH Metro Area",166541,17493,2187,27.2,2013
3500,310M200US31700,31700,"Manchester-Nashua, NH Metro Area",176735,18021,1160,27.8,2014
3881,310M200US31700,31700,"Manchester-Nashua, NH Metro Area",175121,18169,2262,28.8,2015
4263,310M300US31700,31700,"Manchester-Nashua, NH Metro Area",178819,20214,1517,26.9,2016
4645,310M300US31700,31700,"Manchester-Nashua, NH Metro Area",180252,16867,2252,28.9,2017
1647,3100000US31740,31740,"Manhattan, KS Metro Area",46665,6687,79,17.0,2009
2012,310M100US31740,31740,"Manhattan, KS Metro Area",49244,5038,0,17.2,2010
2378,310M100US31740,31740,"Manhattan, KS Metro Area",48321,5894,198,17.6,2011
2744,310M100US31740,31740,"Manhattan, KS Metro Area",51369,8133,68,18.0,2012
3120,310M200US31740,31740,"Manhattan, KS Metro Area",37716,4848,185,16.2,2013
3501,310M200US31740,31740,"Manhattan, KS Metro Area",39423,4302,54,N,2014
3882,310M200US31740,31740,"Manhattan, KS Metro Area",38992,3828,447,15.8,2015
4264,310M300US31740,31740,"Manhattan, KS Metro Area",37460,5228,225,15.7,2016
4646,310M300US31740,31740,"Manhattan, KS Metro Area",38352,6743,51,N,2017
1648,3100000US31860,31860,"Mankato-North Mankato, MN Metro Area",40143,4291,784,17.7,2009
2013,310M100US31860,31860,"Mankato-North Mankato, MN Metro Area",41128,5418,13,N,2010
2379,310M100US31860,31860,"Mankato-North Mankato, MN Metro Area",43631,4121,827,16.7,2011
2745,310M100US31860,31860,"Mankato-North Mankato, MN Metro Area",41628,4751,664,17.1,2012
3121,310M200US31860,31860,"Mankato-North Mankato, MN Metro Area",42040,4736,693,16.5,2013
3502,310M200US31860,31860,"Mankato-North Mankato, MN Metro Area",44459,3172,134,17.2,2014
3883,310M200US31860,31860,"Mankato-North Mankato, MN Metro Area",43307,4304,942,17.4,2015
4265,310M300US31860,31860,"Mankato-North Mankato, MN Metro Area",42723,5587,665,17.3,2016
4647,310M300US31860,31860,"Mankato-North Mankato, MN Metro Area",45516,3808,442,19.2,2017
202,3100000US31900,31900,"Mansfield, OH Metro Area",N,N,N,N,2005
561,3100000US31900,31900,"Mansfield, OH Metro Area",42783,5269,69,19.1,2006
921,3100000US31900,31900,"Mansfield, OH Metro Area",46140,5958,177,N,2007
1283,3100000US31900,31900,"Mansfield, OH Metro Area",45011,6336,450,N,2008
1649,3100000US31900,31900,"Mansfield, OH Metro Area",48624,3612,469,N,2009
2014,310M100US31900,31900,"Mansfield, OH Metro Area",43729,3243,272,N,2010
2380,310M100US31900,31900,"Mansfield, OH Metro Area",44929,4027,347,20.5,2011
2746,310M100US31900,31900,"Mansfield, OH Metro Area",42513,3983,152,N,2012
3122,310M200US31900,31900,"Mansfield, OH Metro Area",40196,4584,381,N,2013
3503,310M200US31900,31900,"Mansfield, OH Metro Area",39214,5285,669,22.0,2014
3884,310M200US31900,31900,"Mansfield, OH Metro Area",43344,4734,431,N,2015
4266,310M300US31900,31900,"Mansfield, OH Metro Area",42290,4894,522,N,2016
4648,310M300US31900,31900,"Mansfield, OH Metro Area",43668,5018,435,21.8,2017
203,3100000US32580,32580,"McAllen-Edinburg-Mission, TX Metro Area",164661,34085,436,21.4,2005
562,3100000US32580,32580,"McAllen-Edinburg-Mission, TX Metro Area",182914,38880,1203,20.7,2006
922,3100000US32580,32580,"McAllen-Edinburg-Mission, TX Metro Area",188264,35958,771,20.7,2007
1284,3100000US32580,32580,"McAllen-Edinburg-Mission, TX Metro Area",194634,36511,1189,21.4,2008
1650,3100000US32580,32580,"McAllen-Edinburg-Mission, TX Metro Area",201057,32069,497,21.1,2009
2015,310M100US32580,32580,"McAllen-Edinburg-Mission, TX Metro Area",215561,31126,1075,20.9,2010
2381,310M100US32580,32580,"McAllen-Edinburg-Mission, TX Metro Area",219115,32081,283,22.1,2011
2747,310M100US32580,32580,"McAllen-Edinburg-Mission, TX Metro Area",220678,33139,846,21.8,2012
3123,310M200US32580,32580,"McAllen-Edinburg-Mission, TX Metro Area",233738,29425,755,21.7,2013
3504,310M200US32580,32580,"McAllen-Edinburg-Mission, TX Metro Area",236180,24413,425,22.2,2014
3885,310M200US32580,32580,"McAllen-Edinburg-Mission, TX Metro Area",239812,28844,1602,23.0,2015
4267,310M300US32580,32580,"McAllen-Edinburg-Mission, TX Metro Area",253135,23207,1295,21.6,2016
4649,310M300US32580,32580,"McAllen-Edinburg-Mission, TX Metro Area",265363,26043,588,21.3,2017
204,3100000US32780,32780,"Medford, OR Metro Area",69163,10114,587,18.2,2005
563,3100000US32780,32780,"Medford, OR Metro Area",67360,8486,1157,18.6,2006
923,3100000US32780,32780,"Medford, OR Metro Area",69004,8172,223,17.7,2007
1285,3100000US32780,32780,"Medford, OR Metro Area",67126,10848,1348,17.9,2008
1651,3100000US32780,32780,"Medford, OR Metro Area",64955,8207,673,18.5,2009
2016,310M100US32780,32780,"Medford, OR Metro Area",64334,5937,882,18.7,2010
2382,310M100US32780,32780,"Medford, OR Metro Area",62452,5657,1535,20.0,2011
2748,310M100US32780,32780,"Medford, OR Metro Area",63707,7167,1140,19.5,2012
3124,310M200US32780,32780,"Medford, OR Metro Area",63380,9079,644,19.4,2013
3505,310M200US32780,32780,"Medford, OR Metro Area",68263,7065,1554,18.2,2014
3886,310M200US32780,32780,"Medford, OR Metro Area",65136,9261,1300,19.3,2015
4268,310M300US32780,32780,"Medford, OR Metro Area",72595,9037,179,18.0,2016
4650,310M300US32780,32780,"Medford, OR Metro Area",70054,9917,317,18.1,2017
205,3100000US32820,32820,"Memphis, TN-MS-AR Metro Area",467089,58973,7804,23.5,2005
564,3100000US32820,32820,"Memphis, TN-MS-AR Metro Area",462858,60876,8602,24.0,2006
924,3100000US32820,32820,"Memphis, TN-MS-AR Metro Area",481830,56099,8027,23.2,2007
1286,3100000US32820,32820,"Memphis, TN-MS-AR Metro Area",488855,66630,7211,23.8,2008
1652,3100000US32820,32820,"Memphis, TN-MS-AR Metro Area",465100,57649,8212,23.5,2009
2017,310M100US32820,32820,"Memphis, TN-MS-AR Metro Area",472115,58246,5588,23.6,2010
2383,310M100US32820,32820,"Memphis, TN-MS-AR Metro Area",479346,58298,8979,23.8,2011
2749,310M100US32820,32820,"Memphis, TN-MS-AR Metro Area",480969,60819,7111,23.5,2012
3125,310M200US32820,32820,"Memphis, TN-MS-AR Metro Area",502487,57874,6848,24.1,2013
3506,310M200US32820,32820,"Memphis, TN-MS-AR Metro Area",506927,51215,5935,23.7,2014
3887,310M200US32820,32820,"Memphis, TN-MS-AR Metro Area",512666,53685,6483,23.8,2015
4269,310M300US32820,32820,"Memphis, TN-MS-AR Metro Area",503039,59421,6751,24.4,2016
4651,310M300US32820,32820,"Memphis, TN-MS-AR Metro Area",524928,51989,4325,24.2,2017
206,3100000US32900,32900,"Merced, CA Metro Area",67013,12877,798,22.4,2005
565,3100000US32900,32900,"Merced, CA Metro Area",66415,15338,699,23.7,2006
925,3100000US32900,32900,"Merced, CA Metro Area",65871,13177,745,26.3,2007
1287,3100000US32900,32900,"Merced, CA Metro Area",69356,12498,580,26.7,2008
1653,3100000US32900,32900,"Merced, CA Metro Area",64576,10956,161,26.9,2009
2018,310M100US32900,32900,"Merced, CA Metro Area",74317,8798,153,N,2010
2384,310M100US32900,32900,"Merced, CA Metro Area",71647,9697,469,25.1,2011
2750,310M100US32900,32900,"Merced, CA Metro Area",71568,12297,436,26.5,2012
3126,310M200US32900,32900,"Merced, CA Metro Area",70119,9029,539,27.6,2013
3507,310M200US32900,32900,"Merced, CA Metro Area",75591,13693,381,26.3,2014
3888,310M200US32900,32900,"Merced, CA Metro Area",70356,12723,1630,25.0,2015
4270,310M300US32900,32900,"Merced, CA Metro Area",77193,8048,1831,27.8,2016
4652,310M300US32900,32900,"Merced, CA Metro Area",81380,7632,903,27.2,2017
207,3100000US33100,33100,"Miami-Fort Lauderdale-Miami Beach, FL Metro Area",1874105,245353,84528,28.5,2005
566,3100000US33100,33100,"Miami-Fort Lauderdale-Miami Beach, FL Metro Area",1950964,252290,97166,28.3,2006
926,3100000US33100,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",1950554,243361,91279,27.8,2007
1288,3100000US33100,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",1969989,248805,93654,27.7,2008
1654,3100000US33100,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",1901379,255235,85771,26.7,2009
2019,310M100US33100,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",1917154,229535,84567,27.0,2010
2385,310M100US33100,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",1969030,242339,95536,27.4,2011
2751,310M100US33100,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2005728,246379,107483,28.0,2012
3127,310M200US33100,33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",2050657,253018,107324,27.7,2013
3508,310M200US33100,33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",2166457,244729,102859,28.1,2014
3889,310M200US33100,33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",2199580,246096,106792,29.1,2015
4271,310M300US33100,33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",2224100,267117,107414,29.6,2016
4653,310M300US33100,33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",2283192,260823,90397,29.9,2017
208,3100000US33140,33140,"Michigan City-La Porte, IN Metro Area",N,N,N,N,2005
567,3100000US33140,33140,"Michigan City-La Porte, IN Metro Area",43133,4260,672,20.9,2006
927,3100000US33140,33140,"Michigan City-La Porte, IN Metro Area",40128,4216,404,N,2007
1289,3100000US33140,33140,"Michigan City-La Porte, IN Metro Area",42202,4600,265,N,2008
1655,3100000US33140,33140,"Michigan City-La Porte, IN Metro Area",41018,3185,714,20.8,2009
2020,310M100US33140,33140,"Michigan City-La Porte, IN Metro Area",38679,4355,283,23.2,2010
2386,310M100US33140,33140,"Michigan City-La Porte, IN Metro Area",40007,2751,297,22.8,2011
2752,310M100US33140,33140,"Michigan City-La Porte, IN Metro Area",39030,2839,682,24.1,2012
3128,310M200US33140,33140,"Michigan City-La Porte, IN Metro Area",39657,4380,549,21.9,2013
3509,310M200US33140,33140,"Michigan City-La Porte, IN Metro Area",39914,3130,339,21.9,2014
3890,310M200US33140,33140,"Michigan City-La Porte, IN Metro Area",37178,4066,716,22.3,2015
4272,310M300US33140,33140,"Michigan City-La Porte, IN Metro Area",39536,3783,184,N,2016
4654,310M300US33140,33140,"Michigan City-La Porte, IN Metro Area",36462,4232,443,21.9,2017
3129,310M200US33220,33220,"Midland, MI Metro Area",30367,2838,31,N,2013
3510,310M200US33220,33220,"Midland, MI Metro Area",32461,2910,382,20.9,2014
3891,310M200US33220,33220,"Midland, MI Metro Area",32227,2736,236,20.7,2015
4273,310M300US33220,33220,"Midland, MI Metro Area",32305,3392,690,N,2016
4655,310M300US33220,33220,"Midland, MI Metro Area",31578,2384,526,N,2017
209,3100000US33260,33260,"Midland, TX Metro Area",N,N,N,N,2005
568,3100000US33260,33260,"Midland, TX Metro Area",49745,7632,158,N,2006
928,3100000US33260,33260,"Midland, TX Metro Area",47414,8171,285,N,2007
1290,3100000US33260,33260,"Midland, TX Metro Area",54754,7766,142,N,2008
1656,3100000US33260,33260,"Midland, TX Metro Area",52673,7108,87,N,2009
2021,310M100US33260,33260,"Midland, TX Metro Area",54968,6438,167,N,2010
2387,310M100US33260,33260,"Midland, TX Metro Area",57311,6029,163,20.4,2011
2753,310M100US33260,33260,"Midland, TX Metro Area",59606,8795,106,N,2012
3130,310M200US33260,33260,"Midland, TX Metro Area",64515,7793,348,N,2013
3511,310M200US33260,33260,"Midland, TX Metro Area",74263,7299,141,N,2014
3892,310M200US33260,33260,"Midland, TX Metro Area",72918,8636,49,N,2015
4274,310M300US33260,33260,"Midland, TX Metro Area",68624,7854,233,18.1,2016
4656,310M300US33260,33260,"Midland, TX Metro Area",69479,6781,241,N,2017
210,3100000US33340,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",571487,56891,21096,21.3,2005
569,3100000US33340,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",592353,62428,32035,21.9,2006
929,3100000US33340,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",603085,63775,26927,22.2,2007
1291,3100000US33340,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",625801,70616,28773,22.4,2008
1657,3100000US33340,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",594752,69721,27437,22.1,2009
2022,310M100US33340,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",587382,68286,24979,22.2,2010
2388,310M100US33340,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",581688,66943,29376,22.9,2011
2754,310M100US33340,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",600697,64589,27585,23.1,2012
3131,310M200US33340,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",609093,58371,27556,23.5,2013
3512,310M200US33340,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",618325,64201,27151,23.0,2014
3893,310M200US33340,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",628188,61768,30062,23.1,2015
4275,310M300US33340,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",625993,63560,27788,22.7,2016
4657,310M300US33340,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",634667,55658,24916,23.2,2017
211,3100000US33460,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1295495,147826,64322,24.1,2005
570,3100000US33460,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1316156,146170,68403,23.9,2006
930,3100000US33460,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1317770,148845,71262,24.3,2007
1292,3100000US33460,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1370504,150462,83174,24.4,2008
1658,3100000US33460,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1319361,148660,78837,24.3,2009
2023,310M100US33460,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1306255,132070,80172,24.8,2010
2389,310M100US33460,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1327193,149594,79543,24.9,2011
2755,310M100US33460,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1364328,149293,75793,24.9,2012
3132,310M200US33460,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1419670,146750,84118,25.1,2013
3513,310M200US33460,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1428952,158315,89198,25.3,2014
3894,310M200US33460,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1462184,149567,89241,25.4,2015
4276,310M300US33460,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1475651,154477,89439,25.3,2016
4658,310M300US33460,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1501692,155371,93449,25.6,2017
212,3100000US33540,33540,"Missoula, MT Metro Area",N,N,N,N,2005
571,3100000US33540,33540,"Missoula, MT Metro Area",36488,4468,1286,19.1,2006
931,3100000US33540,33540,"Missoula, MT Metro Area",40575,4530,867,16.9,2007
1293,3100000US33540,33540,"Missoula, MT Metro Area",38230,4921,980,17.5,2008
1659,3100000US33540,33540,"Missoula, MT Metro Area",39693,5075,1901,15.8,2009
2024,310M100US33540,33540,"Missoula, MT Metro Area",41152,4795,1168,18.0,2010
2390,310M100US33540,33540,"Missoula, MT Metro Area",41155,5540,900,16.0,2011
2756,310M100US33540,33540,"Missoula, MT Metro Area",41457,7525,788,16.4,2012
3133,310M200US33540,33540,"Missoula, MT Metro Area",38731,4178,555,17.3,2013
3514,310M200US33540,33540,"Missoula, MT Metro Area",42834,6392,2138,18.2,2014
3895,310M200US33540,33540,"Missoula, MT Metro Area",42735,5471,1168,19.0,2015
4277,310M300US33540,33540,"Missoula, MT Metro Area",44222,5880,1471,18.7,2016
4659,310M300US33540,33540,"Missoula, MT Metro Area",49179,4064,1138,17.2,2017
213,3100000US33660,33660,"Mobile, AL Metro Area",147158,15796,1376,24.4,2005
572,3100000US33660,33660,"Mobile, AL Metro Area",138721,20736,915,23.7,2006
932,3100000US33660,33660,"Mobile, AL Metro Area",136307,17559,366,24.0,2007
1294,3100000US33660,33660,"Mobile, AL Metro Area",148524,18017,910,24.8,2008
1660,3100000US33660,33660,"Mobile, AL Metro Area",146265,18049,608,23.7,2009
2025,310M100US33660,33660,"Mobile, AL Metro Area",138451,19923,1016,23.9,2010
2391,310M100US33660,33660,"Mobile, AL Metro Area",143837,13937,1371,23.3,2011
2757,310M100US33660,33660,"Mobile, AL Metro Area",140065,14830,705,24.1,2012
3134,310M200US33660,33660,"Mobile, AL Metro Area",142930,15016,1028,23.9,2013
3515,310M200US33660,33660,"Mobile, AL Metro Area",147405,11050,874,24.6,2014
