,UZA Name,UZA,RailBus,Year,FARE_TOTAL
11324,"Anderson, IN",330,DemandResponse,2015,50207.0
12193,"Anderson, IN",330,DemandResponse,2016,0.0
13062,"Anderson, IN",330,DemandResponse,2017,0.0
13931,"Anderson, IN",330,DemandResponse,2018,-12551.75
28,"Ann Arbor, MI",125,Bus,2002,3328934.0
897,"Ann Arbor, MI",125,Bus,2003,3857835.0
1766,"Ann Arbor, MI",125,Bus,2004,3899964.0
2635,"Ann Arbor, MI",125,Bus,2005,3782396.0
3504,"Ann Arbor, MI",125,Bus,2006,4234459.0
4373,"Ann Arbor, MI",125,Bus,2007,4532329.0
5242,"Ann Arbor, MI",125,Bus,2008,4377031.0
6111,"Ann Arbor, MI",125,Bus,2009,4601901.0
6980,"Ann Arbor, MI",125,Bus,2010,5352672.0
7849,"Ann Arbor, MI",125,Bus,2011,6137748.0
8718,"Ann Arbor, MI",125,Bus,2012,6912386.0
9587,"Ann Arbor, MI",125,Bus,2013,7165604.0
10456,"Ann Arbor, MI",125,Bus,2014,7376968.0
11325,"Ann Arbor, MI",125,Bus,2015,5285565.0
12194,"Ann Arbor, MI",125,Bus,2016,5537524.0
13063,"Ann Arbor, MI",125,Bus,2017,6011021.0
13932,"Ann Arbor, MI",125,Bus,2018,6429133.5
29,"Ann Arbor, MI",125,DemandResponse,2002,363350.0
898,"Ann Arbor, MI",125,DemandResponse,2003,449217.0
1767,"Ann Arbor, MI",125,DemandResponse,2004,473633.0
2636,"Ann Arbor, MI",125,DemandResponse,2005,349483.0
3505,"Ann Arbor, MI",125,DemandResponse,2006,420586.0
4374,"Ann Arbor, MI",125,DemandResponse,2007,456867.0
5243,"Ann Arbor, MI",125,DemandResponse,2008,481239.0
6112,"Ann Arbor, MI",125,DemandResponse,2009,513201.0
6981,"Ann Arbor, MI",125,DemandResponse,2010,546035.0
7850,"Ann Arbor, MI",125,DemandResponse,2011,571361.0
8719,"Ann Arbor, MI",125,DemandResponse,2012,684459.0
9588,"Ann Arbor, MI",125,DemandResponse,2013,986245.0
10457,"Ann Arbor, MI",125,DemandResponse,2014,669082.0
11326,"Ann Arbor, MI",125,DemandResponse,2015,1062847.0
12195,"Ann Arbor, MI",125,DemandResponse,2016,1070903.0
13064,"Ann Arbor, MI",125,DemandResponse,2017,751474.0
13933,"Ann Arbor, MI",125,DemandResponse,2018,513916.25
30,"Antioch, CA",137,Bus,2002,1428867.0
899,"Antioch, CA",137,Bus,2003,1711197.0
1768,"Antioch, CA",137,Bus,2004,1821187.0
2637,"Antioch, CA",137,Bus,2005,1884848.0
3506,"Antioch, CA",137,Bus,2006,1905776.0
4375,"Antioch, CA",137,Bus,2007,2136289.0
5244,"Antioch, CA",137,Bus,2008,2286168.0
6113,"Antioch, CA",137,Bus,2009,2224153.0
6982,"Antioch, CA",137,Bus,2010,2409482.0
7851,"Antioch, CA",137,Bus,2011,2444037.0
8720,"Antioch, CA",137,Bus,2012,2533456.0
9589,"Antioch, CA",137,Bus,2013,2957521.0
10458,"Antioch, CA",137,Bus,2014,2905847.0
11327,"Antioch, CA",137,Bus,2015,2782688.0
12196,"Antioch, CA",137,Bus,2016,2811588.0
13065,"Antioch, CA",137,Bus,2017,2612164.0
13934,"Antioch, CA",137,Bus,2018,2469821.0
31,"Antioch, CA",137,DemandResponse,2002,74078.0
900,"Antioch, CA",137,DemandResponse,2003,136050.0
1769,"Antioch, CA",137,DemandResponse,2004,128576.0
2638,"Antioch, CA",137,DemandResponse,2005,183775.0
3507,"Antioch, CA",137,DemandResponse,2006,215701.0
4376,"Antioch, CA",137,DemandResponse,2007,278102.0
5245,"Antioch, CA",137,DemandResponse,2008,341588.0
6114,"Antioch, CA",137,DemandResponse,2009,311628.0
6983,"Antioch, CA",137,DemandResponse,2010,431533.0
7852,"Antioch, CA",137,DemandResponse,2011,510137.0
8721,"Antioch, CA",137,DemandResponse,2012,449819.0
9590,"Antioch, CA",137,DemandResponse,2013,482204.0
10459,"Antioch, CA",137,DemandResponse,2014,453129.0
11328,"Antioch, CA",137,DemandResponse,2015,464002.0
12197,"Antioch, CA",137,DemandResponse,2016,461843.0
13066,"Antioch, CA",137,DemandResponse,2017,411050.0
13935,"Antioch, CA",137,DemandResponse,2018,372415.5
32,"Appleton, WI",165,Bus,2002,435571.0
901,"Appleton, WI",165,Bus,2003,516637.0
1770,"Appleton, WI",165,Bus,2004,530521.0
2639,"Appleton, WI",165,Bus,2005,603582.0
3508,"Appleton, WI",165,Bus,2006,677587.0
4377,"Appleton, WI",165,Bus,2007,677421.0
5246,"Appleton, WI",165,Bus,2008,723985.0
6115,"Appleton, WI",165,Bus,2009,839303.0
6984,"Appleton, WI",165,Bus,2010,775081.0
7853,"Appleton, WI",165,Bus,2011,855377.0
8722,"Appleton, WI",165,Bus,2012,847730.0
9591,"Appleton, WI",165,Bus,2013,864964.0
10460,"Appleton, WI",165,Bus,2014,841274.0
11329,"Appleton, WI",165,Bus,2015,814025.0
12198,"Appleton, WI",165,Bus,2016,847420.0
13067,"Appleton, WI",165,Bus,2017,788481.0
13936,"Appleton, WI",165,Bus,2018,752625.5
33,"Appleton, WI",165,DemandResponse,2002,240325.0
902,"Appleton, WI",165,DemandResponse,2003,276621.0
1771,"Appleton, WI",165,DemandResponse,2004,287831.0
2640,"Appleton, WI",165,DemandResponse,2005,283601.0
3509,"Appleton, WI",165,DemandResponse,2006,347968.0
4378,"Appleton, WI",165,DemandResponse,2007,403065.0
5247,"Appleton, WI",165,DemandResponse,2008,467602.0
6116,"Appleton, WI",165,DemandResponse,2009,551471.0
6985,"Appleton, WI",165,DemandResponse,2010,531054.0
7854,"Appleton, WI",165,DemandResponse,2011,581101.0
8723,"Appleton, WI",165,DemandResponse,2012,563171.0
9592,"Appleton, WI",165,DemandResponse,2013,607893.0
10461,"Appleton, WI",165,DemandResponse,2014,654735.0
11330,"Appleton, WI",165,DemandResponse,2015,672891.0
12199,"Appleton, WI",165,DemandResponse,2016,672185.0
13068,"Appleton, WI",165,DemandResponse,2017,781655.0
13937,"Appleton, WI",165,DemandResponse,2018,863581.0
34,"Asheville, NC",133,Bus,2002,511871.0
903,"Asheville, NC",133,Bus,2003,585574.0
1772,"Asheville, NC",133,Bus,2004,689046.0
2641,"Asheville, NC",133,Bus,2005,658909.0
3510,"Asheville, NC",133,Bus,2006,719587.0
4379,"Asheville, NC",133,Bus,2007,553763.0
5248,"Asheville, NC",133,Bus,2008,792678.0
6117,"Asheville, NC",133,Bus,2009,751551.0
6986,"Asheville, NC",133,Bus,2010,780103.0
7855,"Asheville, NC",133,Bus,2011,881129.0
8724,"Asheville, NC",133,Bus,2012,780902.0
9593,"Asheville, NC",133,Bus,2013,816197.0
10462,"Asheville, NC",133,Bus,2014,690292.0
11331,"Asheville, NC",133,Bus,2015,684205.0
12200,"Asheville, NC",133,Bus,2016,803967.0
13069,"Asheville, NC",133,Bus,2017,663495.0
13938,"Asheville, NC",133,Bus,2018,588081.5
35,"Asheville, NC",133,DemandResponse,2002,33072.0
904,"Asheville, NC",133,DemandResponse,2003,29478.0
1773,"Asheville, NC",133,DemandResponse,2004,0.0
2642,"Asheville, NC",133,DemandResponse,2005,33930.0
3511,"Asheville, NC",133,DemandResponse,2006,34973.0
4380,"Asheville, NC",133,DemandResponse,2007,32152.0
5249,"Asheville, NC",133,DemandResponse,2008,50164.0
6118,"Asheville, NC",133,DemandResponse,2009,53792.0
6987,"Asheville, NC",133,DemandResponse,2010,48572.0
7856,"Asheville, NC",133,DemandResponse,2011,49804.0
8725,"Asheville, NC",133,DemandResponse,2012,48530.0
9594,"Asheville, NC",133,DemandResponse,2013,126799.0
10463,"Asheville, NC",133,DemandResponse,2014,81325.0
11332,"Asheville, NC",133,DemandResponse,2015,81304.0
12201,"Asheville, NC",133,DemandResponse,2016,1108298.0
13070,"Asheville, NC",133,DemandResponse,2017,969935.0
13939,"Asheville, NC",133,DemandResponse,2018,1122911.25
36,"Athens-Clarke County, GA",249,Bus,2002,721799.0
905,"Athens-Clarke County, GA",249,Bus,2003,845081.0
1774,"Athens-Clarke County, GA",249,Bus,2004,630008.0
2643,"Athens-Clarke County, GA",249,Bus,2005,640597.0
3512,"Athens-Clarke County, GA",249,Bus,2006,1406257.0
4381,"Athens-Clarke County, GA",249,Bus,2007,1454451.0
5250,"Athens-Clarke County, GA",249,Bus,2008,1446636.0
6119,"Athens-Clarke County, GA",249,Bus,2009,8261125.0
6988,"Athens-Clarke County, GA",249,Bus,2010,8729688.0
7857,"Athens-Clarke County, GA",249,Bus,2011,7275987.0
8726,"Athens-Clarke County, GA",249,Bus,2012,8107528.0
9595,"Athens-Clarke County, GA",249,Bus,2013,8159936.0
10464,"Athens-Clarke County, GA",249,Bus,2014,8735897.0
11333,"Athens-Clarke County, GA",249,Bus,2015,9249440.0
12202,"Athens-Clarke County, GA",249,Bus,2016,9275847.0
13071,"Athens-Clarke County, GA",249,Bus,2017,9317080.0
13940,"Athens-Clarke County, GA",249,Bus,2018,9354606.5
37,"Athens-Clarke County, GA",249,DemandResponse,2002,22182.0
906,"Athens-Clarke County, GA",249,DemandResponse,2003,18847.0
1775,"Athens-Clarke County, GA",249,DemandResponse,2004,18689.0
2644,"Athens-Clarke County, GA",249,DemandResponse,2005,17900.0
3513,"Athens-Clarke County, GA",249,DemandResponse,2006,23460.0
4382,"Athens-Clarke County, GA",249,DemandResponse,2007,20586.0
5251,"Athens-Clarke County, GA",249,DemandResponse,2008,18870.0
6120,"Athens-Clarke County, GA",249,DemandResponse,2009,441581.0
6989,"Athens-Clarke County, GA",249,DemandResponse,2010,471236.0
7858,"Athens-Clarke County, GA",249,DemandResponse,2011,532288.0
8727,"Athens-Clarke County, GA",249,DemandResponse,2012,40885.0
9596,"Athens-Clarke County, GA",249,DemandResponse,2013,40116.0
10465,"Athens-Clarke County, GA",249,DemandResponse,2014,39691.0
11334,"Athens-Clarke County, GA",249,DemandResponse,2015,41180.0
12203,"Athens-Clarke County, GA",249,DemandResponse,2016,34118.0
13072,"Athens-Clarke County, GA",249,DemandResponse,2017,42337.0
13941,"Athens-Clarke County, GA",249,DemandResponse,2018,46735.75
38,"Atlanta, GA",9,Bus,2002,55178330.0
41,"Atlanta, GA",11,Bus,2002,0.0
907,"Atlanta, GA",9,Bus,2003,58028008.0
910,"Atlanta, GA",11,Bus,2003,0.0
1776,"Atlanta, GA",9,Bus,2004,56065039.0
1779,"Atlanta, GA",11,Bus,2004,0.0
2645,"Atlanta, GA",9,Bus,2005,58423235.0
2648,"Atlanta, GA",11,Bus,2005,0.0
3514,"Atlanta, GA",9,Bus,2006,59906520.0
3517,"Atlanta, GA",11,Bus,2006,14817.0
4383,"Atlanta, GA",9,Bus,2007,60209427.0
4386,"Atlanta, GA",11,Bus,2007,1717546.0
5252,"Atlanta, GA",9,Bus,2008,64215276.0
5255,"Atlanta, GA",11,Bus,2008,2174339.0
6121,"Atlanta, GA",9,Bus,2009,68288987.0
6124,"Atlanta, GA",11,Bus,2009,2155526.0
6990,"Atlanta, GA",9,Bus,2010,62835878.0
6993,"Atlanta, GA",11,Bus,2010,1335102.0
7859,"Atlanta, GA",9,Bus,2011,64398403.0
7862,"Atlanta, GA",11,Bus,2011,0.0
8728,"Atlanta, GA",9,Bus,2012,76487639.0
8731,"Atlanta, GA",11,Bus,2012,0.0
9597,"Atlanta, GA",9,Bus,2013,79040381.0
9600,"Atlanta, GA",11,Bus,2013,0.0
10466,"Atlanta, GA",9,Bus,2014,77042802.0
10469,"Atlanta, GA",11,Bus,2014,0.0
11335,"Atlanta, GA",9,Bus,2015,78739795.0
11338,"Atlanta, GA",11,Bus,2015,0.0
12204,"Atlanta, GA",9,Bus,2016,74384097.0
12207,"Atlanta, GA",11,Bus,2016,0.0
13073,"Atlanta, GA",9,Bus,2017,70191945.0
13076,"Atlanta, GA",11,Bus,2017,0.0
13942,"Atlanta, GA",9,Bus,2018,65958906.5
13945,"Atlanta, GA",11,Bus,2018,0.0
39,"Atlanta, GA",9,DemandResponse,2002,1264429.0
42,"Atlanta, GA",11,DemandResponse,2002,0.0
908,"Atlanta, GA",9,DemandResponse,2003,884258.0
911,"Atlanta, GA",11,DemandResponse,2003,0.0
1777,"Atlanta, GA",9,DemandResponse,2004,807691.0
1780,"Atlanta, GA",11,DemandResponse,2004,0.0
2646,"Atlanta, GA",9,DemandResponse,2005,1154704.0
2649,"Atlanta, GA",11,DemandResponse,2005,0.0
3515,"Atlanta, GA",9,DemandResponse,2006,2030282.0
3518,"Atlanta, GA",11,DemandResponse,2006,0.0
4384,"Atlanta, GA",9,DemandResponse,2007,2201308.0
4387,"Atlanta, GA",11,DemandResponse,2007,63498.0
5253,"Atlanta, GA",9,DemandResponse,2008,4074522.0
5256,"Atlanta, GA",11,DemandResponse,2008,128702.0
6122,"Atlanta, GA",9,DemandResponse,2009,5707845.0
6125,"Atlanta, GA",11,DemandResponse,2009,112349.0
6991,"Atlanta, GA",9,DemandResponse,2010,7309738.0
6994,"Atlanta, GA",11,DemandResponse,2010,207369.0
7860,"Atlanta, GA",9,DemandResponse,2011,8360843.0
7863,"Atlanta, GA",11,DemandResponse,2011,0.0
8729,"Atlanta, GA",9,DemandResponse,2012,9764473.0
8732,"Atlanta, GA",11,DemandResponse,2012,0.0
9598,"Atlanta, GA",9,DemandResponse,2013,10594482.0
9601,"Atlanta, GA",11,DemandResponse,2013,0.0
10467,"Atlanta, GA",9,DemandResponse,2014,6364243.0
10470,"Atlanta, GA",11,DemandResponse,2014,0.0
11336,"Atlanta, GA",9,DemandResponse,2015,5930050.0
11339,"Atlanta, GA",11,DemandResponse,2015,0.0
12205,"Atlanta, GA",9,DemandResponse,2016,5696599.0
12208,"Atlanta, GA",11,DemandResponse,2016,0.0
13074,"Atlanta, GA",9,DemandResponse,2017,7506320.0
13077,"Atlanta, GA",11,DemandResponse,2017,0.0
13943,"Atlanta, GA",9,DemandResponse,2018,8805248.0
13946,"Atlanta, GA",11,DemandResponse,2018,0.0
40,"Atlanta, GA",9,Rail,2002,47988075.0
909,"Atlanta, GA",9,Rail,2003,43286022.0
1778,"Atlanta, GA",9,Rail,2004,43614432.0
2647,"Atlanta, GA",9,Rail,2005,42744908.0
3516,"Atlanta, GA",9,Rail,2006,46073187.0
4385,"Atlanta, GA",9,Rail,2007,50462915.0
5254,"Atlanta, GA",9,Rail,2008,49242449.0
6123,"Atlanta, GA",9,Rail,2009,50298714.0
6992,"Atlanta, GA",9,Rail,2010,58775169.0
7861,"Atlanta, GA",9,Rail,2011,63563207.0
8730,"Atlanta, GA",9,Rail,2012,70440991.0
9599,"Atlanta, GA",9,Rail,2013,75606822.0
10468,"Atlanta, GA",9,Rail,2014,74914218.0
11337,"Atlanta, GA",9,Rail,2015,78182100.0
12206,"Atlanta, GA",9,Rail,2016,75900115.0
13075,"Atlanta, GA",9,Rail,2017,76573624.0
13944,"Atlanta, GA",9,Rail,2018,76508259.5
43,"Atlantic City, NJ",150,Bus,2002,0.0
912,"Atlantic City, NJ",150,Bus,2003,0.0
1781,"Atlantic City, NJ",150,Bus,2004,0.0
2650,"Atlantic City, NJ",150,Bus,2005,0.0
3519,"Atlantic City, NJ",150,Bus,2006,0.0
4388,"Atlantic City, NJ",150,Bus,2007,0.0
5257,"Atlantic City, NJ",150,Bus,2008,0.0
6126,"Atlantic City, NJ",150,Bus,2009,0.0
6995,"Atlantic City, NJ",150,Bus,2010,0.0
7864,"Atlantic City, NJ",150,Bus,2011,0.0
8733,"Atlantic City, NJ",150,Bus,2012,0.0
9602,"Atlantic City, NJ",150,Bus,2013,0.0
10471,"Atlantic City, NJ",150,Bus,2014,0.0
11340,"Atlantic City, NJ",150,Bus,2015,22728.0
12209,"Atlantic City, NJ",150,Bus,2016,31072.0
13078,"Atlantic City, NJ",150,Bus,2017,35048.0
13947,"Atlantic City, NJ",150,Bus,2018,40116.0
44,"Atlantic City, NJ",150,DemandResponse,2002,0.0
913,"Atlantic City, NJ",150,DemandResponse,2003,0.0
1782,"Atlantic City, NJ",150,DemandResponse,2004,0.0
2651,"Atlantic City, NJ",150,DemandResponse,2005,0.0
3520,"Atlantic City, NJ",150,DemandResponse,2006,0.0
4389,"Atlantic City, NJ",150,DemandResponse,2007,0.0
5258,"Atlantic City, NJ",150,DemandResponse,2008,0.0
6127,"Atlantic City, NJ",150,DemandResponse,2009,0.0
6996,"Atlantic City, NJ",150,DemandResponse,2010,0.0
7865,"Atlantic City, NJ",150,DemandResponse,2011,0.0
8734,"Atlantic City, NJ",150,DemandResponse,2012,0.0
9603,"Atlantic City, NJ",150,DemandResponse,2013,0.0
10472,"Atlantic City, NJ",150,DemandResponse,2014,16616.0
11341,"Atlantic City, NJ",150,DemandResponse,2015,0.0
12210,"Atlantic City, NJ",150,DemandResponse,2016,0.0
13079,"Atlantic City, NJ",150,DemandResponse,2017,0.0
13948,"Atlantic City, NJ",150,DemandResponse,2018,0.0
45,"Auburn, AL",374,Bus,2002,20892.0
914,"Auburn, AL",374,Bus,2003,60933.0
1783,"Auburn, AL",374,Bus,2004,26817.0
2652,"Auburn, AL",374,Bus,2005,23845.0
3521,"Auburn, AL",374,Bus,2006,38882.0
4390,"Auburn, AL",374,Bus,2007,14025.0
5259,"Auburn, AL",374,Bus,2008,10982.0
6128,"Auburn, AL",374,Bus,2009,0.0
6997,"Auburn, AL",374,Bus,2010,0.0
7866,"Auburn, AL",374,Bus,2011,0.0
8735,"Auburn, AL",374,Bus,2012,0.0
9604,"Auburn, AL",374,Bus,2013,0.0
10473,"Auburn, AL",374,Bus,2014,17019.0
11342,"Auburn, AL",374,Bus,2015,14426.0
12211,"Auburn, AL",374,Bus,2016,15622.0
13080,"Auburn, AL",374,Bus,2017,14049.0
13949,"Auburn, AL",374,Bus,2018,13168.25
46,"Auburn, AL",374,DemandResponse,2002,15451.0
915,"Auburn, AL",374,DemandResponse,2003,250215.0
1784,"Auburn, AL",374,DemandResponse,2004,260716.0
2653,"Auburn, AL",374,DemandResponse,2005,264499.0
3522,"Auburn, AL",374,DemandResponse,2006,337259.0
4391,"Auburn, AL",374,DemandResponse,2007,346258.0
5260,"Auburn, AL",374,DemandResponse,2008,349467.0
6129,"Auburn, AL",374,DemandResponse,2009,327411.0
6998,"Auburn, AL",374,DemandResponse,2010,314229.0
7867,"Auburn, AL",374,DemandResponse,2011,37779.0
8736,"Auburn, AL",374,DemandResponse,2012,23241.0
9605,"Auburn, AL",374,DemandResponse,2013,88834.0
10474,"Auburn, AL",374,DemandResponse,2014,168080.0
11343,"Auburn, AL",374,DemandResponse,2015,167428.0
12212,"Auburn, AL",374,DemandResponse,2016,123389.0
13081,"Auburn, AL",374,DemandResponse,2017,65407.0
13950,"Auburn, AL",374,DemandResponse,2018,10910.75
47,"Augusta-Richmond County, GA-SC",98,Bus,2002,626766.0
916,"Augusta-Richmond County, GA-SC",98,Bus,2003,610126.0
1785,"Augusta-Richmond County, GA-SC",98,Bus,2004,703254.0
2654,"Augusta-Richmond County, GA-SC",98,Bus,2005,640042.0
3523,"Augusta-Richmond County, GA-SC",98,Bus,2006,580381.0
4392,"Augusta-Richmond County, GA-SC",98,Bus,2007,544398.0
5261,"Augusta-Richmond County, GA-SC",98,Bus,2008,656280.0
6130,"Augusta-Richmond County, GA-SC",98,Bus,2009,617983.0
6999,"Augusta-Richmond County, GA-SC",98,Bus,2010,647642.0
7868,"Augusta-Richmond County, GA-SC",98,Bus,2011,514648.0
8737,"Augusta-Richmond County, GA-SC",98,Bus,2012,621874.0
9606,"Augusta-Richmond County, GA-SC",98,Bus,2013,619363.0
10475,"Augusta-Richmond County, GA-SC",98,Bus,2014,733183.0
11344,"Augusta-Richmond County, GA-SC",98,Bus,2015,640724.0
12213,"Augusta-Richmond County, GA-SC",98,Bus,2016,615927.0
13082,"Augusta-Richmond County, GA-SC",98,Bus,2017,608380.0
13951,"Augusta-Richmond County, GA-SC",98,Bus,2018,596520.5
48,"Augusta-Richmond County, GA-SC",98,DemandResponse,2002,22940.0
917,"Augusta-Richmond County, GA-SC",98,DemandResponse,2003,0.0
1786,"Augusta-Richmond County, GA-SC",98,DemandResponse,2004,32314.0
2655,"Augusta-Richmond County, GA-SC",98,DemandResponse,2005,37667.0
3524,"Augusta-Richmond County, GA-SC",98,DemandResponse,2006,43300.0
4393,"Augusta-Richmond County, GA-SC",98,DemandResponse,2007,40248.0
5262,"Augusta-Richmond County, GA-SC",98,DemandResponse,2008,35779.0
6131,"Augusta-Richmond County, GA-SC",98,DemandResponse,2009,50986.0
7000,"Augusta-Richmond County, GA-SC",98,DemandResponse,2010,51739.0
7869,"Augusta-Richmond County, GA-SC",98,DemandResponse,2011,53005.0
8738,"Augusta-Richmond County, GA-SC",98,DemandResponse,2012,50657.0
9607,"Augusta-Richmond County, GA-SC",98,DemandResponse,2013,47269.0
10476,"Augusta-Richmond County, GA-SC",98,DemandResponse,2014,52037.0
11345,"Augusta-Richmond County, GA-SC",98,DemandResponse,2015,60107.0
12214,"Augusta-Richmond County, GA-SC",98,DemandResponse,2016,68621.0
13083,"Augusta-Richmond County, GA-SC",98,DemandResponse,2017,60831.0
13952,"Augusta-Richmond County, GA-SC",98,DemandResponse,2018,57117.0
49,"Austin, TX",37,Bus,2002,3211768.0
918,"Austin, TX",37,Bus,2003,3035673.0
1787,"Austin, TX",37,Bus,2004,3613815.0
2656,"Austin, TX",37,Bus,2005,4274901.0
3525,"Austin, TX",37,Bus,2006,4920868.0
4394,"Austin, TX",37,Bus,2007,11015534.0
5263,"Austin, TX",37,Bus,2008,12383385.0
6132,"Austin, TX",37,Bus,2009,13168501.0
7001,"Austin, TX",37,Bus,2010,13885353.0
7870,"Austin, TX",37,Bus,2011,15498247.0
8739,"Austin, TX",37,Bus,2012,16821805.0
9608,"Austin, TX",37,Bus,2013,17358518.0
10477,"Austin, TX",37,Bus,2014,18848902.0
11346,"Austin, TX",37,Bus,2015,19759548.0
12215,"Austin, TX",37,Bus,2016,19723038.0
13084,"Austin, TX",37,Bus,2017,19210197.0
13953,"Austin, TX",37,Bus,2018,18816438.75
50,"Austin, TX",37,DemandResponse,2002,391013.0
919,"Austin, TX",37,DemandResponse,2003,733922.0
1788,"Austin, TX",37,DemandResponse,2004,644541.0
2657,"Austin, TX",37,DemandResponse,2005,531604.0
3526,"Austin, TX",37,DemandResponse,2006,611214.0
4395,"Austin, TX",37,DemandResponse,2007,682241.0
5264,"Austin, TX",37,DemandResponse,2008,673849.0
6133,"Austin, TX",37,DemandResponse,2009,980510.0
7002,"Austin, TX",37,DemandResponse,2010,1202787.0
7871,"Austin, TX",37,DemandResponse,2011,1232309.0
8740,"Austin, TX",37,DemandResponse,2012,1258477.0
9609,"Austin, TX",37,DemandResponse,2013,1142305.0
10478,"Austin, TX",37,DemandResponse,2014,1127118.0
11347,"Austin, TX",37,DemandResponse,2015,1721054.0
12216,"Austin, TX",37,DemandResponse,2016,1693653.0
13085,"Austin, TX",37,DemandResponse,2017,1852181.0
13954,"Austin, TX",37,DemandResponse,2018,1964226.75
51,"Austin, TX",37,Other,2002,0.0
920,"Austin, TX",37,Other,2003,0.0
1789,"Austin, TX",37,Other,2004,0.0
2658,"Austin, TX",37,Other,2005,0.0
3527,"Austin, TX",37,Other,2006,0.0
4396,"Austin, TX",37,Other,2007,0.0
5265,"Austin, TX",37,Other,2008,0.0
6134,"Austin, TX",37,Other,2009,0.0
7003,"Austin, TX",37,Other,2010,0.0
7872,"Austin, TX",37,Other,2011,954666.0
8741,"Austin, TX",37,Other,2012,2265523.0
9610,"Austin, TX",37,Other,2013,3358278.0
10479,"Austin, TX",37,Other,2014,3136133.0
11348,"Austin, TX",37,Other,2015,2487225.0
12217,"Austin, TX",37,Other,2016,2135825.0
13086,"Austin, TX",37,Other,2017,1974227.0
13955,"Austin, TX",37,Other,2018,1765178.5
52,"Austin, TX",37,Rail,2002,0.0
921,"Austin, TX",37,Rail,2003,0.0
1790,"Austin, TX",37,Rail,2004,0.0
2659,"Austin, TX",37,Rail,2005,0.0
3528,"Austin, TX",37,Rail,2006,0.0
4397,"Austin, TX",37,Rail,2007,0.0
5266,"Austin, TX",37,Rail,2008,0.0
6135,"Austin, TX",37,Rail,2009,0.0
7004,"Austin, TX",37,Rail,2010,31431.0
7873,"Austin, TX",37,Rail,2011,0.0
8742,"Austin, TX",37,Rail,2012,0.0
9611,"Austin, TX",37,Rail,2013,0.0
10480,"Austin, TX",37,Rail,2014,0.0
11349,"Austin, TX",37,Rail,2015,0.0
12218,"Austin, TX",37,Rail,2016,0.0
13087,"Austin, TX",37,Rail,2017,0.0
13956,"Austin, TX",37,Rail,2018,0.0
53,"Bakersfield, CA",79,Bus,2002,3711430.0
922,"Bakersfield, CA",79,Bus,2003,3647555.0
1791,"Bakersfield, CA",79,Bus,2004,3604412.0
2660,"Bakersfield, CA",79,Bus,2005,3645708.0
3529,"Bakersfield, CA",79,Bus,2006,3865138.0
4398,"Bakersfield, CA",79,Bus,2007,4106382.0
5267,"Bakersfield, CA",79,Bus,2008,4413165.0
6136,"Bakersfield, CA",79,Bus,2009,4714667.0
7005,"Bakersfield, CA",79,Bus,2010,4857638.0
7874,"Bakersfield, CA",79,Bus,2011,5151986.0
8743,"Bakersfield, CA",79,Bus,2012,5311836.0
9612,"Bakersfield, CA",79,Bus,2013,4816882.0
10481,"Bakersfield, CA",79,Bus,2014,4586294.0
11350,"Bakersfield, CA",79,Bus,2015,4070003.0
12219,"Bakersfield, CA",79,Bus,2016,4694269.0
13088,"Bakersfield, CA",79,Bus,2017,4329747.0
13957,"Bakersfield, CA",79,Bus,2018,4212422.0
54,"Bakersfield, CA",79,DemandResponse,2002,75872.0
923,"Bakersfield, CA",79,DemandResponse,2003,83542.0
1792,"Bakersfield, CA",79,DemandResponse,2004,81730.0
