,Geography,Population_Estimate,DateTime,Year
2666,"Florence, SC Metro Area",200653.0,2009-07-01,2009
2667,"Florence-Muscle Shoals, AL Metro Area",144238.0,2009-07-01,2009
2668,"Fond du Lac, WI Metro Area",100070.0,2009-07-01,2009
2669,"Fort Smith, AR-OK Metro Area",293063.0,2009-07-01,2009
2670,"Fort Wayne, IN Metro Area",414315.0,2009-07-01,2009
2671,"Fresno, CA Metro Area",915267.0,2009-07-01,2009
2672,"Gadsden, AL Metro Area",103645.0,2009-07-01,2009
2673,"Gainesville, FL Metro Area",260690.0,2009-07-01,2009
2674,"Gainesville, GA Metro Area",187743.0,2009-07-01,2009
2675,"Glens Falls, NY Metro Area",128774.0,2009-07-01,2009
2676,"Goldsboro, NC Metro Area",113811.0,2009-07-01,2009
2677,"Grand Forks, ND-MN Metro Area",97190.0,2009-07-01,2009
2678,"Grand Junction, CO Metro Area",146093.0,2009-07-01,2009
2679,"Grand Rapids-Wyoming, MI Metro Area",778009.0,2009-07-01,2009
2680,"Great Falls, MT Metro Area",82178.0,2009-07-01,2009
2681,"Green Bay, WI Metro Area",304783.0,2009-07-01,2009
2682,"Greensboro-High Point, NC Metro Area",714765.0,2009-07-01,2009
2683,"Greenville, NC Metro Area",179715.0,2009-07-01,2009
2684,"Hagerstown-Martinsburg, MD-WV Metro Area",266149.0,2009-07-01,2009
2685,"Hanford-Corcoran, CA Metro Area",148764.0,2009-07-01,2009
2686,"Harrisburg-Carlisle, PA Metro Area",536919.0,2009-07-01,2009
2687,"Harrisonburg, VA Metro Area",120271.0,2009-07-01,2009
2688,"Hartford-West Hartford-East Hartford, CT Metro Area",1195998.0,2009-07-01,2009
2689,"Hattiesburg, MS Metro Area",143093.0,2009-07-01,2009
2690,"Hickory-Lenoir-Morganton, NC Metro Area",365364.0,2009-07-01,2009
2691,"Hot Springs, AR Metro Area",98479.0,2009-07-01,2009
2692,"Huntington-Ashland, WV-KY-OH Metro Area",285624.0,2009-07-01,2009
2693,"Huntsville, AL Metro Area",406316.0,2009-07-01,2009
2694,"Idaho Falls, ID Metro Area",126131.0,2009-07-01,2009
2695,"Iowa City, IA Metro Area",152263.0,2009-07-01,2009
2696,"Ithaca, NY Metro Area",101779.0,2009-07-01,2009
2697,"Jackson, MI Metro Area",159828.0,2009-07-01,2009
2698,"Jackson, MS Metro Area",540866.0,2009-07-01,2009
2699,"Jackson, TN Metro Area",113629.0,2009-07-01,2009
2700,"Jacksonville, FL Metro Area",1328144.0,2009-07-01,2009
2701,"Jacksonville, NC Metro Area",173064.0,2009-07-01,2009
2702,"Jefferson City, MO Metro Area",147438.0,2009-07-01,2009
2703,"Johnson City, TN Metro Area",197381.0,2009-07-01,2009
2704,"Johnstown, PA Metro Area",143998.0,2009-07-01,2009
2705,"Jonesboro, AR Metro Area",120139.0,2009-07-01,2009
2706,"Joplin, MO Metro Area",174300.0,2009-07-01,2009
2707,"Kalamazoo-Portage, MI Metro Area",326634.0,2009-07-01,2009
2708,"Kansas City, MO-KS Metro Area",2067585.0,2009-07-01,2009
2709,"Kingsport-Bristol-Bristol, TN-VA Metro Area",305629.0,2009-07-01,2009
2710,"Kingston, NY Metro Area",181440.0,2009-07-01,2009
2711,"Knoxville, TN Metro Area",699247.0,2009-07-01,2009
2712,"Kokomo, IN Metro Area",98787.0,2009-07-01,2009
2713,"Lafayette, LA Metro Area",263171.0,2009-07-01,2009
2714,"Lake Charles, LA Metro Area",194138.0,2009-07-01,2009
2715,"Lake Havasu City-Kingman, AZ Metro Area",194825.0,2009-07-01,2009
2716,"Lakeland-Winter Haven, FL Metro Area",583403.0,2009-07-01,2009
2717,"Lancaster, PA Metro Area",507766.0,2009-07-01,2009
2718,"Lansing-East Lansing, MI Metro Area",453603.0,2009-07-01,2009
2719,"Laredo, TX Metro Area",241438.0,2009-07-01,2009
2720,"Las Cruces, NM Metro Area",206419.0,2009-07-01,2009
2721,"Lawrence, KS Metro Area",116383.0,2009-07-01,2009
2722,"Lawton, OK Metro Area",113228.0,2009-07-01,2009
2723,"Lebanon, PA Metro Area",130506.0,2009-07-01,2009
2724,"Lewiston, ID-WA Metro Area",60643.0,2009-07-01,2009
2725,"Lewiston-Auburn, ME Metro Area",106539.0,2009-07-01,2009
2726,"Lexington-Fayette, KY Metro Area",470849.0,2009-07-01,2009
2727,"Lima, OH Metro Area",104357.0,2009-07-01,2009
2728,"Lincoln, NE Metro Area",298012.0,2009-07-01,2009
2729,"Little Rock-North Little Rock-Conway, AR Metro Area",685488.0,2009-07-01,2009
2730,"Logan, UT-ID Metro Area",127945.0,2009-07-01,2009
2731,"Longview, TX Metro Area",206874.0,2009-07-01,2009
2732,"Longview, WA Metro Area",101966.0,2009-07-01,2009
2733,"Louisville/Jefferson County, KY-IN Metro Area",1258577.0,2009-07-01,2009
2734,"Lubbock, TX Metro Area",276659.0,2009-07-01,2009
2735,"Lynchburg, VA Metro Area",247447.0,2009-07-01,2009
2736,"Madison, WI Metro Area",570025.0,2009-07-01,2009
2737,"Manchester-Nashua, NH Metro Area",405906.0,2009-07-01,2009
2738,"Manhattan, KS Metro Area",123086.0,2009-07-01,2009
2739,"Mankato-North Mankato, MN Metro Area",93234.0,2009-07-01,2009
2740,"Mansfield, OH Metro Area",124490.0,2009-07-01,2009
2741,"McAllen-Edinburg-Mission, TX Metro Area",741152.0,2009-07-01,2009
2742,"Medford, OR Metro Area",201286.0,2009-07-01,2009
2743,"Memphis, TN-MS-AR Metro Area",1304926.0,2009-07-01,2009
2744,"Merced, CA Metro Area",245321.0,2009-07-01,2009
2745,"Michigan City-La Porte, IN Metro Area",111063.0,2009-07-01,2009
2746,"Midland, TX Metro Area",132316.0,2009-07-01,2009
2747,"Milwaukee-Waukesha-West Allis, WI Metro Area",1559667.0,2009-07-01,2009
2748,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3269814.0,2009-07-01,2009
2749,"Missoula, MT Metro Area",108623.0,2009-07-01,2009
2750,"Mobile, AL Metro Area",411721.0,2009-07-01,2009
2751,"Modesto, CA Metro Area",510385.0,2009-07-01,2009
2752,"Monroe, LA Metro Area",174086.0,2009-07-01,2009
2753,"Monroe, MI Metro Area",152721.0,2009-07-01,2009
2754,"Montgomery, AL Metro Area",366401.0,2009-07-01,2009
2755,"Morgantown, WV Metro Area",120327.0,2009-07-01,2009
2756,"Morristown, TN Metro Area",137612.0,2009-07-01,2009
2757,"Mount Vernon-Anacortes, WA Metro Area",119534.0,2009-07-01,2009
2758,"Muncie, IN Metro Area",115192.0,2009-07-01,2009
2759,"Napa, CA Metro Area",134650.0,2009-07-01,2009
2760,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1582264.0,2009-07-01,2009
2761,"New Haven-Milford, CT Metro Area",848006.0,2009-07-01,2009
2762,"Niles-Benton Harbor, MI Metro Area",160472.0,2009-07-01,2009
2763,"Norwich-New London, CT Metro Area",266830.0,2009-07-01,2009
2764,"Ocala, FL Metro Area",328547.0,2009-07-01,2009
2765,"Ocean City, NJ Metro Area",96091.0,2009-07-01,2009
2766,"Odessa, TX Metro Area",134625.0,2009-07-01,2009
2767,"Ogden-Clearfield, UT Metro Area",541569.0,2009-07-01,2009
2768,"Oklahoma City, OK Metro Area",1227278.0,2009-07-01,2009
2769,"Omaha-Council Bluffs, NE-IA Metro Area",849517.0,2009-07-01,2009
2770,"Oshkosh-Neenah, WI Metro Area",163370.0,2009-07-01,2009
2771,"Owensboro, KY Metro Area",113636.0,2009-07-01,2009
2772,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",802983.0,2009-07-01,2009
2773,"Palm Bay-Melbourne-Titusville, FL Metro Area",536357.0,2009-07-01,2009
2774,"Pensacola-Ferry Pass-Brent, FL Metro Area",455102.0,2009-07-01,2009
2775,"Peoria, IL Metro Area",375865.0,2009-07-01,2009
2776,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",5968252.0,2009-07-01,2009
2777,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4364094.0,2009-07-01,2009
2778,"Pine Bluff, AR Metro Area",100694.0,2009-07-01,2009
2779,"Pittsburgh, PA Metro Area",2354957.0,2009-07-01,2009
2780,"Pittsfield, MA Metro Area",129288.0,2009-07-01,2009
2781,"Pocatello, ID Metro Area",90273.0,2009-07-01,2009
2782,"Port St. Lucie, FL Metro Area",406296.0,2009-07-01,2009
2783,"Prescott, AZ Metro Area",215686.0,2009-07-01,2009
2784,"Provo-Orem, UT Metro Area",555551.0,2009-07-01,2009
2785,"Pueblo, CO Metro Area",157224.0,2009-07-01,2009
2786,"Punta Gorda, FL Metro Area",156952.0,2009-07-01,2009
2787,"Racine, WI Metro Area",200601.0,2009-07-01,2009
2788,"Rapid City, SD Metro Area",124766.0,2009-07-01,2009
2789,"Reading, PA Metro Area",407125.0,2009-07-01,2009
2790,"Redding, CA Metro Area",181099.0,2009-07-01,2009
2791,"Richmond, VA Metro Area",1238187.0,2009-07-01,2009
2792,"Riverside-San Bernardino-Ontario, CA Metro Area",4143113.0,2009-07-01,2009
2793,"Roanoke, VA Metro Area",300399.0,2009-07-01,2009
2794,"Rochester, MN Metro Area",185618.0,2009-07-01,2009
2795,"Rochester, NY Metro Area",1035566.0,2009-07-01,2009
2796,"Rockford, IL Metro Area",353722.0,2009-07-01,2009
2797,"Rocky Mount, NC Metro Area",146596.0,2009-07-01,2009
2798,"Rome, GA Metro Area",96250.0,2009-07-01,2009
2799,"St. Cloud, MN Metro Area",189148.0,2009-07-01,2009
2800,"St. George, UT Metro Area",137473.0,2009-07-01,2009
2801,"St. Joseph, MO-KS Metro Area",126644.0,2009-07-01,2009
2802,"St. Louis, MO-IL Metro Area",2828990.0,2009-07-01,2009
2803,"Salem, OR Metro Area",396103.0,2009-07-01,2009
2804,"Salinas, CA Metro Area",410370.0,2009-07-01,2009
2805,"Salt Lake City, UT Metro Area",1130293.0,2009-07-01,2009
2806,"San Angelo, TX Metro Area",110119.0,2009-07-01,2009
2807,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",1839700.0,2009-07-01,2009
2808,"Santa Cruz-Watsonville, CA Metro Area",256218.0,2009-07-01,2009
2809,"Santa Fe, NM Metro Area",147532.0,2009-07-01,2009
2810,"Savannah, GA Metro Area",343092.0,2009-07-01,2009
2811,"Seattle-Tacoma-Bellevue, WA Metro Area",3407848.0,2009-07-01,2009
2812,"Sebastian-Vero Beach, FL Metro Area",135167.0,2009-07-01,2009
2813,"Sheboygan, WI Metro Area",114560.0,2009-07-01,2009
2814,"Sherman-Denison, TX Metro Area",120030.0,2009-07-01,2009
2815,"Shreveport-Bossier City, LA Metro Area",391516.0,2009-07-01,2009
2816,"Sioux City, IA-NE-SD Metro Area",144360.0,2009-07-01,2009
2817,"Sioux Falls, SD Metro Area",238122.0,2009-07-01,2009
2818,"South Bend-Mishawaka, IN-MI Metro Area",317538.0,2009-07-01,2009
2819,"Spartanburg, SC Metro Area",286822.0,2009-07-01,2009
2820,"Springfield, IL Metro Area",208182.0,2009-07-01,2009
2821,"Springfield, MA Metro Area",698903.0,2009-07-01,2009
2822,"Springfield, MO Metro Area",430900.0,2009-07-01,2009
2823,"Springfield, OH Metro Area",139671.0,2009-07-01,2009
2824,"State College, PA Metro Area",146212.0,2009-07-01,2009
2825,"Sumter, SC Metro Area",104495.0,2009-07-01,2009
2826,"Syracuse, NY Metro Area",646084.0,2009-07-01,2009
2827,"Tallahassee, FL Metro Area",360013.0,2009-07-01,2009
2828,"Tampa-St. Petersburg-Clearwater, FL Metro Area",2747272.0,2009-07-01,2009
2829,"Terre Haute, IN Metro Area",169825.0,2009-07-01,2009
2830,"Toledo, OH Metro Area",672220.0,2009-07-01,2009
2831,"Topeka, KS Metro Area",230824.0,2009-07-01,2009
2832,"Tucson, AZ Metro Area",1020200.0,2009-07-01,2009
2833,"Tulsa, OK Metro Area",929015.0,2009-07-01,2009
2834,"Tuscaloosa, AL Metro Area",210839.0,2009-07-01,2009
2835,"Tyler, TX Metro Area",204665.0,2009-07-01,2009
2836,"Utica-Rome, NY Metro Area",293280.0,2009-07-01,2009
2837,"Valdosta, GA Metro Area",135804.0,2009-07-01,2009
2838,"Vallejo-Fairfield, CA Metro Area",407234.0,2009-07-01,2009
2839,"Victoria, TX Metro Area",115396.0,2009-07-01,2009
2840,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",1674498.0,2009-07-01,2009
2841,"Visalia-Porterville, CA Metro Area",429668.0,2009-07-01,2009
2842,"Waco, TX Metro Area",233378.0,2009-07-01,2009
2843,"Warner Robins, GA Metro Area",135715.0,2009-07-01,2009
2844,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",5476241.0,2009-07-01,2009
2845,"Waterloo-Cedar Falls, IA Metro Area",164913.0,2009-07-01,2009
2846,"Wausau, WI Metro Area",131612.0,2009-07-01,2009
2847,"Weirton-Steubenville, WV-OH Metro Area",120929.0,2009-07-01,2009
2848,"Wheeling, WV-OH Metro Area",144637.0,2009-07-01,2009
2849,"Wichita, KS Metro Area",612683.0,2009-07-01,2009
2850,"Wichita Falls, TX Metro Area",147421.0,2009-07-01,2009
2851,"Williamsport, PA Metro Area",116840.0,2009-07-01,2009
2852,"Wilmington, NC Metro Area",354525.0,2009-07-01,2009
2853,"Winchester, VA-WV Metro Area",123989.0,2009-07-01,2009
2854,"Winston-Salem, NC Metro Area",484921.0,2009-07-01,2009
2855,"Yakima, WA Metro Area",239054.0,2009-07-01,2009
2856,"York-Hanover, PA Metro Area",428937.0,2009-07-01,2009
2857,"Youngstown-Warren-Boardman, OH-PA Metro Area",562963.0,2009-07-01,2009
2858,"Yuba City, CA Metro Area",165539.0,2009-07-01,2009
2859,"Yuma, AZ Metro Area",196972.0,2009-07-01,2009
2860,"Abilene, TX Metro Area",165252.0,2010-04-01,2010
2861,"Akron, OH Metro Area",703200.0,2010-04-01,2010
2862,"Albany, GA Metro Area",157308.0,2010-04-01,2010
2863,"Albany-Schenectady-Troy, NY Metro Area",870716.0,2010-04-01,2010
2864,"Albuquerque, NM Metro Area",887077.0,2010-04-01,2010
2865,"Alexandria, LA Metro Area",153922.0,2010-04-01,2010
2866,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",821173.0,2010-04-01,2010
2867,"Altoona, PA Metro Area",127089.0,2010-04-01,2010
2868,"Amarillo, TX Metro Area",251933.0,2010-04-01,2010
2869,"Ames, IA Metro Area",89542.0,2010-04-01,2010
2870,"Anchorage, AK Metro Area",380821.0,2010-04-01,2010
2871,"Ann Arbor, MI Metro Area",344791.0,2010-04-01,2010
2872,"Appleton, WI Metro Area",225666.0,2010-04-01,2010
2873,"Asheville, NC Metro Area",424858.0,2010-04-01,2010
2874,"Athens-Clarke County, GA Metro Area",192541.0,2010-04-01,2010
2875,"Atlantic City-Hammonton, NJ Metro Area",274549.0,2010-04-01,2010
2876,"Auburn-Opelika, AL Metro Area",140247.0,2010-04-01,2010
2877,"Augusta-Richmond County, GA-SC Metro Area",564873.0,2010-04-01,2010
2878,"Austin-Round Rock, TX Metro Area",1716289.0,2010-04-01,2010
2879,"Bakersfield, CA Metro Area",839631.0,2010-04-01,2010
2880,"Bangor, ME Metro Area",153923.0,2010-04-01,2010
2881,"Barnstable Town, MA Metro Area",215888.0,2010-04-01,2010
2882,"Baton Rouge, LA Metro Area",802484.0,2010-04-01,2010
2883,"Battle Creek, MI Metro Area",136146.0,2010-04-01,2010
2884,"Bay City, MI Metro Area",107771.0,2010-04-01,2010
2885,"Beaumont-Port Arthur, TX Metro Area",403190.0,2010-04-01,2010
2886,"Bellingham, WA Metro Area",201140.0,2010-04-01,2010
2887,"Billings, MT Metro Area",158934.0,2010-04-01,2010
2888,"Binghamton, NY Metro Area",251725.0,2010-04-01,2010
2889,"Birmingham-Hoover, AL Metro Area",1128047.0,2010-04-01,2010
2890,"Bismarck, ND Metro Area",114778.0,2010-04-01,2010
2891,"Blacksburg-Christiansburg-Radford, VA Metro Area",178237.0,2010-04-01,2010
2892,"Bloomington, IN Metro Area",159549.0,2010-04-01,2010
2893,"Bowling Green, KY Metro Area",158599.0,2010-04-01,2010
2894,"Bremerton-Silverdale, WA Metro Area",251133.0,2010-04-01,2010
2895,"Bridgeport-Stamford-Norwalk, CT Metro Area",916829.0,2010-04-01,2010
2896,"Brownsville-Harlingen, TX Metro Area",406220.0,2010-04-01,2010
2897,"Brunswick, GA Metro Area",112370.0,2010-04-01,2010
2898,"Burlington, NC Metro Area",151131.0,2010-04-01,2010
2899,"Burlington-South Burlington, VT Metro Area",211261.0,2010-04-01,2010
2900,"Canton-Massillon, OH Metro Area",404422.0,2010-04-01,2010
2901,"Cape Coral-Fort Myers, FL Metro Area",618754.0,2010-04-01,2010
2902,"Carson City, NV Metro Area",55274.0,2010-04-01,2010
2903,"Casper, WY Metro Area",75450.0,2010-04-01,2010
2904,"Cedar Rapids, IA Metro Area",257940.0,2010-04-01,2010
2905,"Champaign-Urbana, IL Metro Area",231891.0,2010-04-01,2010
2906,"Charleston, WV Metro Area",227078.0,2010-04-01,2010
2907,"Charlottesville, VA Metro Area",218705.0,2010-04-01,2010
2908,"Chattanooga, TN-GA Metro Area",528143.0,2010-04-01,2010
2909,"Cheyenne, WY Metro Area",91738.0,2010-04-01,2010
2910,"Chico, CA Metro Area",220000.0,2010-04-01,2010
2911,"Clarksville, TN-KY Metro Area",260625.0,2010-04-01,2010
2912,"Cleveland, TN Metro Area",115788.0,2010-04-01,2010
2913,"Coeur d'Alene, ID Metro Area",138494.0,2010-04-01,2010
2914,"College Station-Bryan, TX Metro Area",228660.0,2010-04-01,2010
2915,"Colorado Springs, CO Metro Area",645613.0,2010-04-01,2010
2916,"Columbia, MO Metro Area",162642.0,2010-04-01,2010
2917,"Columbia, SC Metro Area",767598.0,2010-04-01,2010
2918,"Columbus, GA-AL Metro Area",294865.0,2010-04-01,2010
2919,"Columbus, IN Metro Area",76794.0,2010-04-01,2010
2920,"Columbus, OH Metro Area",1901974.0,2010-04-01,2010
2921,"Corpus Christi, TX Metro Area",428185.0,2010-04-01,2010
2922,"Corvallis, OR Metro Area",85579.0,2010-04-01,2010
2923,"Cumberland, MD-WV Metro Area",103299.0,2010-04-01,2010
2924,"Dallas-Fort Worth-Arlington, TX Metro Area",6426214.0,2010-04-01,2010
2925,"Dalton, GA Metro Area",142227.0,2010-04-01,2010
2926,"Danville, IL Metro Area",81625.0,2010-04-01,2010
2927,"Davenport-Moline-Rock Island, IA-IL Metro Area",379690.0,2010-04-01,2010
2928,"Dayton, OH Metro Area",799232.0,2010-04-01,2010
2929,"Decatur, AL Metro Area",153829.0,2010-04-01,2010
2930,"Decatur, IL Metro Area",110768.0,2010-04-01,2010
2931,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",590289.0,2010-04-01,2010
2932,"Des Moines-West Des Moines, IA Metro Area",569633.0,2010-04-01,2010
2933,"Dothan, AL Metro Area",145639.0,2010-04-01,2010
2934,"Dover, DE Metro Area",162310.0,2010-04-01,2010
2935,"Dubuque, IA Metro Area",93653.0,2010-04-01,2010
2936,"Duluth, MN-WI Metro Area",279771.0,2010-04-01,2010
2937,"Durham-Chapel Hill, NC Metro Area",504357.0,2010-04-01,2010
2938,"Eau Claire, WI Metro Area",161151.0,2010-04-01,2010
2939,"El Centro, CA Metro Area",174528.0,2010-04-01,2010
2940,"Elkhart-Goshen, IN Metro Area",197559.0,2010-04-01,2010
2941,"Elmira, NY Metro Area",88830.0,2010-04-01,2010
2942,"El Paso, TX Metro Area",804123.0,2010-04-01,2010
2943,"Erie, PA Metro Area",280566.0,2010-04-01,2010
2944,"Evansville, IN-KY Metro Area",311552.0,2010-04-01,2010
2945,"Fairbanks, AK Metro Area",97581.0,2010-04-01,2010
2946,"Fargo, ND-MN Metro Area",208777.0,2010-04-01,2010
2947,"Farmington, NM Metro Area",130044.0,2010-04-01,2010
2948,"Fayetteville, NC Metro Area",366383.0,2010-04-01,2010
2949,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",463204.0,2010-04-01,2010
2950,"Flagstaff, AZ Metro Area",134421.0,2010-04-01,2010
2951,"Flint, MI Metro Area",425790.0,2010-04-01,2010
2952,"Florence, SC Metro Area",205566.0,2010-04-01,2010
2953,"Florence-Muscle Shoals, AL Metro Area",147137.0,2010-04-01,2010
2954,"Fond du Lac, WI Metro Area",101633.0,2010-04-01,2010
2955,"Fort Smith, AR-OK Metro Area",280467.0,2010-04-01,2010
2956,"Fort Wayne, IN Metro Area",416257.0,2010-04-01,2010
2957,"Fresno, CA Metro Area",930450.0,2010-04-01,2010
2958,"Gadsden, AL Metro Area",104430.0,2010-04-01,2010
2959,"Gainesville, FL Metro Area",264275.0,2010-04-01,2010
2960,"Gainesville, GA Metro Area",179684.0,2010-04-01,2010
2961,"Glens Falls, NY Metro Area",128923.0,2010-04-01,2010
2962,"Goldsboro, NC Metro Area",122623.0,2010-04-01,2010
2963,"Grand Forks, ND-MN Metro Area",98461.0,2010-04-01,2010
2964,"Grand Junction, CO Metro Area",146723.0,2010-04-01,2010
2965,"Grand Rapids-Wyoming, MI Metro Area",988938.0,2010-04-01,2010
2966,"Great Falls, MT Metro Area",81327.0,2010-04-01,2010
2967,"Green Bay, WI Metro Area",306241.0,2010-04-01,2010
2968,"Greensboro-High Point, NC Metro Area",723801.0,2010-04-01,2010
2969,"Greenville, NC Metro Area",168148.0,2010-04-01,2010
2970,"Hagerstown-Martinsburg, MD-WV Metro Area",251599.0,2010-04-01,2010
2971,"Hanford-Corcoran, CA Metro Area",152982.0,2010-04-01,2010
2972,"Harrisburg-Carlisle, PA Metro Area",549475.0,2010-04-01,2010
2973,"Harrisonburg, VA Metro Area",125228.0,2010-04-01,2010
2974,"Hartford-West Hartford-East Hartford, CT Metro Area",1212381.0,2010-04-01,2010
2975,"Hattiesburg, MS Metro Area",142842.0,2010-04-01,2010
2976,"Hickory-Lenoir-Morganton, NC Metro Area",365497.0,2010-04-01,2010
2977,"Hot Springs, AR Metro Area",96024.0,2010-04-01,2010
2978,"Huntington-Ashland, WV-KY-OH Metro Area",364908.0,2010-04-01,2010
2979,"Huntsville, AL Metro Area",417593.0,2010-04-01,2010
2980,"Idaho Falls, ID Metro Area",133265.0,2010-04-01,2010
2981,"Iowa City, IA Metro Area",152586.0,2010-04-01,2010
2982,"Ithaca, NY Metro Area",101564.0,2010-04-01,2010
2983,"Jackson, MI Metro Area",160248.0,2010-04-01,2010
2984,"Jackson, MS Metro Area",567122.0,2010-04-01,2010
2985,"Jackson, TN Metro Area",130011.0,2010-04-01,2010
2986,"Jacksonville, FL Metro Area",1345596.0,2010-04-01,2010
2987,"Jacksonville, NC Metro Area",177772.0,2010-04-01,2010
2988,"Jefferson City, MO Metro Area",149807.0,2010-04-01,2010
2989,"Johnson City, TN Metro Area",198716.0,2010-04-01,2010
2990,"Johnstown, PA Metro Area",143679.0,2010-04-01,2010
2991,"Jonesboro, AR Metro Area",121026.0,2010-04-01,2010
2992,"Joplin, MO Metro Area",175518.0,2010-04-01,2010
2993,"Kalamazoo-Portage, MI Metro Area",326589.0,2010-04-01,2010
2994,"Kansas City, MO-KS Metro Area",2009342.0,2010-04-01,2010
2995,"Kingsport-Bristol-Bristol, TN-VA Metro Area",309544.0,2010-04-01,2010
2996,"Kingston, NY Metro Area",182493.0,2010-04-01,2010
2997,"Knoxville, TN Metro Area",837571.0,2010-04-01,2010
2998,"Kokomo, IN Metro Area",82752.0,2010-04-01,2010
2999,"Lafayette, LA Metro Area",466750.0,2010-04-01,2010
3000,"Lake Charles, LA Metro Area",199607.0,2010-04-01,2010
3001,"Lake Havasu City-Kingman, AZ Metro Area",200186.0,2010-04-01,2010
3002,"Lakeland-Winter Haven, FL Metro Area",602095.0,2010-04-01,2010
3003,"Lancaster, PA Metro Area",519445.0,2010-04-01,2010
3004,"Lansing-East Lansing, MI Metro Area",464036.0,2010-04-01,2010
3005,"Laredo, TX Metro Area",250304.0,2010-04-01,2010
3006,"Las Cruces, NM Metro Area",209233.0,2010-04-01,2010
3007,"Lawrence, KS Metro Area",110826.0,2010-04-01,2010
3008,"Lawton, OK Metro Area",130291.0,2010-04-01,2010
3009,"Lebanon, PA Metro Area",133568.0,2010-04-01,2010
3010,"Lewiston, ID-WA Metro Area",60888.0,2010-04-01,2010
3011,"Lewiston-Auburn, ME Metro Area",107702.0,2010-04-01,2010
3012,"Lexington-Fayette, KY Metro Area",472099.0,2010-04-01,2010
3013,"Lima, OH Metro Area",106331.0,2010-04-01,2010
3014,"Lincoln, NE Metro Area",302157.0,2010-04-01,2010
3015,"Little Rock-North Little Rock-Conway, AR Metro Area",699757.0,2010-04-01,2010
3016,"Logan, UT-ID Metro Area",125442.0,2010-04-01,2010
3017,"Longview, TX Metro Area",214369.0,2010-04-01,2010
3018,"Longview, WA Metro Area",102410.0,2010-04-01,2010
3019,"Louisville/Jefferson County, KY-IN Metro Area",1235708.0,2010-04-01,2010
3020,"Lubbock, TX Metro Area",290805.0,2010-04-01,2010
3021,"Lynchburg, VA Metro Area",252634.0,2010-04-01,2010
3022,"Madison, WI Metro Area",605435.0,2010-04-01,2010
3023,"Manchester-Nashua, NH Metro Area",400721.0,2010-04-01,2010
3024,"Manhattan, KS Metro Area",92719.0,2010-04-01,2010
3025,"Mankato-North Mankato, MN Metro Area",96740.0,2010-04-01,2010
3026,"Mansfield, OH Metro Area",124475.0,2010-04-01,2010
3027,"McAllen-Edinburg-Mission, TX Metro Area",774769.0,2010-04-01,2010
3028,"Medford, OR Metro Area",203206.0,2010-04-01,2010
3029,"Memphis, TN-MS-AR Metro Area",1324829.0,2010-04-01,2010
3030,"Merced, CA Metro Area",255793.0,2010-04-01,2010
3031,"Michigan City-La Porte, IN Metro Area",111467.0,2010-04-01,2010
3032,"Midland, TX Metro Area",141671.0,2010-04-01,2010
3033,"Milwaukee-Waukesha-West Allis, WI Metro Area",1555908.0,2010-04-01,2010
3034,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3348859.0,2010-04-01,2010
3035,"Missoula, MT Metro Area",109299.0,2010-04-01,2010
3036,"Mobile, AL Metro Area",412992.0,2010-04-01,2010
3037,"Modesto, CA Metro Area",514453.0,2010-04-01,2010
3038,"Monroe, LA Metro Area",176441.0,2010-04-01,2010
3039,"Monroe, MI Metro Area",152021.0,2010-04-01,2010
3040,"Montgomery, AL Metro Area",374536.0,2010-04-01,2010
3041,"Morgantown, WV Metro Area",129709.0,2010-04-01,2010
3042,"Morristown, TN Metro Area",113951.0,2010-04-01,2010
3043,"Mount Vernon-Anacortes, WA Metro Area",116901.0,2010-04-01,2010
3044,"Muncie, IN Metro Area",117671.0,2010-04-01,2010
3045,"Napa, CA Metro Area",136484.0,2010-04-01,2010
3046,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1670890.0,2010-04-01,2010
3047,"New Haven-Milford, CT Metro Area",862477.0,2010-04-01,2010
3048,"Niles-Benton Harbor, MI Metro Area",156813.0,2010-04-01,2010
3049,"Norwich-New London, CT Metro Area",274055.0,2010-04-01,2010
3050,"Ocala, FL Metro Area",331298.0,2010-04-01,2010
3051,"Ocean City, NJ Metro Area",97265.0,2010-04-01,2010
3052,"Odessa, TX Metro Area",137130.0,2010-04-01,2010
3053,"Ogden-Clearfield, UT Metro Area",597159.0,2010-04-01,2010
3054,"Oklahoma City, OK Metro Area",1252987.0,2010-04-01,2010
3055,"Omaha-Council Bluffs, NE-IA Metro Area",865350.0,2010-04-01,2010
3056,"Oshkosh-Neenah, WI Metro Area",166994.0,2010-04-01,2010
3057,"Owensboro, KY Metro Area",114752.0,2010-04-01,2010
3058,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",823318.0,2010-04-01,2010
