,CBSA,MNAME,TOTAL_EMPLOYMENT,JTW_DA_PCT,JTW_CARPOOLED_PCT,JTW_TRANSIT_PCT,JTW_WALK_PCT,JTW_BICYCLE_PCT,JTW_OTHER_PCT,JTW_HOME_PCT,Year
1230,26900,"Indianapolis-Carmel, IN Metro Area",846716,83.1,9.3,1.2,1.9,0.2,0.9,3.4,2008
1593,26900,"Indianapolis-Carmel, IN Metro Area",820714,83.8,8.7,1.0,1.6,0.3,0.8,3.7,2009
1958,26900,"Indianapolis-Carmel, IN Metro Area",805605,83.9,8.2,0.9,1.5,0.3,0.8,4.3,2010
2324,26900,"Indianapolis-Carmel, IN Metro Area",821316,85.2,8.0,1.2,1.7,0.3,0.6,3.0,2011
2690,26900,"Indianapolis-Carmel, IN Metro Area",853656,82.6,9.4,1.2,1.6,0.3,0.9,4.0,2012
3065,26900,"Indianapolis-Carmel-Anderson, IN Metro Area",919717,83.3,8.9,1.1,1.5,0.3,1.1,3.9,2013
3446,26900,"Indianapolis-Carmel-Anderson, IN Metro Area",937158,84.2,8.5,1.2,1.3,0.3,0.7,3.8,2014
3827,26900,"Indianapolis-Carmel-Anderson, IN Metro Area",963131,84.4,7.8,0.9,1.6,0.4,0.8,4.1,2015
4209,26900,"Indianapolis-Carmel-Anderson, IN Metro Area",983941,84.5,7.4,0.7,1.6,0.3,0.8,4.6,2016
4591,26900,"Indianapolis-Carmel-Anderson, IN Metro Area",996028,82.8,8.0,0.9,1.6,0.2,1.2,5.2,2017
151,26980,"Iowa City, IA Metro Area",74321,70.0,9.7,5.0,5.9,2.9,2.2,4.3,2005
510,26980,"Iowa City, IA Metro Area",75960,67.1,13.1,4.5,8.2,2.7,0.5,3.9,2006
869,26980,"Iowa City, IA Metro Area",80985,69.1,11.0,4.3,7.1,1.5,1.4,5.5,2007
1231,26980,"Iowa City, IA Metro Area",83281,65.2,11.8,5.8,9.4,1.3,1.7,4.9,2008
1594,26980,"Iowa City, IA Metro Area",84313,68.8,12.0,4.7,8.0,2.2,0.7,3.6,2009
1959,26980,"Iowa City, IA Metro Area",81414,68.5,9.2,5.5,8.3,2.7,1.5,4.2,2010
2325,26980,"Iowa City, IA Metro Area",85464,68.5,11.0,5.9,7.4,1.9,0.9,4.4,2011
2691,26980,"Iowa City, IA Metro Area",88005,67.8,10.1,5.3,9.6,1.9,1.5,3.9,2012
3066,26980,"Iowa City, IA Metro Area",88348,65.3,8.1,6.9,11.1,2.2,2.2,4.3,2013
3447,26980,"Iowa City, IA Metro Area",85835,70.6,8.3,4.4,7.7,2.5,1.3,5.1,2014
3828,26980,"Iowa City, IA Metro Area",92220,69.7,9.5,6.6,7.2,2.6,1.5,2.9,2015
4210,26980,"Iowa City, IA Metro Area",90765,68.2,8.6,5.0,9.9,1.6,1.3,5.4,2016
4592,26980,"Iowa City, IA Metro Area",94351,70.7,10.6,3.2,8.7,1.4,1.0,4.3,2017
152,27060,"Ithaca, NY Metro Area",43972,62.7,11.6,5.4,11.7,2.1,1.5,5.0,2005
511,27060,"Ithaca, NY Metro Area",48523,55.4,10.8,6.4,18.8,2.5,1.2,4.9,2006
870,27060,"Ithaca, NY Metro Area",49587,58.2,10.3,7.4,15.7,1.7,1.3,5.4,2007
1232,27060,"Ithaca, NY Metro Area",53093,51.8,14.4,6.3,17.0,1.3,0.4,8.8,2008
1595,27060,"Ithaca, NY Metro Area",49055,56.7,14.5,6.9,14.1,0.7,0.7,6.4,2009
1960,27060,"Ithaca, NY Metro Area",47051,57.6,8.3,8.9,16.5,1.0,1.2,6.5,2010
2326,27060,"Ithaca, NY Metro Area",48381,59.7,10.8,5.0,15.4,0.8,1.2,6.9,2011
2692,27060,"Ithaca, NY Metro Area",45677,62.5,8.4,6.4,13.6,2.6,0.2,6.2,2012
3067,27060,"Ithaca, NY Metro Area",49707,60.3,8.4,7.4,17.5,0.9,0.4,5.2,2013
3448,27060,"Ithaca, NY Metro Area",46803,67.8,8.3,5.5,12.4,1.5,0.8,3.7,2014
3829,27060,"Ithaca, NY Metro Area",48532,60.4,10.2,5.9,13.9,1.5,0.6,7.5,2015
4211,27060,"Ithaca, NY Metro Area",50200,62.5,8.9,6.5,14.0,2.0,0.5,5.6,2016
4593,27060,"Ithaca, NY Metro Area",49534,57.8,10.7,6.6,12.5,2.1,0.7,9.7,2017
153,27100,"Jackson, MI Metro Area",68429,84.1,10.3,0.2,1.1,0.1,1.3,2.9,2005
512,27100,"Jackson, MI Metro Area",67163,84.9,9.0,0.3,1.6,0.1,0.6,3.5,2006
871,27100,"Jackson, MI Metro Area",67112,86.2,7.0,0.4,2.1,0.0,0.8,3.4,2007
1233,27100,"Jackson, MI Metro Area",69054,83.0,9.8,1.4,1.7,0.5,0.6,3.0,2008
1596,27100,"Jackson, MI Metro Area",66579,83.4,10.6,0.3,1.6,0.4,1.1,2.6,2009
1961,27100,"Jackson, MI Metro Area",61645,85.0,9.1,0.3,1.2,0.3,0.8,3.4,2010
2327,27100,"Jackson, MI Metro Area",61929,84.4,9.5,0.2,2.3,0.6,0.8,2.3,2011
2693,27100,"Jackson, MI Metro Area",63544,80.2,11.8,0.9,2.3,0.7,1.0,3.1,2012
3068,27100,"Jackson, MI Metro Area",64888,80.6,10.8,0.5,2.5,0.5,1.2,3.9,2013
3449,27100,"Jackson, MI Metro Area",65801,84.5,8.8,0.3,1.6,0.2,0.4,4.2,2014
3830,27100,"Jackson, MI Metro Area",64125,82.9,10.4,0.4,2.6,0.3,1.0,2.4,2015
4212,27100,"Jackson, MI Metro Area",66887,81.7,11.5,0.8,2.2,0.2,0.5,3.1,2016
4594,27100,"Jackson, MI Metro Area",70609,87.0,6.0,0.1,1.9,0.1,1.3,3.6,2017
154,27140,"Jackson, MS Metro Area",227108,85.4,10.0,0.3,0.9,0.1,1.1,2.3,2005
513,27140,"Jackson, MS Metro Area",241610,84.6,10.5,0.2,1.2,0.1,1.1,2.2,2006
872,27140,"Jackson, MS Metro Area",238691,84.2,9.9,0.4,1.1,0.1,1.6,2.7,2007
1234,27140,"Jackson, MS Metro Area",244453,82.9,10.2,0.8,1.1,0.2,1.2,3.7,2008
1597,27140,"Jackson, MS Metro Area",233794,84.8,9.6,0.3,1.5,0.0,0.7,3.0,2009
1962,27140,"Jackson, MS Metro Area",234260,85.6,8.6,0.3,1.4,0.0,1.1,3.1,2010
2328,27140,"Jackson, MS Metro Area",234948,86.1,8.4,0.3,1.0,0.1,1.3,2.8,2011
2694,27140,"Jackson, MS Metro Area",232289,85.5,10.1,0.3,0.9,0.2,0.7,2.3,2012
3069,27140,"Jackson, MS Metro Area",245865,85.9,8.8,0.4,1.0,0.1,1.6,2.2,2013
3450,27140,"Jackson, MS Metro Area",251097,86.6,8.6,0.3,1.0,0.1,1.1,2.3,2014
3831,27140,"Jackson, MS Metro Area",251713,87.8,8.0,0.4,1.1,0.0,0.6,2.1,2015
4213,27140,"Jackson, MS Metro Area",256973,84.5,11.4,0.2,1.2,0.1,0.6,1.9,2016
4595,27140,"Jackson, MS Metro Area",259217,86.3,9.6,0.3,0.9,0.0,0.8,2.1,2017
155,27180,"Jackson, TN Metro Area",48413,85.2,9.1,1.1,1.6,0.1,0.4,2.5,2005
514,27180,"Jackson, TN Metro Area",N,N,N,N,N,N,N,N,2006
873,27180,"Jackson, TN Metro Area",50514,86.4,7.8,0.8,2.7,0.1,0.7,1.4,2007
1235,27180,"Jackson, TN Metro Area",52041,85.6,8.7,0.9,0.7,0.0,1.6,2.6,2008
1598,27180,"Jackson, TN Metro Area",N,N,N,N,N,N,N,N,2009
1963,27180,"Jackson, TN Metro Area",46727,82.8,9.0,1.2,0.8,0.2,1.2,4.7,2010
2329,27180,"Jackson, TN Metro Area",46432,84.9,5.8,0.6,0.8,0.4,0.8,6.7,2011
2695,27180,"Jackson, TN Metro Area",48890,85.4,7.1,0.3,1.5,0.1,1.8,3.9,2012
3070,27180,"Jackson, TN Metro Area",53635,85.3,6.0,0.8,0.9,0.4,1.9,4.8,2013
3451,27180,"Jackson, TN Metro Area",55032,86.0,6.6,1.2,1.9,0.1,1.8,2.3,2014
3832,27180,"Jackson, TN Metro Area",58982,86.6,6.9,0.6,0.8,0.0,3.0,2.1,2015
4214,27180,"Jackson, TN Metro Area",52338,88.1,4.3,0.1,0.8,0.0,2.7,4.0,2016
4596,27180,"Jackson, TN Metro Area",55091,85.3,10.1,1.0,1.0,0.0,0.7,1.9,2017
156,27260,"Jacksonville, FL Metro Area",574334,81.9,10.9,1.1,1.6,0.3,1.4,2.8,2005
515,27260,"Jacksonville, FL Metro Area",609211,79.6,12.0,1.2,1.8,0.5,1.1,3.7,2006
874,27260,"Jacksonville, FL Metro Area",613741,82.5,10.0,1.1,1.3,0.4,1.5,3.3,2007
1236,27260,"Jacksonville, FL Metro Area",642355,81.2,10.0,1.2,1.7,0.7,1.3,3.8,2008
1599,27260,"Jacksonville, FL Metro Area",615349,79.7,11.3,1.2,1.6,0.6,1.6,4.0,2009
1964,27260,"Jacksonville, FL Metro Area",605582,82.5,8.9,1.0,1.4,0.5,1.2,4.5,2010
2330,27260,"Jacksonville, FL Metro Area",605274,80.6,10.1,1.5,1.1,0.4,1.3,4.9,2011
2696,27260,"Jacksonville, FL Metro Area",606280,80.7,9.9,1.3,1.3,0.7,1.3,4.7,2012
3071,27260,"Jacksonville, FL Metro Area",629568,81.7,9.1,1.1,1.2,0.5,1.4,5.0,2013
3452,27260,"Jacksonville, FL Metro Area",640484,80.4,9.7,1.2,1.2,0.6,1.7,5.2,2014
3833,27260,"Jacksonville, FL Metro Area",667316,82.4,8.7,1.4,1.2,0.6,1.5,4.3,2015
4215,27260,"Jacksonville, FL Metro Area",700891,81.0,7.7,1.7,2.0,0.6,1.4,5.7,2016
4597,27260,"Jacksonville, FL Metro Area",709049,80.3,8.5,1.1,1.8,0.5,1.7,6.1,2017
157,27340,"Jacksonville, NC Metro Area",50383,79.8,14.0,0.1,1.1,0.0,1.1,4.0,2005
516,27340,"Jacksonville, NC Metro Area",76437,63.8,19.2,0.3,8.9,0.2,2.4,5.2,2006
875,27340,"Jacksonville, NC Metro Area",79757,59.3,14.5,0.5,9.4,0.3,1.5,14.6,2007
1237,27340,"Jacksonville, NC Metro Area",86730,64.8,15.2,0.2,6.8,0.8,2.1,10.2,2008
1600,27340,"Jacksonville, NC Metro Area",92451,59.9,15.7,0.0,6.9,0.5,2.0,15.1,2009
1965,27340,"Jacksonville, NC Metro Area",86807,72.6,14.6,0.8,6.0,0.1,0.7,5.2,2010
2331,27340,"Jacksonville, NC Metro Area",90289,73.1,11.6,0.2,4.9,0.0,1.1,9.1,2011
2697,27340,"Jacksonville, NC Metro Area",84114,70.1,14.0,0.1,6.4,0.4,1.8,7.3,2012
3072,27340,"Jacksonville, NC Metro Area",90637,76.0,11.8,0.3,4.6,0.1,1.7,5.5,2013
3453,27340,"Jacksonville, NC Metro Area",92006,73.5,13.7,0.2,6.6,0.5,0.8,4.7,2014
3834,27340,"Jacksonville, NC Metro Area",90240,74.0,11.7,0.0,7.0,0.6,1.5,5.2,2015
4216,27340,"Jacksonville, NC Metro Area",90699,75.1,13.6,0.2,6.6,0.7,1.2,2.6,2016
4598,27340,"Jacksonville, NC Metro Area",97322,71.0,12.0,1.2,8.6,0.3,2.0,4.8,2017
158,27500,"Janesville, WI Metro Area",74223,85.7,8.4,0.1,2.3,0.4,0.7,2.4,2005
517,27500,"Janesville, WI Metro Area",77876,84.5,8.7,0.8,2.6,0.3,0.6,2.6,2006
876,27500,"Janesville, WI Metro Area",77627,81.5,11.4,0.5,2.4,0.1,0.5,3.6,2007
1238,27500,"Janesville, WI Metro Area",78012,82.4,9.3,0.5,2.5,0.2,1.5,3.7,2008
1601,27500,"Janesville, WI Metro Area",74890,79.2,12.6,0.7,2.4,0.5,0.5,4.1,2009
1966,27500,"Janesville, WI Metro Area",74936,80.6,9.5,1.0,3.7,0.3,0.6,4.3,2010
2332,27500,"Janesville, WI Metro Area",72970,81.2,10.8,0.4,2.1,0.4,0.9,4.2,2011
2698,27500,"Janesville, WI Metro Area",71026,80.4,11.9,0.5,1.7,0.2,0.6,4.8,2012
3073,27500,"Janesville-Beloit, WI Metro Area",73141,81.9,9.5,0.6,1.8,0.3,1.4,4.5,2013
3454,27500,"Janesville-Beloit, WI Metro Area",77879,82.6,9.7,0.9,2.0,0.4,0.6,3.8,2014
3835,27500,"Janesville-Beloit, WI Metro Area",77303,83.5,9.6,0.5,2.6,0.4,0.6,2.8,2015
4217,27500,"Janesville-Beloit, WI Metro Area",77276,83.9,9.6,0.6,2.0,0.1,0.9,2.9,2016
4599,27500,"Janesville-Beloit, WI Metro Area",76014,86.3,7.0,0.4,1.5,0.3,1.2,3.3,2017
159,27620,"Jefferson City, MO Metro Area",71049,78.4,15.4,0.2,1.3,0.3,0.8,3.7,2005
518,27620,"Jefferson City, MO Metro Area",69676,78.7,14.0,0.3,1.3,0.1,1.0,4.6,2006
877,27620,"Jefferson City, MO Metro Area",69655,80.5,13.0,0.6,1.8,0.0,0.8,3.2,2007
1239,27620,"Jefferson City, MO Metro Area",74710,80.4,12.6,0.3,3.1,0.2,0.5,3.0,2008
1602,27620,"Jefferson City, MO Metro Area",71050,77.1,13.6,0.6,3.0,0.0,1.6,4.1,2009
1967,27620,"Jefferson City, MO Metro Area",71586,82.4,12.7,0.0,1.2,0.1,0.5,3.2,2010
2333,27620,"Jefferson City, MO Metro Area",69388,81.8,11.2,0.5,1.5,0.1,0.8,4.0,2011
2699,27620,"Jefferson City, MO Metro Area",66921,82.9,11.0,0.1,1.6,0.1,1.7,2.6,2012
3074,27620,"Jefferson City, MO Metro Area",64873,80.4,13.1,0.2,2.0,0.3,0.7,3.4,2013
3455,27620,"Jefferson City, MO Metro Area",67377,81.7,11.1,0.3,1.7,0.1,1.2,3.8,2014
3836,27620,"Jefferson City, MO Metro Area",70364,84.1,10.0,0.4,0.8,0.0,2.1,2.5,2015
4218,27620,"Jefferson City, MO Metro Area",68719,86.8,7.6,0.5,1.2,0.2,0.8,2.9,2016
4600,27620,"Jefferson City, MO Metro Area",69492,84.7,8.8,0.3,0.7,0.0,2.2,3.3,2017
160,27740,"Johnson City, TN Metro Area",87457,87.1,8.1,0.3,0.8,0.1,1.6,2.0,2005
519,27740,"Johnson City, TN Metro Area",80626,86.2,8.5,0.5,1.5,0.1,0.8,2.4,2006
878,27740,"Johnson City, TN Metro Area",84897,84.9,7.6,0.1,1.4,0.0,1.3,4.7,2007
1240,27740,"Johnson City, TN Metro Area",89549,83.4,9.0,0.5,1.1,0.0,0.8,5.2,2008
1603,27740,"Johnson City, TN Metro Area",82963,86.9,6.5,0.3,1.2,0.0,1.6,3.5,2009
1968,27740,"Johnson City, TN Metro Area",83034,86.5,6.5,0.8,1.5,0.1,0.8,3.7,2010
2334,27740,"Johnson City, TN Metro Area",83689,86.4,6.8,0.4,0.9,0.3,1.0,4.0,2011
2700,27740,"Johnson City, TN Metro Area",86972,84.1,7.1,0.2,1.8,0.2,2.7,4.0,2012
3075,27740,"Johnson City, TN Metro Area",89409,85.0,7.8,0.2,0.8,0.2,2.1,3.9,2013
3456,27740,"Johnson City, TN Metro Area",84325,84.0,7.6,0.5,1.5,0.2,1.4,4.8,2014
3837,27740,"Johnson City, TN Metro Area",83862,87.3,5.5,0.5,0.8,0.0,1.9,4.1,2015
4219,27740,"Johnson City, TN Metro Area",87496,85.1,6.5,0.4,1.1,0.0,2.1,4.6,2016
4601,27740,"Johnson City, TN Metro Area",89216,87.2,5.7,0.9,1.9,0.2,1.5,2.6,2017
161,27780,"Johnstown, PA Metro Area",59271,82.5,11.5,0.8,2.3,0.0,0.9,2.0,2005
520,27780,"Johnstown, PA Metro Area",61533,80.0,11.3,1.6,3.3,0.1,1.1,2.6,2006
879,27780,"Johnstown, PA Metro Area",58615,82.5,11.2,0.8,2.9,0.1,0.4,2.1,2007
1241,27780,"Johnstown, PA Metro Area",62967,79.4,11.3,0.9,2.8,0.5,1.7,3.4,2008
1604,27780,"Johnstown, PA Metro Area",59602,81.8,8.2,0.8,5.1,0.0,1.5,2.5,2009
1969,27780,"Johnstown, PA Metro Area",60851,82.8,9.7,0.8,3.0,0.0,1.1,2.5,2010
2335,27780,"Johnstown, PA Metro Area",57757,82.9,8.9,1.1,2.3,0.1,2.1,2.6,2011
2701,27780,"Johnstown, PA Metro Area",57141,83.5,9.5,1.0,2.2,0.1,1.5,2.2,2012
3076,27780,"Johnstown, PA Metro Area",58185,82.1,7.7,1.4,4.1,0.0,1.9,2.7,2013
3457,27780,"Johnstown, PA Metro Area",57333,83.4,8.5,1.2,3.9,0.0,0.9,2.1,2014
3838,27780,"Johnstown, PA Metro Area",56629,82.4,10.1,1.4,1.7,0.1,1.1,3.2,2015
4220,27780,"Johnstown, PA Metro Area",55033,83.7,9.7,0.8,2.2,0.1,1.0,2.6,2016
4602,27780,"Johnstown, PA Metro Area",55281,83.1,8.7,1.0,2.8,0.0,0.6,3.8,2017
162,27860,"Jonesboro, AR Metro Area",N,N,N,N,N,N,N,N,2005
521,27860,"Jonesboro, AR Metro Area",49482,83.4,10.2,0.0,1.0,0.0,0.9,4.5,2006
880,27860,"Jonesboro, AR Metro Area",53671,81.5,10.3,0.0,1.3,0.0,0.9,6.0,2007
1242,27860,"Jonesboro, AR Metro Area",54664,83.3,7.1,0.3,1.4,0.7,1.0,6.4,2008
1605,27860,"Jonesboro, AR Metro Area",50896,83.5,9.8,0.2,1.9,0.3,0.5,3.8,2009
1970,27860,"Jonesboro, AR Metro Area",50437,84.6,9.5,0.1,0.9,0.2,0.9,3.8,2010
2336,27860,"Jonesboro, AR Metro Area",47919,84.8,8.6,0.0,2.2,0.1,0.7,3.6,2011
2702,27860,"Jonesboro, AR Metro Area",54920,82.8,7.6,0.8,0.9,0.2,1.9,5.8,2012
3077,27860,"Jonesboro, AR Metro Area",53849,81.4,12.8,0.0,1.3,0.0,0.8,3.7,2013
3458,27860,"Jonesboro, AR Metro Area",N,N,N,N,N,N,N,N,2014
3839,27860,"Jonesboro, AR Metro Area",55730,82.1,12.6,0.4,1.9,0.0,1.0,2.1,2015
4221,27860,"Jonesboro, AR Metro Area",55760,79.6,11.9,0.2,3.7,0.2,0.1,4.4,2016
4603,27860,"Jonesboro, AR Metro Area",61696,84.3,10.0,0.2,1.4,0.2,0.4,3.5,2017
163,27900,"Joplin, MO Metro Area",73678,83.6,8.6,0.2,2.2,0.0,0.9,4.6,2005
522,27900,"Joplin, MO Metro Area",77297,81.9,9.7,0.3,2.6,0.2,1.4,3.9,2006
881,27900,"Joplin, MO Metro Area",78253,76.7,12.9,0.1,3.8,0.6,1.7,4.2,2007
1243,27900,"Joplin, MO Metro Area",80324,81.2,10.2,0.1,1.8,0.2,1.2,5.2,2008
1606,27900,"Joplin, MO Metro Area",73522,81.3,11.8,0.1,1.3,0.1,1.1,4.3,2009
1971,27900,"Joplin, MO Metro Area",79555,82.3,9.9,0.4,2.0,0.2,1.5,3.7,2010
2337,27900,"Joplin, MO Metro Area",77881,83.7,9.5,0.2,1.4,0.3,1.1,3.8,2011
2703,27900,"Joplin, MO Metro Area",78425,81.8,10.2,0.1,1.8,0.2,1.4,4.4,2012
3078,27900,"Joplin, MO Metro Area",78829,82.8,9.3,0.1,1.8,0.3,1.5,4.2,2013
3459,27900,"Joplin, MO Metro Area",81427,82.4,10.2,0.7,1.8,0.1,1.1,3.9,2014
3840,27900,"Joplin, MO Metro Area",84484,83.4,9.5,0.6,1.5,0.2,0.5,4.3,2015
4222,27900,"Joplin, MO Metro Area",81187,84.2,9.6,0.2,1.2,0.1,1.7,3.0,2016
4604,27900,"Joplin, MO Metro Area",83621,83.2,9.5,0.1,1.7,0.2,0.8,4.5,2017
3079,27980,"Kahului-Wailuku-Lahaina, HI Metro Area",81374,74.9,10.9,2.8,2.9,1.4,2.4,4.6,2013
3460,27980,"Kahului-Wailuku-Lahaina, HI Metro Area",79346,69.7,15.3,2.7,2.4,1.0,2.7,6.2,2014
3841,27980,"Kahului-Wailuku-Lahaina, HI Metro Area",81472,73.9,12.0,2.1,2.5,0.5,2.6,6.3,2015
4223,27980,"Kahului-Wailuku-Lahaina, HI Metro Area",83688,75.0,14.0,2.5,2.3,0.5,0.7,5.1,2016
4605,27980,"Kahului-Wailuku-Lahaina, HI Metro Area",83434,74.2,13.3,2.6,2.8,0.6,1.2,5.3,2017
164,28020,"Kalamazoo-Portage, MI Metro Area",144900,82.7,9.7,1.1,2.6,0.2,0.9,2.8,2005
523,28020,"Kalamazoo-Portage, MI Metro Area",150017,81.4,8.8,1.0,3.3,0.6,1.1,3.8,2006
882,28020,"Kalamazoo-Portage, MI Metro Area",148230,83.1,9.0,0.7,2.4,0.4,1.3,3.1,2007
1244,28020,"Kalamazoo-Portage, MI Metro Area",151632,83.8,7.7,0.9,3.0,0.6,0.9,3.2,2008
1607,28020,"Kalamazoo-Portage, MI Metro Area",142777,82.9,9.5,0.9,2.9,0.3,0.5,3.1,2009
1972,28020,"Kalamazoo-Portage, MI Metro Area",144214,84.2,8.1,1.1,2.3,0.3,0.8,3.3,2010
2338,28020,"Kalamazoo-Portage, MI Metro Area",145474,83.8,8.2,0.6,2.7,0.4,0.7,3.7,2011
2704,28020,"Kalamazoo-Portage, MI Metro Area",146955,82.8,8.0,1.5,2.8,0.5,1.0,3.3,2012
3080,28020,"Kalamazoo-Portage, MI Metro Area",151948,83.1,6.9,1.1,3.1,0.3,1.1,4.3,2013
3461,28020,"Kalamazoo-Portage, MI Metro Area",154632,81.5,8.3,1.4,1.8,0.4,1.8,4.8,2014
3842,28020,"Kalamazoo-Portage, MI Metro Area",160884,82.9,8.0,1.1,3.5,0.7,0.7,3.0,2015
4224,28020,"Kalamazoo-Portage, MI Metro Area",163945,81.4,8.3,1.5,3.3,0.3,1.0,4.2,2016
4606,28020,"Kalamazoo-Portage, MI Metro Area",163757,82.5,8.5,1.2,2.5,0.3,0.7,4.3,2017
3081,28100,"Kankakee, IL Metro Area",49139,81.0,8.1,1.5,2.7,0.1,4.2,2.4,2013
3462,28100,"Kankakee, IL Metro Area",50261,87.4,5.2,1.5,1.9,0.0,0.9,3.1,2014
3843,28100,"Kankakee, IL Metro Area",47617,81.8,8.3,1.8,2.8,0.9,1.1,3.2,2015
4225,28100,"Kankakee, IL Metro Area",48846,79.9,8.5,2.8,2.9,0.2,2.5,3.4,2016
4607,28100,"Kankakee, IL Metro Area",48730,83.0,9.4,1.1,1.9,0.0,1.5,3.0,2017
165,28100,"Kankakee-Bradley, IL Metro Area",44302,87.2,8.1,0.9,1.0,0.1,0.2,2.4,2005
524,28100,"Kankakee-Bradley, IL Metro Area",49500,81.5,9.2,1.6,1.8,0.6,0.7,4.7,2006
883,28100,"Kankakee-Bradley, IL Metro Area",48564,77.2,14.1,2.3,2.7,0.2,1.2,2.3,2007
1245,28100,"Kankakee-Bradley, IL Metro Area",53474,79.3,9.8,3.5,2.9,0.6,0.5,3.4,2008
1608,28100,"Kankakee-Bradley, IL Metro Area",48976,81.1,9.0,1.5,3.7,0.1,1.0,3.6,2009
1973,28100,"Kankakee-Bradley, IL Metro Area",47843,82.3,10.1,1.1,2.2,0.2,0.7,3.4,2010
2339,28100,"Kankakee-Bradley, IL Metro Area",46172,76.9,10.7,2.1,4.0,1.7,0.6,3.9,2011
2705,28100,"Kankakee-Bradley, IL Metro Area",49466,85.0,6.4,1.8,1.9,0.2,1.7,3.0,2012
166,28140,"Kansas City, MO-KS Metro Area",950978,84.1,8.5,1.0,1.4,0.1,1.2,3.9,2005
525,28140,"Kansas City, MO-KS Metro Area",984318,83.3,9.1,1.2,1.5,0.1,1.2,3.6,2006
884,28140,"Kansas City, MO-KS Metro Area",979549,83.6,8.6,1.3,1.5,0.1,1.1,3.7,2007
1246,28140,"Kansas City, MO-KS Metro Area",1020009,82.2,9.9,1.5,1.3,0.1,1.1,3.8,2008
1609,28140,"Kansas City, MO-KS Metro Area",1003553,82.5,8.9,1.2,1.5,0.2,1.4,4.3,2009
1974,28140,"Kansas City, MO-KS Metro Area",975081,83.7,8.5,1.2,1.4,0.2,0.9,4.1,2010
2340,28140,"Kansas City, MO-KS Metro Area",980919,82.8,9.4,1.2,1.3,0.1,0.9,4.3,2011
2706,28140,"Kansas City, MO-KS Metro Area",991831,83.2,8.9,1.1,1.3,0.2,1.1,4.2,2012
3082,28140,"Kansas City, MO-KS Metro Area",1004976,83.5,8.7,1.2,1.4,0.2,0.9,4.1,2013
3463,28140,"Kansas City, MO-KS Metro Area",1003135,83.4,8.5,1.0,1.2,0.2,1.0,4.7,2014
3844,28140,"Kansas City, MO-KS Metro Area",1034502,83.3,8.3,1.1,1.3,0.1,0.8,5.1,2015
4226,28140,"Kansas City, MO-KS Metro Area",1060562,83.8,7.9,0.9,1.3,0.2,0.8,5.2,2016
4608,28140,"Kansas City, MO-KS Metro Area",1072379,83.9,7.6,0.8,1.3,0.2,1.0,5.3,2017
1247,28420,"Kennewick-Pasco-Richland, WA Metro Area",104898,75.2,16.0,1.3,2.6,0.2,1.0,3.7,2008
1610,28420,"Kennewick-Pasco-Richland, WA Metro Area",108719,76.0,15.5,1.6,1.6,0.2,1.0,4.0,2009
1975,28420,"Kennewick-Pasco-Richland, WA Metro Area",111438,75.2,16.1,1.4,1.6,0.3,1.0,4.5,2010
2341,28420,"Kennewick-Pasco-Richland, WA Metro Area",108787,77.4,13.4,1.8,2.9,0.5,0.7,3.4,2011
2707,28420,"Kennewick-Pasco-Richland, WA Metro Area",117521,80.3,10.7,0.9,2.2,0.4,1.1,4.4,2012
3083,28420,"Kennewick-Richland, WA Metro Area",115923,82.5,11.0,0.8,1.8,0.2,0.5,3.1,2013
3464,28420,"Kennewick-Richland, WA Metro Area",120008,83.1,10.0,0.9,1.2,0.3,0.6,3.9,2014
3845,28420,"Kennewick-Richland, WA Metro Area",121936,79.7,12.1,0.6,1.7,0.4,0.8,4.6,2015
4227,28420,"Kennewick-Richland, WA Metro Area",122234,81.0,13.2,0.5,1.4,0.1,0.9,3.0,2016
4609,28420,"Kennewick-Richland, WA Metro Area",129776,79.5,11.6,1.0,0.8,0.3,1.1,5.8,2017
167,28420,"Kennewick-Richland-Pasco, WA Metro Area",98842,79.9,12.2,2.2,2.4,0.0,0.6,2.7,2005
526,28420,"Kennewick-Richland-Pasco, WA Metro Area",101699,75.3,15.7,2.6,2.6,0.3,0.9,2.7,2006
885,28420,"Kennewick-Richland-Pasco, WA Metro Area",99807,76.6,13.9,2.4,1.9,0.3,1.0,4.0,2007
3084,28660,"Killeen-Temple, TX Metro Area",181285,80.3,10.6,0.2,3.6,0.3,2.1,2.9,2013
3465,28660,"Killeen-Temple, TX Metro Area",190752,76.4,14.7,0.5,3.4,0.1,1.4,3.5,2014
3846,28660,"Killeen-Temple, TX Metro Area",188310,79.6,12.0,0.3,2.4,0.4,1.4,3.9,2015
4228,28660,"Killeen-Temple, TX Metro Area",193826,81.0,10.6,0.6,3.0,0.1,0.6,4.1,2016
4610,28660,"Killeen-Temple, TX Metro Area",195113,80.1,11.0,0.5,2.8,0.2,1.4,4.0,2017
168,28660,"Killeen-Temple-Fort Hood, TX Metro Area",138181,84.3,11.2,0.2,1.5,0.3,0.6,1.9,2005
527,28660,"Killeen-Temple-Fort Hood, TX Metro Area",156293,81.4,11.6,0.3,2.4,0.1,1.8,2.4,2006
886,28660,"Killeen-Temple-Fort Hood, TX Metro Area",162328,78.5,12.4,0.4,3.8,0.1,1.8,2.9,2007
1248,28660,"Killeen-Temple-Fort Hood, TX Metro Area",173990,79.9,11.6,0.4,3.6,0.1,1.2,3.1,2008
