,record,lma_title,Area_Code,Series ID,Month-Year,employment_Labor
26139,1138,"Topeka, KS Metropolitan Statistical Area",LAUMT2045820000000,LAUMT204582000000005,"Mar
2015",113783.0
26140,1147,"Wichita, KS Metropolitan Statistical Area",LAUMT2048620000000,LAUMT204862000000005,"Mar
2015",293679.0
26141,1184,"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",LAUMT2121060000000,LAUMT212106000000005,"Mar
2015",60568.0
26142,1212,"Lexington-Fayette, KY Metropolitan Statistical Area",LAUMT2130460000000,LAUMT213046000000005,"Mar
2015",249900.0
26143,1280,"Baton Rouge, LA Metropolitan Statistical Area",LAUMT2212940000000,LAUMT221294000000005,"Mar
2015",396518.0
26144,1304,"Lafayette, LA Metropolitan Statistical Area",LAUMT2229180000000,LAUMT222918000000005,"Mar
2015",216581.0
26145,1331,"Shreveport-Bossier City, LA Metropolitan Statistical Area",LAUMT2243340000000,LAUMT224334000000005,"Mar
2015",182228.0
26146,1691,"Portland-South Portland, ME Metropolitan NECTA",LAUMT2376750000000,LAUMT237675000000005,"Mar
2015",187075.0
26147,1908,"Boston-Cambridge-Nashua, MA-NH Metropolitan NECTA",LAUMT2571650000000,LAUMT257165000000005,"Mar
2015",2523632.0
26148,2244,"Bay City, MI Metropolitan Statistical Area",LAUMT2613020000000,LAUMT261302000000005,"Mar
2015",48654.0
26149,2264,"Grand Rapids-Wyoming, MI Metropolitan Statistical Area",LAUMT2624340000000,LAUMT262434000000005,"Mar
2015",524332.0
26150,2277,"Jackson, MI Metropolitan Statistical Area",LAUMT2627100000000,LAUMT262710000000005,"Mar
2015",68556.0
26151,2278,"Kalamazoo-Portage, MI Metropolitan Statistical Area",LAUMT2628020000000,LAUMT262802000000005,"Mar
2015",155620.0
26152,2281,"Lansing-East Lansing, MI Metropolitan Statistical Area",LAUMT2629620000000,LAUMT262962000000005,"Mar
2015",230037.0
26153,2296,"Niles-Benton Harbor, MI Metropolitan Statistical Area",LAUMT2635660000000,LAUMT263566000000005,"Mar
2015",68383.0
26154,2330,"Duluth, MN-WI Metropolitan Statistical Area",LAUMT2720260000000,LAUMT272026000000005,"Mar
2015",134311.0
26155,2333,"Fargo, ND-MN Metropolitan Statistical Area",LAUMT3822020000000,LAUMT382202000000005,"Mar
2015",124698.0
26156,2346,"La Crosse-Onalaska, WI-MN Metropolitan Statistical Area",LAUMT5529100000000,LAUMT552910000000005,"Mar
2015",74151.0
26157,2384,"Rochester, MN Metropolitan Statistical Area",LAUMT2740340000000,LAUMT274034000000005,"Mar
2015",112546.0
26158,2421,"Gulfport-Biloxi-Pascagoula, MS Metropolitan Statistical Area",LAUMT2825060000000,LAUMT282506000000005,"Mar
2015",152531.0
26159,2431,"Jackson, MS Metropolitan Statistical Area",LAUMT2827140000000,LAUMT282714000000005,"Mar
2015",249616.0
26160,2499,"Columbia, MO Metropolitan Statistical Area",LAUMT2917860000000,LAUMT291786000000005,"Mar
2015",95329.0
26161,2585,"Springfield, MO Metropolitan Statistical Area",LAUMT2944180000000,LAUMT294418000000005,"Mar
2015",218973.0
26162,2603,"Billings, MT Metropolitan Statistical Area",LAUMT3013740000000,LAUMT301374000000005,"Mar
2015",82716.0
26163,2621,"Great Falls, MT Metropolitan Statistical Area",LAUMT3024500000000,LAUMT302450000000005,"Mar
2015",36646.0
26164,2634,"Missoula, MT Metropolitan Statistical Area",LAUMT3033540000000,LAUMT303354000000005,"Mar
2015",57650.0
26165,2707,"Lincoln, NE Metropolitan Statistical Area",LAUMT3130700000000,LAUMT313070000000005,"Mar
2015",170562.0
26166,2948,"Manchester, NH Metropolitan NECTA",LAUMT3374950000000,LAUMT337495000000005,"Mar
2015",111154.0
26167,3048,"Albuquerque, NM Metropolitan Statistical Area",LAUMT3510740000000,LAUMT351074000000005,"Mar
2015",392278.0
26168,3074,"Santa Fe, NM Metropolitan Statistical Area",LAUMT3542140000000,LAUMT354214000000005,"Mar
2015",69474.0
26169,3157,"Charlotte-Concord-Gastonia, NC-SC Metropolitan Statistical Area",LAUMT3716740000000,LAUMT371674000000005,"Mar
2015",1160746.0
26170,3171,"Durham-Chapel Hill, NC Metropolitan Statistical Area",LAUMT3720500000000,LAUMT372050000000005,"Mar
2015",266859.0
26171,3178,"Fayetteville, NC Metropolitan Statistical Area",LAUMT3722180000000,LAUMT372218000000005,"Mar
2015",135236.0
26172,3184,"Greensboro-High Point, NC Metropolitan Statistical Area",LAUMT3724660000000,LAUMT372466000000005,"Mar
2015",341162.0
26173,3190,"Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area",LAUMT3725860000000,LAUMT372586000000005,"Mar
2015",157717.0
26174,3216,"Raleigh, NC Metropolitan Statistical Area",LAUMT3739580000000,LAUMT373958000000005,"Mar
2015",618077.0
26175,3236,"Winston-Salem, NC Metropolitan Statistical Area",LAUMT3749180000000,LAUMT374918000000005,"Mar
2015",299533.0
26176,3304,"Canton-Massillon, OH Metropolitan Statistical Area",LAUMT3915940000000,LAUMT391594000000005,"Mar
2015",188339.0
26177,3318,"Columbus, OH Metropolitan Statistical Area",LAUMT3918140000000,LAUMT391814000000005,"Mar
2015",983768.0
26178,3434,"Oklahoma City, OK Metropolitan Statistical Area",LAUMT4036420000000,LAUMT403642000000005,"Mar
2015",635532.0
26179,3449,"Tulsa, OK Metropolitan Statistical Area",LAUMT4046140000000,LAUMT404614000000005,"Mar
2015",451732.0
26180,3466,"Corvallis, OR Metropolitan Statistical Area",LAUMT4118700000000,LAUMT411870000000005,"Mar
2015",43375.0
26181,3479,"Medford, OR Metropolitan Statistical Area",LAUMT4132780000000,LAUMT413278000000005,"Mar
2015",88647.0
26182,3489,"Salem, OR Metropolitan Statistical Area",LAUMT4141420000000,LAUMT414142000000005,"Mar
2015",173026.0
26183,3514,"Harrisburg-Carlisle, PA Metropolitan Statistical Area",LAUMT4225420000000,LAUMT422542000000005,"Mar
2015",275432.0
26184,3523,"Lebanon, PA Metropolitan Statistical Area",LAUMT4230140000000,LAUMT423014000000005,"Mar
2015",66062.0
26185,3561,"York-Hanover, PA Metropolitan Statistical Area",LAUMT4249620000000,LAUMT424962000000005,"Mar
2015",218512.0
26186,3608,"Charleston-North Charleston, SC Metropolitan Statistical Area",LAUMT4516700000000,LAUMT451670000000005,"Mar
2015",341405.0
26187,3617,"Columbia, SC Metropolitan Statistical Area",LAUMT4517900000000,LAUMT451790000000005,"Mar
2015",373213.0
26188,3628,"Greenville-Anderson-Mauldin, SC Metropolitan Statistical Area",LAUMT4524860000000,LAUMT452486000000005,"Mar
2015",390961.0
26189,3646,"Sumter, SC Metropolitan Statistical Area",LAUMT4544940000000,LAUMT454494000000005,"Mar
2015",41394.0
26190,3702,"Sioux Falls, SD Metropolitan Statistical Area",LAUMT4643620000000,LAUMT464362000000005,"Mar
2015",139056.0
26191,3746,"Jackson, TN Metropolitan Statistical Area",LAUMT4727180000000,LAUMT472718000000005,"Mar
2015",57548.0
26192,3755,"Knoxville, TN Metropolitan Statistical Area",LAUMT4728940000000,LAUMT472894000000005,"Mar
2015",380108.0
26193,3780,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",LAUMT4734980000000,LAUMT473498000000005,"Mar
2015",887789.0
26194,3820,"Austin-Round Rock, TX Metropolitan Statistical Area",LAUMT4812420000000,LAUMT481242000000005,"Mar
2015",1026789.0
26195,3828,"Beaumont-Port Arthur, TX Metropolitan Statistical Area",LAUMT4813140000000,LAUMT481314000000005,"Mar
2015",165125.0
26196,3844,"Brownsville-Harlingen, TX Metropolitan Statistical Area",LAUMT4815180000000,LAUMT481518000000005,"Mar
2015",151500.0
26197,3854,"College Station-Bryan, TX Metropolitan Statistical Area",LAUMT4817780000000,LAUMT481778000000005,"Mar
2015",121928.0
26198,3939,"Killeen-Temple, TX Metropolitan Statistical Area",LAUMT4828660000000,LAUMT482866000000005,"Mar
2015",160347.0
26199,3951,"Laredo, TX Metropolitan Statistical Area",LAUMT4829700000000,LAUMT482970000000005,"Mar
2015",106547.0
26200,3963,"Lubbock, TX Metropolitan Statistical Area",LAUMT4831180000000,LAUMT483118000000005,"Mar
2015",149974.0
26201,4010,"San Angelo, TX Metropolitan Statistical Area",LAUMT4841660000000,LAUMT484166000000005,"Mar
2015",53388.0
26202,4012,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",LAUMT4841700000000,LAUMT484170000000005,"Mar
2015",1056041.0
26203,4049,"Waco, TX Metropolitan Statistical Area",LAUMT4847380000000,LAUMT484738000000005,"Mar
2015",112882.0
26204,4084,"Salt Lake City, UT Metropolitan Statistical Area",LAUMT4941620000000,LAUMT494162000000005,"Mar
2015",585127.0
26205,4134,"Burlington-South Burlington, VT Metropolitan NECTA",LAUMT5072400000000,LAUMT507240000000005,"Mar
2015",118848.0
26206,4351,"Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area",LAUMT5113980000000,LAUMT511398000000005,"Mar
2015",87616.0
26207,4376,"Harrisonburg, VA Metropolitan Statistical Area",LAUMT5125500000000,LAUMT512550000000005,"Mar
2015",61474.0
26208,4388,"Lynchburg, VA Metropolitan Statistical Area",LAUMT5131340000000,LAUMT513134000000005,"Mar
2015",115958.0
26209,4407,"Richmond, VA Metropolitan Statistical Area",LAUMT5140060000000,LAUMT514006000000005,"Mar
2015",621618.0
26210,4424,"Roanoke, VA Metropolitan Statistical Area",LAUMT5140220000000,LAUMT514022000000005,"Mar
2015",150908.0
26211,4478,"Bellingham, WA Metropolitan Statistical Area",LAUMT5313380000000,LAUMT531338000000005,"Mar
2015",97081.0
26212,4479,"Bremerton-Silverdale, WA Metropolitan Statistical Area",LAUMT5314740000000,LAUMT531474000000005,"Mar
2015",107811.0
26213,4485,"Kennewick-Richland, WA Metropolitan Statistical Area",LAUMT5328420000000,LAUMT532842000000005,"Mar
2015",117501.0
26214,4490,"Longview, WA Metropolitan Statistical Area",LAUMT5331020000000,LAUMT533102000000005,"Mar
2015",40694.0
26215,4492,"Mount Vernon-Anacortes, WA Metropolitan Statistical Area",LAUMT5334580000000,LAUMT533458000000005,"Mar
2015",52225.0
26216,4495,"Olympia-Tumwater, WA Metropolitan Statistical Area",LAUMT5336500000000,LAUMT533650000000005,"Mar
2015",117227.0
26217,4503,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",LAUMT5342660000000,LAUMT534266000000005,"Mar
2015",1876547.0
26218,4507,"Spokane-Spokane Valley, WA Metropolitan Statistical Area",LAUMT5344060000000,LAUMT534406000000005,"Mar
2015",231908.0
26219,4513,"Wenatchee, WA Metropolitan Statistical Area",LAUMT5348300000000,LAUMT534830000000005,"Mar
2015",54474.0
26220,4515,"Yakima, WA Metropolitan Statistical Area",LAUMT5349420000000,LAUMT534942000000005,"Mar
2015",107447.0
26221,4572,"Appleton, WI Metropolitan Statistical Area",LAUMT5511540000000,LAUMT551154000000005,"Mar
2015",122354.0
26222,4586,"Eau Claire, WI Metropolitan Statistical Area",LAUMT5520740000000,LAUMT552074000000005,"Mar
2015",86997.0
26223,4591,"Green Bay, WI Metropolitan Statistical Area",LAUMT5524580000000,LAUMT552458000000005,"Mar
2015",160305.0
26224,4602,"Madison, WI Metropolitan Statistical Area",LAUMT5531540000000,LAUMT553154000000005,"Mar
2015",359071.0
26225,4619,"Oshkosh-Neenah, WI Metropolitan Statistical Area",LAUMT5536780000000,LAUMT553678000000005,"Mar
2015",86604.0
26226,4624,"Racine, WI Metropolitan Statistical Area",LAUMT5539540000000,LAUMT553954000000005,"Mar
2015",92130.0
26227,4630,"Sheboygan, WI Metropolitan Statistical Area",LAUMT5543100000000,LAUMT554310000000005,"Mar
2015",57827.0
26228,6,"Birmingham-Hoover, AL Metropolitan Statistical Area",LAUMT0113820000000,LAUMT011382000000005,"Apr
2015",510071.0
26229,40,"Huntsville, AL Metropolitan Statistical Area",LAUMT0126620000000,LAUMT012662000000005,"Apr
2015",200170.0
26230,46,"Mobile, AL Metropolitan Statistical Area",LAUMT0133660000000,LAUMT013366000000005,"Apr
2015",176125.0
26231,48,"Montgomery, AL Metropolitan Statistical Area",LAUMT0133860000000,LAUMT013386000000005,"Apr
2015",162323.0
26232,70,"Anchorage, AK Metropolitan Statistical Area",LAUMT0211260000000,LAUMT021126000000005,"Apr
2015",189980.0
26233,98,"Flagstaff, AZ Metropolitan Statistical Area",LAUMT0422380000000,LAUMT042238000000005,"Apr
2015",68870.0
26234,153,"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",LAUMT0530780000000,LAUMT053078000000005,"Apr
2015",330698.0
26235,189,"Bakersfield, CA Metropolitan Statistical Area",LAUMT0612540000000,LAUMT061254000000005,"Apr
2015",347824.0
26236,191,"Chico, CA Metropolitan Statistical Area",LAUMT0617020000000,LAUMT061702000000005,"Apr
2015",93828.0
26237,195,"El Centro, CA Metropolitan Statistical Area",LAUMT0620940000000,LAUMT062094000000005,"Apr
2015",57731.0
26238,199,"Hanford-Corcoran, CA Metropolitan Statistical Area",LAUMT0625260000000,LAUMT062526000000005,"Apr
2015",51622.0
26239,201,"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",LAUMT0631080000000,LAUMT063108000000005,"Apr
2015",6174160.0
26240,205,"Merced, CA Metropolitan Statistical Area",LAUMT0632900000000,LAUMT063290000000005,"Apr
2015",99833.0
26241,206,"Modesto, CA Metropolitan Statistical Area",LAUMT0633700000000,LAUMT063370000000005,"Apr
2015",216427.0
26242,209,"Napa, CA Metropolitan Statistical Area",LAUMT0634900000000,LAUMT063490000000005,"Apr
2015",70964.0
26243,210,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",LAUMT0637100000000,LAUMT063710000000005,"Apr
2015",407575.0
26244,213,"Redding, CA Metropolitan Statistical Area",LAUMT0639820000000,LAUMT063982000000005,"Apr
2015",67989.0
26245,220,"Salinas, CA Metropolitan Statistical Area",LAUMT0641500000000,LAUMT064150000000005,"Apr
2015",202399.0
26246,222,"San Francisco-Oakland-Hayward, CA Metropolitan Statistical Area",LAUMT0641860000000,LAUMT064186000000005,"Apr
2015",2361423.0
26247,230,"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",LAUMT0642100000000,LAUMT064210000000005,"Apr
2015",132215.0
26248,231,"Santa Maria-Santa Barbara, CA Metropolitan Statistical Area",LAUMT0642200000000,LAUMT064220000000005,"Apr
2015",208708.0
26249,232,"Santa Rosa, CA Metropolitan Statistical Area",LAUMT0642220000000,LAUMT064222000000005,"Apr
2015",246017.0
26250,236,"Stockton-Lodi, CA Metropolitan Statistical Area",LAUMT0644700000000,LAUMT064470000000005,"Apr
2015",284837.0
26251,241,"Vallejo-Fairfield, CA Metropolitan Statistical Area",LAUMT0646700000000,LAUMT064670000000005,"Apr
2015",191705.0
26252,243,"Yuba City, CA Metropolitan Statistical Area",LAUMT0649700000000,LAUMT064970000000005,"Apr
2015",64456.0
26253,255,"Colorado Springs, CO Metropolitan Statistical Area",LAUMT0817820000000,LAUMT081782000000005,"Apr
2015",302001.0
26254,274,"Fort Collins, CO Metropolitan Statistical Area",LAUMT0822660000000,LAUMT082266000000005,"Apr
2015",172780.0
26255,453,"Springfield, MA-CT Metropolitan NECTA",LAUMT2578100000000,LAUMT257810000000005,"Apr
2015",348182.0
26256,479,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",LAUMT4237980000000,LAUMT423798000000005,"Apr
2015",2882204.0
26257,481,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",LAUMT1147900000000,LAUMT114790000000005,"Apr
2015",3125766.0
26258,485,"Cape Coral-Fort Myers, FL Metropolitan Statistical Area",LAUMT1215980000000,LAUMT121598000000005,"Apr
2015",302585.0
26259,487,"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",LAUMT1218880000000,LAUMT121888000000005,"Apr
2015",113844.0
26260,489,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",LAUMT1219660000000,LAUMT121966000000005,"Apr
2015",264950.0
26261,493,"Gainesville, FL Metropolitan Statistical Area",LAUMT1223540000000,LAUMT122354000000005,"Apr
2015",131144.0
26262,500,"Jacksonville, FL Metropolitan Statistical Area",LAUMT1227260000000,LAUMT122726000000005,"Apr
2015",676425.0
26263,508,"Lakeland-Winter Haven, FL Metropolitan Statistical Area",LAUMT1229460000000,LAUMT122946000000005,"Apr
2015",262344.0
26264,512,"Miami-Fort Lauderdale-West Palm Beach, FL Metropolitan Statistical Area",LAUMT1233100000000,LAUMT123310000000005,"Apr
2015",2819887.0
26265,515,"Naples-Immokalee-Marco Island, FL Metropolitan Statistical Area",LAUMT1234940000000,LAUMT123494000000005,"Apr
2015",156707.0
26266,516,"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area",LAUMT1235840000000,LAUMT123584000000005,"Apr
2015",325074.0
26267,518,"Ocala, FL Metropolitan Statistical Area",LAUMT1236100000000,LAUMT123610000000005,"Apr
2015",121644.0
26268,520,"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",LAUMT1236740000000,LAUMT123674000000005,"Apr
2015",1146186.0
26269,525,"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",LAUMT1237340000000,LAUMT123734000000005,"Apr
2015",239983.0
26270,526,"Panama City, FL Metropolitan Statistical Area",LAUMT1237460000000,LAUMT123746000000005,"Apr
2015",88502.0
26271,528,"Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",LAUMT1237860000000,LAUMT123786000000005,"Apr
2015",200762.0
26272,530,"Port St. Lucie, FL Metropolitan Statistical Area",LAUMT1238940000000,LAUMT123894000000005,"Apr
2015",188533.0
26273,533,"Sebastian-Vero Beach, FL Metropolitan Statistical Area",LAUMT1242680000000,LAUMT124268000000005,"Apr
2015",56835.0
26274,536,"Tallahassee, FL Metropolitan Statistical Area",LAUMT1245220000000,LAUMT124522000000005,"Apr
2015",176145.0
26275,540,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",LAUMT1245300000000,LAUMT124530000000005,"Apr
2015",1357739.0
26276,557,"Athens-Clarke County, GA Metropolitan Statistical Area",LAUMT1312020000000,LAUMT131202000000005,"Apr
2015",88137.0
26277,591,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",LAUMT1312260000000,LAUMT131226000000005,"Apr
2015",244610.0
26278,609,"Chattanooga, TN-GA Metropolitan Statistical Area",LAUMT4716860000000,LAUMT471686000000005,"Apr
2015",239986.0
26279,668,"Rome, GA Metropolitan Statistical Area",LAUMT1340660000000,LAUMT134066000000005,"Apr
2015",40062.0
26280,670,"Savannah, GA Metropolitan Statistical Area",LAUMT1342340000000,LAUMT134234000000005,"Apr
2015",166718.0
26281,709,"Kahului-Wailuku-Lahaina, HI Metropolitan Statistical Area",LAUMT1527980000000,LAUMT152798000000005,"Apr
2015",80032.0
26282,716,"Boise City, ID Metropolitan Statistical Area",LAUMT1614260000000,LAUMT161426000000005,"Apr
2015",307201.0
26283,756,"Bloomington, IL Metropolitan Statistical Area",LAUMT1714010000000,LAUMT171401000000005,"Apr
2015",95487.0
26284,772,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area",LAUMT1716980000000,LAUMT171698000000005,"Apr
2015",4579792.0
26285,785,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",LAUMT1719340000000,LAUMT171934000000005,"Apr
2015",182781.0
26286,809,"Kankakee, IL Metropolitan Statistical Area",LAUMT1728100000000,LAUMT172810000000005,"Apr
2015",50717.0
26287,821,"Peoria, IL Metropolitan Statistical Area",LAUMT1737900000000,LAUMT173790000000005,"Apr
2015",173040.0
26288,835,"Rockford, IL Metropolitan Statistical Area",LAUMT1740420000000,LAUMT174042000000005,"Apr
2015",155738.0
26289,837,"St. Louis, MO-IL Metropolitan Statistical Area",LAUMT2941180000000,LAUMT294118000000005,"Apr
2015",1393116.0
26290,848,"Springfield, IL Metropolitan Statistical Area",LAUMT1744100000000,LAUMT174410000000005,"Apr
2015",106076.0
26291,862,"Bloomington, IN Metropolitan Statistical Area",LAUMT1814020000000,LAUMT181402000000005,"Apr
2015",73973.0
26292,868,"Cincinnati, OH-KY-IN Metropolitan Statistical Area",LAUMT3917140000000,LAUMT391714000000005,"Apr
2015",1028365.0
26293,876,"Elkhart-Goshen, IN Metropolitan Statistical Area",LAUMT1821140000000,LAUMT182114000000005,"Apr
2015",100030.0
26294,877,"Evansville, IN-KY Metropolitan Statistical Area",LAUMT1821780000000,LAUMT182178000000005,"Apr
2015",151877.0
26295,880,"Fort Wayne, IN Metropolitan Statistical Area",LAUMT1823060000000,LAUMT182306000000005,"Apr
2015",199314.0
26296,906,"Kokomo, IN Metropolitan Statistical Area",LAUMT1829020000000,LAUMT182902000000005,"Apr
2015",34684.0
26297,907,"Lafayette-West Lafayette, IN Metropolitan Statistical Area",LAUMT1829200000000,LAUMT182920000000005,"Apr
2015",104219.0
26298,921,"Muncie, IN Metropolitan Statistical Area",LAUMT1834620000000,LAUMT183462000000005,"Apr
2015",51745.0
26299,939,"Terre Haute, IN Metropolitan Statistical Area",LAUMT1845460000000,LAUMT184546000000005,"Apr
2015",72872.0
26300,953,"Ames, IA Metropolitan Statistical Area",LAUMT1911180000000,LAUMT191118000000005,"Apr
2015",57288.0
26301,964,"Cedar Rapids, IA Metropolitan Statistical Area",LAUMT1916300000000,LAUMT191630000000005,"Apr
2015",139281.0
26302,976,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",LAUMT1919780000000,LAUMT191978000000005,"Apr
2015",326234.0
26303,998,"Iowa City, IA Metropolitan Statistical Area",LAUMT1926980000000,LAUMT192698000000005,"Apr
2015",94329.0
26304,1097,"Lawrence, KS Metropolitan Statistical Area",LAUMT2029940000000,LAUMT202994000000005,"Apr
2015",63218.0
26305,1138,"Topeka, KS Metropolitan Statistical Area",LAUMT2045820000000,LAUMT204582000000005,"Apr
2015",114578.0
26306,1147,"Wichita, KS Metropolitan Statistical Area",LAUMT2048620000000,LAUMT204862000000005,"Apr
2015",295918.0
26307,1184,"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",LAUMT2121060000000,LAUMT212106000000005,"Apr
2015",60977.0
26308,1212,"Lexington-Fayette, KY Metropolitan Statistical Area",LAUMT2130460000000,LAUMT213046000000005,"Apr
2015",251089.0
26309,1280,"Baton Rouge, LA Metropolitan Statistical Area",LAUMT2212940000000,LAUMT221294000000005,"Apr
2015",398594.0
26310,1304,"Lafayette, LA Metropolitan Statistical Area",LAUMT2229180000000,LAUMT222918000000005,"Apr
2015",215544.0
26311,1331,"Shreveport-Bossier City, LA Metropolitan Statistical Area",LAUMT2243340000000,LAUMT224334000000005,"Apr
2015",183698.0
26312,1691,"Portland-South Portland, ME Metropolitan NECTA",LAUMT2376750000000,LAUMT237675000000005,"Apr
2015",188964.0
26313,1908,"Boston-Cambridge-Nashua, MA-NH Metropolitan NECTA",LAUMT2571650000000,LAUMT257165000000005,"Apr
2015",2528271.0
26314,2244,"Bay City, MI Metropolitan Statistical Area",LAUMT2613020000000,LAUMT261302000000005,"Apr
2015",49091.0
26315,2264,"Grand Rapids-Wyoming, MI Metropolitan Statistical Area",LAUMT2624340000000,LAUMT262434000000005,"Apr
2015",528378.0
26316,2277,"Jackson, MI Metropolitan Statistical Area",LAUMT2627100000000,LAUMT262710000000005,"Apr
2015",69150.0
26317,2278,"Kalamazoo-Portage, MI Metropolitan Statistical Area",LAUMT2628020000000,LAUMT262802000000005,"Apr
2015",156242.0
26318,2281,"Lansing-East Lansing, MI Metropolitan Statistical Area",LAUMT2629620000000,LAUMT262962000000005,"Apr
2015",232300.0
26319,2296,"Niles-Benton Harbor, MI Metropolitan Statistical Area",LAUMT2635660000000,LAUMT263566000000005,"Apr
2015",69260.0
26320,2330,"Duluth, MN-WI Metropolitan Statistical Area",LAUMT2720260000000,LAUMT272026000000005,"Apr
2015",135647.0
26321,2333,"Fargo, ND-MN Metropolitan Statistical Area",LAUMT3822020000000,LAUMT382202000000005,"Apr
2015",126463.0
26322,2346,"La Crosse-Onalaska, WI-MN Metropolitan Statistical Area",LAUMT5529100000000,LAUMT552910000000005,"Apr
2015",74636.0
26323,2384,"Rochester, MN Metropolitan Statistical Area",LAUMT2740340000000,LAUMT274034000000005,"Apr
2015",113464.0
26324,2421,"Gulfport-Biloxi-Pascagoula, MS Metropolitan Statistical Area",LAUMT2825060000000,LAUMT282506000000005,"Apr
2015",153176.0
26325,2431,"Jackson, MS Metropolitan Statistical Area",LAUMT2827140000000,LAUMT282714000000005,"Apr
2015",250434.0
26326,2499,"Columbia, MO Metropolitan Statistical Area",LAUMT2917860000000,LAUMT291786000000005,"Apr
2015",96252.0
26327,2585,"Springfield, MO Metropolitan Statistical Area",LAUMT2944180000000,LAUMT294418000000005,"Apr
2015",220802.0
26328,2603,"Billings, MT Metropolitan Statistical Area",LAUMT3013740000000,LAUMT301374000000005,"Apr
2015",83687.0
26329,2621,"Great Falls, MT Metropolitan Statistical Area",LAUMT3024500000000,LAUMT302450000000005,"Apr
2015",37036.0
26330,2634,"Missoula, MT Metropolitan Statistical Area",LAUMT3033540000000,LAUMT303354000000005,"Apr
2015",58366.0
26331,2707,"Lincoln, NE Metropolitan Statistical Area",LAUMT3130700000000,LAUMT313070000000005,"Apr
2015",172220.0
26332,2948,"Manchester, NH Metropolitan NECTA",LAUMT3374950000000,LAUMT337495000000005,"Apr
2015",111506.0
26333,3048,"Albuquerque, NM Metropolitan Statistical Area",LAUMT3510740000000,LAUMT351074000000005,"Apr
2015",394727.0
26334,3074,"Santa Fe, NM Metropolitan Statistical Area",LAUMT3542140000000,LAUMT354214000000005,"Apr
2015",69372.0
26335,3157,"Charlotte-Concord-Gastonia, NC-SC Metropolitan Statistical Area",LAUMT3716740000000,LAUMT371674000000005,"Apr
2015",1167529.0
26336,3171,"Durham-Chapel Hill, NC Metropolitan Statistical Area",LAUMT3720500000000,LAUMT372050000000005,"Apr
2015",267451.0
26337,3178,"Fayetteville, NC Metropolitan Statistical Area",LAUMT3722180000000,LAUMT372218000000005,"Apr
2015",135860.0
26338,3184,"Greensboro-High Point, NC Metropolitan Statistical Area",LAUMT3724660000000,LAUMT372466000000005,"Apr
2015",344646.0
26339,3190,"Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area",LAUMT3725860000000,LAUMT372586000000005,"Apr
2015",158013.0
26340,3216,"Raleigh, NC Metropolitan Statistical Area",LAUMT3739580000000,LAUMT373958000000005,"Apr
2015",622312.0
26341,3236,"Winston-Salem, NC Metropolitan Statistical Area",LAUMT3749180000000,LAUMT374918000000005,"Apr
2015",301020.0
26342,3304,"Canton-Massillon, OH Metropolitan Statistical Area",LAUMT3915940000000,LAUMT391594000000005,"Apr
2015",189330.0
26343,3318,"Columbus, OH Metropolitan Statistical Area",LAUMT3918140000000,LAUMT391814000000005,"Apr
2015",988204.0
26344,3434,"Oklahoma City, OK Metropolitan Statistical Area",LAUMT4036420000000,LAUMT403642000000005,"Apr
2015",636204.0
26345,3449,"Tulsa, OK Metropolitan Statistical Area",LAUMT4046140000000,LAUMT404614000000005,"Apr
2015",453278.0
26346,3466,"Corvallis, OR Metropolitan Statistical Area",LAUMT4118700000000,LAUMT411870000000005,"Apr
2015",43527.0
26347,3479,"Medford, OR Metropolitan Statistical Area",LAUMT4132780000000,LAUMT413278000000005,"Apr
2015",89464.0
26348,3489,"Salem, OR Metropolitan Statistical Area",LAUMT4141420000000,LAUMT414142000000005,"Apr
2015",175015.0
26349,3514,"Harrisburg-Carlisle, PA Metropolitan Statistical Area",LAUMT4225420000000,LAUMT422542000000005,"Apr
2015",278857.0
