,CLUSTER_APTA4,RAIL_FLAG,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,TSD_POP_PCT,JTW_HOME_PCT,YEARS_SINCE_TNC_BUS2_HINY,YEARS_SINCE_TNC_BUS2_MIDLOW,YEARS_SINCE_TNC_RAIL2_HINY,YEARS_SINCE_TNC_RAIL2_MIDLOW,BIKE_SHARE,scooter_flag,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_PCT_FAC,JTW_HOME_PCT_FAC,YEARS_SINCE_TNC_BUS2_HINY_FAC,YEARS_SINCE_TNC_BUS2_MIDLOW_FAC,YEARS_SINCE_TNC_RAIL2_HINY_FAC,YEARS_SINCE_TNC_RAIL2_MIDLOW_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change,VRM_ADJ_log_FAC_cumsum,FARE_per_UPT_2018_log_FAC_cumsum,POP_EMP_log_FAC_cumsum,TSD_POP_PCT_FAC_cumsum,GAS_PRICE_2018_log_FAC_cumsum,TOTAL_MED_INC_INDIV_2018_log_FAC_cumsum,PCT_HH_NO_VEH_FAC_cumsum,JTW_HOME_PCT_FAC_cumsum,YEARS_SINCE_TNC_BUS2_HINY_FAC_cumsum,YEARS_SINCE_TNC_BUS2_MIDLOW_FAC_cumsum,YEARS_SINCE_TNC_RAIL2_HINY_FAC_cumsum,YEARS_SINCE_TNC_RAIL2_MIDLOW_FAC_cumsum,BIKE_SHARE_FAC_cumsum,scooter_flag_FAC_cumsum,Unknown_FAC_cumsum,UPT_ADJ_VRM_ADJ_log_FAC_cumsum,UPT_ADJ_FARE_per_UPT_2018_log_FAC_cumsum,UPT_ADJ_POP_EMP_log_FAC_cumsum,UPT_ADJ_TSD_POP_PCT_FAC_cumsum,UPT_ADJ_GAS_PRICE_2018_log_FAC_cumsum,UPT_ADJ_TOTAL_MED_INC_INDIV_2018_log_FAC_cumsum,UPT_ADJ_PCT_HH_NO_VEH_FAC_cumsum,UPT_ADJ_JTW_HOME_PCT_FAC_cumsum,UPT_ADJ_YEARS_SINCE_TNC_BUS2_HINY_FAC_cumsum,UPT_ADJ_YEARS_SINCE_TNC_BUS2_MIDLOW_FAC_cumsum,UPT_ADJ_YEARS_SINCE_TNC_RAIL2_HINY_FAC_cumsum,UPT_ADJ_YEARS_SINCE_TNC_RAIL2_MIDLOW_FAC_cumsum,UPT_ADJ_BIKE_SHARE_FAC_cumsum,UPT_ADJ_scooter_flag_FAC_cumsum,UPT_ADJ_Unknown_FAC_cumsum
113,10.0,0,2013,100,1181250675.9999998,1177871709.9999993,1199896222.000002,22024512.000002626,1275282700.5592654,69272266.76579356,276221305.39999974,1.6661100030000002,28818049.080000035,3.942,33700.32,29.93,66.4293725226825,4.2,3.0,0.0,0.0,0.0,1.0,0.0,147718721.09775057,-56512277.18576362,14305460.929072944,-6889124.977486218,2523070.3283442897,-12732763.179368054,-14068115.43343053,-353317.6314168973,-15145305.908722235,0.0,0.0,0.0,17381577.780353297,0.0,76227925.81933354,67656001.16273472,-45631489.1627321,0.0,22024512.000002626,178631116.7358794,-51627418.17711332,17884004.704132274,-13964314.898830254,-5125741.146759773,4259339.888804731,-11049711.710038833,-1051664.1432127312,-30115204.312435836,0.0,0.0,0.0,17381577.780353297,0.0,-60814806.60710425,1021265105.2641225,1251523640.1771152,1182012217.2958696,1213860536.898832,1205021963.1467617,1195636882.1111972,1210945933.7100408,1200947886.1432147,1230011426.3124378,1199896222.000002,1199896222.000002,1199896222.000002,1182514644.2196486,1199896222.000002,1260711028.6071062
114,10.0,0,2014,100,1181250675.9999998,1199896222.000002,1192647739.9999998,-7248482.000002147,1274798986.8549445,-483713.7043209076,282626037.69999975,1.6985871780000004,29110612.08000001,3.7523999999999993,33580.79999999999,30.2,66.59050371218505,4.2,4.0,0.0,0.0,0.0,1.0,0.0,23126674.41549779,-8554862.08406244,4574002.813440293,-8242253.64561878,1174043.8901595508,2230675.5571710067,1055998.543369135,0.0,-15428501.412017213,0.0,0.0,0.0,0.0,0.0,-64221.9220606517,-455119.6735357245,-6793362.3264664225,0.0,-7248482.000002147,201757791.15137717,-60182280.26117576,22458007.517572567,-12908316.355461119,-13367994.792378552,5433383.778964282,-8819036.152867828,-1051664.1432127312,-45543705.72445305,0.0,0.0,0.0,17381577.780353297,0.0,-67608168.93357067,990889948.8486226,1252830020.2611756,1170189732.4824271,1205556056.355461,1206015734.7923784,1187214356.2210355,1201466776.1528676,1193699404.1432126,1238191445.7244527,1192647739.9999998,1192647739.9999998,1192647739.9999998,1175266162.2196465,1192647739.9999998,1260255908.9335704
115,10.0,0,2015,100,1181250675.9999998,1192647739.9999998,1160473735.9999983,-32174004.00000143,1189661885.0058985,-85137101.84904599,280202617.09999955,1.7212420550000007,29378317.82999997,2.7030000000000003,34173.33999999997,30.170000000000005,66.80474802060517,4.1,5.0,0.0,0.0,0.0,1.0,0.0,-8523179.734803775,-5877630.303837034,4119503.722881663,-51295366.25493209,-5728494.939133196,-246101.47349733365,1395804.1318252943,357857.2337743657,-15335299.006074462,0.0,0.0,0.0,0.0,0.0,-81132906.62379655,-79650653.28528401,47476649.28528258,0.0,-32174004.00000143,193234611.4165734,-66059910.56501279,26577511.24045423,-11512512.223635824,-64663361.04731064,-295111.1601689141,-9065137.62636516,-693806.9094383656,-60879004.730527505,0.0,0.0,0.0,17381577.780353297,0.0,-20131519.648288086,967239124.5834249,1226533646.565011,1133896224.7595441,1171986248.2236342,1225137097.047309,1160768847.1601672,1169538873.6263635,1161167542.9094367,1221352740.7305257,1160473735.9999983,1160473735.9999983,1160473735.9999983,1143092158.219645,1160473735.9999983,1180605255.6482863
116,10.0,0,2016,100,1181250675.9999998,1160473735.9999983,1162084608.9999988,1610873.0000004768,1138047452.4711974,-51614432.53470135,279086354.6,1.743517203999999,29437697.49999995,2.4255,35302.05,29.88,67.1404373027713,4.5,6.0,0.0,0.0,0.0,1.0,0.0,-3851544.518097766,-5577317.630769227,882956.8846203317,-15818604.316186212,-10333914.407080883,-2312734.4946436225,2128726.1615457376,-1391769.1746005472,-14921599.340184301,0.0,0.0,0.0,0.0,0.0,-51195800.83539649,-50348081.34142061,51958954.34142108,0.0,1610873.0000004768,189383066.89847565,-71637228.19578202,27460468.12507456,-9383786.062090088,-80481965.36349685,-10629025.567249797,-11377872.121008784,-2085576.0840389128,-75800604.0707118,0.0,0.0,0.0,17381577.780353297,0.0,31827434.693132997,972701542.1015232,1233721837.1957808,1134624140.8749242,1171468395.062089,1242566574.3634956,1172713634.5672486,1173462481.1210077,1164170185.0840378,1237885213.0707107,1162084608.9999988,1162084608.9999988,1162084608.9999988,1144703031.2196455,1162084608.9999988,1130257174.3068657
117,10.0,0,2017,100,1181250675.9999998,1162084608.9999988,1100306571.0000002,-61778037.99999857,1116447507.1196911,-21599945.351505995,274821215.5000002,1.7724292480000001,29668394.669999976,2.6928000000000005,35945.81999999998,30.0,67.28151876917117,4.5,7.0,0.0,0.0,0.0,1.0,0.0,-14809851.398749167,-7176946.8048193725,3422041.8896477493,15487026.88102132,-5766467.047926943,959674.2459796213,895414.1685223533,0.0,-14942312.261768185,0.0,0.0,0.0,0.0,0.0,-21931420.328092627,-22056166.457489192,-39721871.54250938,0.0,-61778037.99999857,174573215.49972647,-78814175.0006014,30882510.01472231,-8488371.893567733,-64994938.482475534,-16395492.615176741,-10418197.875029162,-2085576.0840389128,-90742916.33247998,0.0,0.0,0.0,17381577.780353297,0.0,-7894436.84937638,925733355.5002737,1179120746.0006015,1069424060.9852779,1108794942.893568,1165301509.4824758,1116702063.615177,1110724768.8750293,1102392147.0840392,1191049487.3324802,1100306571.0000002,1100306571.0000002,1100306571.0000002,1082924993.219647,1100306571.0000002,1108201007.8493767
118,10.0,0,2018,100,1181250675.9999998,1100306571.0000002,1107464473.9999995,7157902.999999285,1061731670.912314,-54715836.20737708,274036302.4000001,1.7403283429999998,29807700.83999996,2.9199999999999995,36801.50000000002,30.01,67.46876908065566,4.6,8.0,0.0,0.0,0.0,1.0,1.0,-2617878.3117162,7598819.562082841,1943221.493055796,11636394.05935144,-7102382.748646758,75692.73988255775,1125400.865168627,-330050.9794043432,-14147958.109268295,0.0,0.0,0.0,0.0,-51996124.17103121,-53814865.60052554,-53924787.08833946,61082690.08833875,0.0,7157902.999999285,171955337.18801028,-71215355.43851855,32825731.507778104,-7362971.028399106,-53358544.42312409,-23497875.3638235,-10342505.135146603,-2415627.063443256,-104890874.44174828,0.0,0.0,0.0,17381577.780353297,-51996124.17103121,53188253.23896237,935509136.8119893,1178679829.438518,1074638742.4922214,1114827445.0283985,1160823018.4231236,1130962349.363823,1117806979.1351461,1109880101.0634427,1212355348.441748,1107464473.9999995,1107464473.9999995,1107464473.9999995,1090082896.2196462,1159460598.1710308,1054276220.7610371
129,10.0,1,2012,100,2028458449.0000007,2875478446.999996,2926682201.0000033,51203754.00000763,2877819867.25448,31014579.97557354,541132314.1000004,1.6972213739999995,27909105.42000003,4.109300000000001,33963.31,31.51,68.63024806231975,4.1,0.0,0.0,2.0,0.0,0.0,0.0,-7290246.748262212,25812893.039233264,8838481.48766354,4355301.017174928,4288332.722007541,4156891.794401655,256372.18967900414,-1724814.0876464632,0.0,0.0,-7378181.335762845,0.0,0.0,0.0,31315030.078488413,31326960.316194706,19876793.683812927,0.0,51203754.00000763,-7290246.748262212,25812893.039233264,8838481.48766354,256372.18967900414,4355301.017174928,4288332.722007541,4156891.794401655,-1724814.0876464632,0.0,0.0,-7378181.335762845,0.0,0.0,0.0,19876793.683812927,2933972447.7482657,2900869307.96077,2917843719.5123396,2926425828.810324,2922326899.9828286,2922393868.2779956,2922525309.2056017,2928407015.08765,2926682201.0000033,2926682201.0000033,2934060382.3357663,2926682201.0000033,2926682201.0000033,2926682201.0000033,2906805407.3161902
130,10.0,1,2013,100,2028458449.0000007,2926682201.0000033,3025842522.0000052,99160321.00000145,2884387243.961893,6567376.7074131975,553170967.4999999,1.7585520000000001,28818049.080000035,3.9419999999999997,33700.32,29.93,66.4293725226825,4.2,0.0,0.0,3.0,0.0,1.0,0.0,54126417.83030646,-38629289.10369992,35545074.66540544,-17117551.326598614,6269125.03216201,-31637360.03694725,-34955337.403115496,-877895.626822817,0.0,0.0,-7509564.891246629,0.0,43188365.83235128,0.0,8401984.971794464,6678883.809077498,92481437.19092391,0.0,99160321.00000145,46836171.08204425,-12816396.064466659,44383556.153068975,-34698965.21343649,-12762250.309423685,10557457.75416955,-27480468.242545597,-2602709.71446928,0.0,0.0,-14887746.227009475,0.0,43188365.83235128,0.0,112358230.87473685,2979006350.917961,3038658918.0644717,2981458965.846936,3060541487.213442,3038604772.309429,3015285064.245836,3053322990.242551,3028445231.7144747,3025842522.0000052,3025842522.0000052,3040730268.2270145,3025842522.0000052,2982654156.167654,3025842522.0000052,2913484291.1252685
131,10.0,1,2014,100,2028458449.0000007,3025842522.0000052,3134495495.999999,108652973.99999428,2914305538.9539905,29918294.99209785,560050466.9000001,1.7493823119999998,29110612.08000001,3.7524,33580.79999999999,30.2,66.59050371218505,4.2,0.0,0.0,4.0,0.0,1.0,0.0,31307972.36925495,5959689.951964355,11534507.697329238,-20784932.147259336,2960649.313169574,5625213.939271886,2662968.044328411,0.0,0.0,0.0,-7764000.05504129,0.0,0.0,0.0,31502069.113017786,31385539.289961357,77267434.71003293,0.0,108652973.99999428,78144143.4512992,-6856706.112502304,55918063.85039821,-32035997.16910808,-33547182.45668302,13518107.067339124,-21855254.30327371,-2602709.71446928,0.0,0.0,-22651746.282050766,0.0,43188365.83235128,0.0,189625665.5847698,3056351352.5487,3141352202.112501,3078577432.149601,3166531493.169107,3168042678.456682,3120977388.93266,3156350750.3032727,3137098205.7144685,3134495495.999999,3134495495.999999,3157147242.2820497,3134495495.999999,3091307130.167648,3134495495.999999,2944869830.4152293
132,10.0,1,2015,100,2028458449.0000007,3134495495.999999,3047199073.999998,-87296422.00000095,2708321681.416655,-205983857.5373354,561246899.2000009,1.8849589100000004,29378317.82999997,2.7030000000000003,34173.33999999997,30.17,66.80474802060517,4.1,0.0,0.0,5.0,0.0,1.0,0.0,5575858.97752493,-87905229.99822912,10826806.132318502,-134813565.73212054,-15055528.118949687,-646799.4985982664,3668427.4977157763,940513.992402122,0.0,0.0,-8042792.38808008,0.0,0.0,0.0,-225452309.1360164,-221546939.76638535,134250517.76638442,0.0,-87296422.00000095,83720002.42882414,-94761936.11073142,66744869.98271672,-28367569.671392307,-168360748.18880355,-1537421.051610563,-22502053.801871978,-1662195.7220671582,0.0,0.0,-30694538.670130845,0.0,43188365.83235128,0.0,323876183.3511542,2963479071.571174,3141961010.1107297,2980454204.0172815,3075566643.6713905,3215559822.188802,3048736495.0516086,3069701127.80187,3048861269.7220654,3047199073.999998,3047199073.999998,3077893612.670129,3047199073.999998,3004010708.167647,3047199073.999998,2723322890.648844
133,10.0,1,2016,100,2028458449.0000007,3047199073.999998,3069648696.9999967,22449622.99999857,2631949093.849153,-76372587.56750154,560737093.9000003,1.8947735490000004,29437697.49999995,2.4255000000000004,35302.05,29.88,67.1404373027713,4.5,0.0,0.0,6.0,0.0,1.0,0.0,-2305392.3843500437,-6109643.77634521,2318488.835836093,-41536861.13604131,-27135034.111665715,-6072832.319994798,5589658.935858718,-3654540.045587498,0.0,0.0,-7818798.766374703,0.0,0.0,0.0,-86724954.76866446,-85928669.29785942,108378292.29785798,0.0,22449622.99999857,81414610.0444741,-100871579.88707663,69063358.8185528,-22777910.735533588,-209897609.32484487,-28672455.163276277,-28574886.121866778,-5316735.767654656,0.0,0.0,-38513337.43650555,0.0,43188365.83235128,0.0,432254475.6490122,2988234086.9555225,3170520276.8870735,3000585338.1814437,3092426607.7355304,3279546306.3248415,3098321152.163273,3098223583.1218634,3074965432.767651,3069648696.9999967,3069648696.9999967,3108162034.436502,3069648696.9999967,3026460331.1676455,3069648696.9999967,2637394221.3509846
134,10.0,1,2017,100,2028458449.0000007,3069648696.9999967,3090688329.999996,21039632.999999046,2669730021.9111066,37780928.06195307,563993926.6000005,1.898704173,29668394.669999976,2.6928000000000005,35945.81999999998,30.0,67.28151876917117,4.5,0.0,0.0,7.0,0.0,1.0,0.0,14841407.460284404,-2460484.223036465,9039330.136792677,40909010.85648151,-15232133.635428235,2534981.339483347,2365238.2230973854,0.0,0.0,0.0,-7876402.185237505,0.0,0.0,0.0,44120947.97243712,44063989.25718427,-23024356.25718522,0.0,21039632.999999046,96256017.5047585,-103332064.1101131,78102688.95534548,-20412672.512436204,-168988598.46836334,-43904588.79870451,-26039904.78238343,-5316735.767654656,0.0,0.0,-46389739.62174305,0.0,43188365.83235128,0.0,409230119.391827,2994432312.495238,3194020394.1101093,3012585641.0446506,3111101002.5124326,3259676928.4683595,3134592918.798701,3116728234.7823796,3096005065.7676506,3090688329.999996,3090688329.999996,3137078069.6217394,3090688329.999996,3047499964.167645,3090688329.999996,2681458210.608169
135,10.0,1,2018,100,2028458449.0000007,3090688329.999996,3025899128.9999986,-64789200.99999714,2507008492.847219,-162721529.0638876,559394026.1000001,1.9566072690000007,29807700.83999996,2.9199999999999995,36801.50000000002,30.01,67.46876908065566,4.6,0.0,0.0,8.0,0.0,1.0,1.0,-21008099.596901424,-35914460.716077946,5458380.554552476,32685860.71410344,-19950123.042967647,212615.8963207232,3161176.5413591918,-927091.3554783015,0.0,0.0,-7930387.715079972,0.0,0.0,-146053671.23690185,-190265799.9570713,-188379171.9724152,123589970.97241804,0.0,-64789200.99999714,75247917.90785709,-139246524.82619104,83561069.50989796,-17251495.97107701,-136302737.7542599,-63854711.84167216,-25827288.886062708,-6243827.123132958,0.0,0.0,-54320127.336823024,0.0,43188365.83235128,-146053671.23690185,532820090.36424506,2950651211.0921416,3165145653.8261895,2942338059.4901004,3043150624.9710755,3162201866.7542586,3089753840.8416705,3051726417.886061,3032142956.1231318,3025899128.9999986,3025899128.9999986,3080219256.3368216,3025899128.9999986,2982710763.1676474,3171952800.2369003,2493079038.6357536
